,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,720371457.0,715772677.0,713712485.0,709759584.0
Share Issued,720371457.0,715772677.0,713712485.0,709759584.0
Total Debt,6235459321.52,6039895208.52,4089213429.22,31786417.6
Tangible Book Value,20372770087.02,15469872521.15,12785613689.19,11511334652.29
Invested Capital,35030639073.49,30225252978.2,23713316296.81,16897559553.3
Working Capital,22728786917.77,19142972888.05,15347097612.9,11054344430.42
Net Tangible Assets,20372770087.02,15469872521.15,12785613689.19,11511334652.29
Capital Lease Obligations,162592146.48,142297196.26,80813149.64,21926846.64
Common Stock Equity,31081533682.58,24366942915.23,19746063184.31,16897559553.3
Total Capitalization,35027639073.49,30202186502.29,23486063184.31,16897559553.3
Total Equity Gross Minority Interest,32225195939.12,24824780518.52,19983905281.92,17198391159.07
Minority Interest,1143662256.54,457837603.29,237842097.61,300831605.77
Stockholders Equity,31081533682.58,24366942915.23,19746063184.31,16897559553.3
Treasury Stock,,44712349.5,90451389.0,152484125.0
Retained Earnings,13894463702.07,8775825969.44,5159175363.69,2924089717.82
Additional Paid In Capital,14186086605.45,12998928176.67,12724545341.39,12567102727.98
Capital Stock,533617510.0,530208716.0,528675915.0,525726874.0
Common Stock,533617510.0,530208716.0,528675915.0,525726874.0
Total Liabilities Net Minority Interest,33483684889.1,28799771760.61,22567493566.5,13856082205.54
Total Non Current Liabilities Net Minority Interest,10001604343.96,9716747371.82,6797130387.65,2587855271.03
Other Non Current Liabilities,54306968.46,,29832.24,420517.52
Tradeand Other Payables Non Current,5030000.0,,20700000.0,
Non Current Deferred Revenue,5832723684.88,3734962435.29,2953437755.28,2565015478.85
Non Current Deferred Taxes Liabilities,846153.23,4244153.21,2149650.49,492428.02
Long Term Debt And Capital Lease Obligation,4108697537.39,5977540783.32,3820813149.64,21926846.64
Long Term Capital Lease Obligation,162592146.48,142297196.26,80813149.64,21926846.64
Long Term Debt,3946105390.91,5835243587.06,3740000000.0,
Current Liabilities,23482080545.14,19083024388.79,15770363178.85,11268226934.51
Other Current Liabilities,991272254.22,1270774268.85,1088561040.59,1266859005.75
Current Debt And Capital Lease Obligation,2126761784.13,62354425.2,268400279.58,9859570.96
Current Debt,3000000.0,23066475.91,227253112.5,
Payables,14149882643.54,9433003316.86,7214925817.64,4945336535.77
Other Payable,1378705423.49,1128766100.06,950225111.58,727762258.0
Dividends Payable,198550895.76,237194849.77,245990423.72,75222312.23
Total Tax Payable,382654403.11,209052817.64,129523707.72,109547670.41
Accounts Payable,12189971921.18,7857989549.39,5889186574.62,4032804295.13
Total Assets,65708880828.22,53624552279.13,42551398848.42,31054473364.61
Total Non Current Assets,19498013365.31,15398555002.29,11433938056.67,8731901999.68
Other Non Current Assets,975604789.78,167921271.47,122272811.63,102047446.39
Non Current Deferred Assets,152957935.82,124794893.36,40726492.02,43411474.31
Non Current Deferred Taxes Assets,707212498.76,449521717.91,362881710.7,472979550.21
Investmentin Financial Assets,212540493.73,106092946.21,33960557.15,33295537.82
Available For Sale Securities,212540493.73,106092946.21,33960557.15,33295537.82
Long Term Equity Investment,66300616.41,3392399.0,2029731.31,
Investment Properties,53391283.64,55382078.56,57372873.48,59363668.4
Goodwill And Other Intangible Assets,10708763595.56,8897070394.08,6960449495.12,5386224901.01
Other Intangible Assets,10670957179.87,8869760724.09,6942379964.95,5369683261.36
Goodwill,37806415.69,27309669.99,18069530.17,16541639.65
Net PPE,6621242151.61,5594379301.7,3854244385.26,2634579421.54
Accumulated Depreciation,-1653471560.85,-1350362198.21,-1139538040.85,-1136990420.49
Gross PPE,8274713712.46,6944741499.91,4993782426.11,3771569842.03
Construction In Progress,192338301.51,2027315399.33,1223228494.98,143764410.19
Other Properties,698587999.99,601087593.71,467857214.32,336709181.42
Machinery Furniture Equipment,2304880907.4,1781786925.62,1443515867.18,1512915938.8
Properties,5078906503.56,2534551581.25,1859180849.63,1778180311.62
Current Assets,46210867462.91,38225997276.84,31117460791.75,22322571364.93
Other Current Assets,1555357835.71,1238197674.9,892521290.53,738199780.37
Prepaid Assets,888961416.37,1479791442.43,1550762429.57,657772502.45
Inventory,23478601767.22,16992011957.89,13040608646.0,8034633766.6
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,10716644622.15,8701412877.31,6931204251.69,4061219250.51
Work In Process,4440160303.26,2280050061.76,541141426.47,737943724.95
Raw Materials,8321796841.81,6010549018.82,5568262967.84,3235470791.14
Other Receivables,1895767536.7,2297157500.25,2203770224.24,1925245200.14
Accounts Receivable,6044952733.01,3767378764.55,2995183112.4,1899157846.34
Allowance For Doubtful Accounts Receivable,-467540701.94,-304706823.84,-293691106.77,-218294514.36
Gross Accounts Receivable,6512493434.95,4072085588.39,3288874219.17,2117452360.7
Cash Cash Equivalents And Short Term Investments,12347226173.9,12451459936.82,10434615089.01,9067562269.03
Cash And Cash Equivalents,12347226173.9,12451459936.82,10434615089.01,9067562269.03
Cash Equivalents,11259987.19,222394836.51,173174526.12,36754035.63
Cash Financial,12335966186.71,12229065100.31,10261440562.89,9030808233.4
