,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,794830141.19199,48682779.659815,-94533186.234597,-68000536.326011
Tax Rate For Calcs,0.209657,0.180642,0.15175,0.17423
Normalized EBITDA,96888757382.0,62194096246.0,46478037640.0,43386432622.0
Total Unusual Items,3791097155.0,269498534.0,-622953698.0,-390292791.0
Total Unusual Items Excluding Goodwill,3791097155.0,269498534.0,-622953698.0,-390292791.0
Net Income From Continuing Operation Net Minority Interest,51777327785.0,32050602437.0,21119419571.0,20042045977.0
Reconciled Depreciation,16215707237.0,10088602664.0,9903701137.0,9811293842.0
Reconciled Cost Of Revenue,252288843039.0,241776168937.0,247024066519.0,227784282577.0
EBITDA,100679854537.0,62463594780.0,45855083942.0,42996139831.0
EBIT,84464147300.0,52374992116.0,35951382805.0,33184845989.0
Net Interest Income,-1442522869.0,-2082899090.0,-3139724773.0,-2238686936.0
Interest Expense,3711624159.0,4297266962.0,4663911436.0,3191995016.0
Interest Income,2612302023.0,2571360167.0,1937475007.0,1348023216.0
Normalized Income,48781060771.19199,31829786682.659817,21647840082.765404,20364338231.67399
Net Income From Continuing And Discontinued Operation,51777327785.0,32050602437.0,21119419571.0,20042045977.0
Total Expenses,273364757282.0,257027286365.0,261188758790.0,239683709460.0
Rent Expense Supplemental,95156877.0,87354622.0,111963548.0,83419197.0
Total Operating Income As Reported,82110135522.0,48826645183.0,31936533004.0,30945606018.0
Diluted Average Shares,,26708835364.0,26399274464.0,26371113128.0
Basic Average Shares,,26488101188.0,26399274464.0,26371113128.0
Diluted EPS,,1.2,0.8,0.76
Basic EPS,,1.21,0.8,0.76
Net Income Common Stockholders,51777327785.0,32050602437.0,21119419571.0,20042045977.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,51777327785.0,32050602437.0,21119419571.0,20042045977.0
Minority Interests,-12044861802.0,-7342261744.0,-5420179898.0,-4725164146.0
Net Income Including Noncontrolling Interests,63822189587.0,39392864181.0,26539599469.0,24767210123.0
Net Income Continuous Operations,63822189587.0,39392864181.0,26539599469.0,24767210123.0
Tax Provision,16930333554.0,8684860973.0,4747871900.0,5225640850.0
Pretax Income,80752523141.0,48077725154.0,31287471369.0,29992850973.0
Other Non Operating Income Expenses,-2647024393.0,-795278146.0,-526468625.0,-1231294215.0
Special Income Charges,-442782522.0,-725307150.0,-481736944.0,-413339494.0
Other Special Charges,15553693.0,-27348123.0,-37310469.0,5217763.0
Write Off,130664256.0,25463499.0,133716566.0,329409918.0
Impairment Of Capital Assets,296564573.0,727191774.0,385330847.0,78711813.0
Net Non Operating Interest Income Expense,-1442522869.0,-2082899090.0,-3139724773.0,-2238686936.0
Total Other Finance Cost,343200733.0,356992295.0,413288344.0,394715136.0
Interest Expense Non Operating,3711624159.0,4297266962.0,4663911436.0,3191995016.0
Interest Income Non Operating,2612302023.0,2571360167.0,1937475007.0,1348023216.0
Operating Income,75714325570.0,46612670788.0,32214484088.0,30645288999.0
Operating Expense,21075914243.0,15251117428.0,14164692271.0,11899426883.0
Other Operating Expenses,7914816911.0,5818762976.0,4850142201.0,4268686286.0
Depreciation And Amortization In Income Statement,1321069281.0,1033391469.0,1055617516.0,875535822.0
Depreciation Income Statement,1321069281.0,1033391469.0,1055617516.0,875535822.0
Research And Development,1714881582.0,1582329420.0,1566908894.0,1231551616.0
Selling General And Administration,3582604712.0,2766598142.0,2584394224.0,2340500250.0
Selling And Marketing Expense,422423490.0,374191076.0,412866979.0,378262147.0
General And Administrative Expense,3160181222.0,2392407066.0,2171527245.0,1962238103.0
Rent And Landing Fees,95156877.0,87354622.0,111963548.0,83419197.0
Gross Profit,96790239813.0,61863788216.0,46379176359.0,42544715882.0
Cost Of Revenue,252288843039.0,241776168937.0,247024066519.0,227784282577.0
Total Revenue,349079082852.0,303639957153.0,293403242878.0,270328998459.0
Operating Revenue,349079082852.0,303639957153.0,293403242878.0,270328998459.0
