,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,721491877.0,728431054.0,646265095.0,637344121.0
Share Issued,721491877.0,728431054.0,646265095.0,637344121.0
Total Debt,2069824528.16,1651852458.73,1976162169.75,1179171929.43
Tangible Book Value,10869422884.38,10849503704.86,6170554505.17,2751752573.79
Invested Capital,14009069324.36,13644786501.26,8900993070.94,5212200884.94
Working Capital,4819376599.65,5770210888.28,3919994932.02,1966630418.51
Net Tangible Assets,10869422884.38,10849503704.86,6170554505.17,2751752573.79
Capital Lease Obligations,13127732.32,18874096.99,44444.44,261301.16
Common Stock Equity,12181272440.6,12177935356.68,7509517973.87,4074650939.75
Total Capitalization,12523185971.31,12731118356.68,8405675762.74,4805749567.32
Total Equity Gross Minority Interest,12488055343.0,12223473148.25,7534432864.42,4075077311.57
Minority Interest,306782902.4,45537791.57,24914890.55,426371.82
Stockholders Equity,12181272440.6,12177935356.68,7509517973.87,4074650939.75
Other Equity Interest,,,16600829.14,20947370.56
Treasury Stock,,255231410.08,14149920.0,23863144.0
Retained Earnings,6148376559.74,6112958799.7,4513814748.75,1297121538.2
Additional Paid In Capital,5286709108.78,5560731473.95,2640785326.24,2658923319.76
Capital Stock,721491877.0,728447054.0,461617925.0,325175572.0
Common Stock,721491877.0,728447054.0,461617925.0,325175572.0
Total Liabilities Net Minority Interest,4704787109.12,3661359349.19,3948018290.57,2074474072.5
Total Non Current Liabilities Net Minority Interest,1387242985.76,1368693301.5,1635621199.95,934436234.78
Other Non Current Liabilities,278784260.55,90423011.95,87192294.31,72575955.11
Tradeand Other Payables Non Current,,,108029246.03,16294809.25
Non Current Deferred Revenue,43083152.56,45066920.79,24901503.74,25820854.55
Non Current Deferred Taxes Liabilities,710334309.62,661146271.77,519295922.56,88384687.14
Long Term Debt And Capital Lease Obligation,355041263.03,572057096.99,896202233.31,731359928.73
Long Term Capital Lease Obligation,13127732.32,18874096.99,44444.44,261301.16
Long Term Debt,341913530.71,553183000.0,896157788.87,731098627.57
Current Liabilities,3317544123.36,2292666047.69,2312397090.62,1140037837.72
Other Current Liabilities,17086476.58,1651405.93,16717810.91,7516216.91
Current Debt And Capital Lease Obligation,1714783265.13,1079795361.74,1079959936.44,447812000.7
Current Debt,1485883353.05,913668144.58,495317308.2,406451317.62
Payables,1427677530.05,1179613964.18,1069344778.21,595126911.42
Other Payable,695649548.94,710469834.65,243741772.45,205897039.95
Dividends Payable,490000.0,490000.0,490000.0,490000.0
Total Tax Payable,177570489.08,215719797.09,553199926.02,201767253.7
Accounts Payable,553967492.03,252934332.44,271913079.74,186972617.77
Total Assets,17192842452.12,15884832497.44,11482451154.99,6149551384.07
Total Non Current Assets,9055921729.11,7821955561.47,5250059132.35,3042883127.84
Other Non Current Assets,703010254.57,561363795.82,663079572.1,609484856.81
Non Current Deferred Assets,618186731.5,639187627.56,109698798.06,2462937.44
Non Current Deferred Taxes Assets,143474784.23,144637404.28,43727651.66,52858576.58
Investmentin Financial Assets,139350437.29,328702991.15,11784500.38,76551877.43
Held To Maturity Securities,101971666.67,289713249.24,,
Available For Sale Securities,37378770.62,38989741.91,11784500.38,76551877.43
Long Term Equity Investment,24550385.33,39233945.45,11512600.06,4916473.05
Investment Properties,23725989.24,25227288.0,,
Goodwill And Other Intangible Assets,1311849556.22,1328431651.82,1338963468.7,1322898365.96
Other Intangible Assets,85311537.48,101893633.08,112425449.96,96360347.22
Goodwill,1226538018.74,1226538018.74,1226538018.74,1226538018.74
Net PPE,6091773590.73,4755170857.39,3071292541.39,973710040.57
Accumulated Depreciation,-841914593.6,-548916650.22,-407366812.84,-274973901.7
Gross PPE,6933688184.33,5304087507.61,3478659354.23,1248683942.27
Construction In Progress,588638341.78,796606675.74,387385267.7,50204660.76
Other Properties,63865647.31,57406250.45,25534500.26,25401504.42
Machinery Furniture Equipment,2121895757.95,1400452157.73,776986626.56,680670288.84
Properties,4159288437.29,3049622423.69,2288752959.71,492407488.25
Current Assets,8136920723.01,8062876935.97,6232392022.64,3106668256.23
Other Current Assets,691917068.04,404807381.81,119565706.9,34056298.17
Hedging Assets Current,126774.91,,,
Prepaid Assets,116024549.99,168377707.32,185497001.61,161581913.89
Inventory,2142235084.28,1444864790.98,1580831575.66,718260256.19
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,2056656.22,11743617.1,2804227.64,3197357.33
Finished Goods,734543970.63,363560564.87,584417477.61,232780851.63
Work In Process,160620384.32,301636208.81,387341209.38,105541230.53
Raw Materials,1245014073.11,767924400.2,606268661.03,376740816.7
Other Receivables,145146533.03,259948445.17,770809810.54,181208973.61
Accounts Receivable,776364988.13,373636622.9,464002836.28,259800753.1
Allowance For Doubtful Accounts Receivable,-179818093.06,-200042233.13,-195788956.58,-212443072.16
Gross Accounts Receivable,956183081.19,573678856.03,659791792.86,472243825.26
Cash Cash Equivalents And Short Term Investments,4265105724.63,5411241987.79,3111685091.65,1751760061.27
Other Short Term Investments,180731250.0,495941791.67,200000000.0,
Cash And Cash Equivalents,4084374474.63,4915300196.12,2911685091.65,1751760061.27
Cash Equivalents,429666036.98,205525062.65,101442133.18,59861967.41
Cash Financial,3654708437.65,4709775133.47,2810242958.47,1691898093.86
