,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,14097702.100932,-7749450.12876,-3990519.920166,-4527257.169191
Tax Rate For Calcs,0.102876,0.115297,0.10645,0.12035
Normalized EBITDA,3101390512.65,3315141590.59,3074268753.42,3538084175.71
Total Unusual Items,137036313.42,-67212835.28,-37487417.91,-37617366.26
Total Unusual Items Excluding Goodwill,137036313.42,-67212835.28,-37487417.91,-37617366.26
Net Income From Continuing Operation Net Minority Interest,2508706743.0,2498729073.59,2342722203.0,2693599997.73
Reconciled Depreciation,426239314.33,410202973.44,391615350.89,402728418.65
Reconciled Cost Of Revenue,5368244272.45,5234182050.2,4872676485.9,5211940603.42
EBITDA,3238426826.07,3247928755.31,3036781335.51,3500466809.45
EBIT,2812187511.74,2837725781.87,2645165984.62,3097738390.8
Net Interest Income,201754699.78,275514362.22,53893426.82,6539403.89
Interest Expense,11705446.46,7681567.64,16489875.6,29405587.24
Interest Income,216238524.43,288681779.22,73748643.52,39383799.83
Normalized Income,2385768131.680932,2558192458.74124,2376219100.989834,2726690106.820809
Net Income From Continuing And Discontinued Operation,2508706743.0,2498729073.59,2342722203.0,2693599997.73
Total Expenses,6870462065.24,6473126345.22,5887613340.7,6132786424.12
Total Operating Income As Reported,2786484705.76,2814861345.28,2617883968.91,3056441120.08
Diluted Average Shares,1341554408.0,1343402728.0,1308783354.0,1307572814.0
Basic Average Shares,1341554408.0,1343402728.0,1308783354.0,1307572814.0
Diluted EPS,1.87,1.86,1.79,2.06
Basic EPS,1.87,1.86,1.79,2.06
Net Income Common Stockholders,2508706743.0,2498729073.59,2342722203.0,2693599997.73
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,2508706743.0,2498729073.59,2342722203.0,2693599997.73
Minority Interests,-3673862.82,-5019033.52,-6132436.27,-5458370.55
Net Income Including Noncontrolling Interests,2512380605.82,2503748107.11,2348854639.27,2699058368.28
Net Income Continuous Operations,2512380605.82,2503748107.11,2348854639.27,2699058368.28
Tax Provision,288101459.46,326296107.12,279821469.75,369274435.28
Pretax Income,2800482065.28,2830044214.23,2628676109.02,3068332803.56
Other Non Operating Income Expenses,13997359.52,15182868.95,10792140.11,11891683.48
Special Income Charges,-66192928.24,-67938851.1,-44833064.7,-47935818.67
Other Special Charges,-230107.93,-284906.34,-277056.9,685996.87
Write Off,12907779.13,12138424.87,-9498640.96,-19448762.29
Impairment Of Capital Assets,53515257.04,56085332.57,54608762.56,66698584.09
Net Non Operating Interest Income Expense,201754699.78,275514362.22,53893426.82,6539403.89
Total Other Finance Cost,2778378.19,5485849.36,3365341.1,3438808.7
Interest Expense Non Operating,11705446.46,7681567.64,16489875.6,29405587.24
Interest Income Non Operating,216238524.43,288681779.22,73748643.52,39383799.83
Operating Income,2519227094.73,2511514067.4,2309100551.6,3176431674.41
Operating Expense,1502217792.79,1238944295.02,1014936854.8,920845820.7
Other Operating Expenses,90031830.0,67456208.79,71007074.51,77850191.28
Depreciation And Amortization In Income Statement,59594189.05,43707813.79,29247062.9,30489845.01
Amortization,15542915.53,12720394.27,10756122.4,10246806.88
Depreciation Income Statement,44051273.52,30987419.52,18490940.5,20243038.13
Research And Development,727651696.19,694369890.32,649953443.75,636061767.68
Selling General And Administration,340775504.65,277433177.83,158582871.47,142890420.44
Selling And Marketing Expense,111773956.49,110459110.62,59050655.32,62511512.06
General And Administrative Expense,229001548.16,166974067.21,99532216.15,80378908.38
Gross Profit,4021444887.52,3750458362.42,3324037406.4,4097277495.11
Cost Of Revenue,5368244272.45,5234182050.2,4872676485.9,5211940603.42
Total Revenue,9389689159.97,8984640412.62,8196713892.3,9309218098.53
Operating Revenue,9389689159.97,8984640412.62,8196713892.3,9309218098.53
