,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1340820992.0,1340820992.0,1305360000.0,1305360000.0
Share Issued,1340820992.0,1340820992.0,1305360000.0,1305360000.0
Total Debt,20357268.19,205262231.23,333748457.64,647636411.25
Tangible Book Value,15335397295.7,13924114238.17,12193138146.29,8928916444.33
Invested Capital,15790160180.47,14592036532.87,12884013276.85,9422545621.75
Working Capital,10451161615.34,9895233449.15,9182629239.02,6455299983.36
Net Tangible Assets,15335397295.7,13924114238.17,12193138146.29,8928916444.33
Capital Lease Obligations,1208999.17,2030396.55,4569881.35,6434543.38
Common Stock Equity,15774716902.67,14391421675.31,12629977725.49,9195704137.13
Total Capitalization,15774716902.67,14391421675.31,12629977725.49,9240201840.56
Total Equity Gross Minority Interest,15828379125.94,14443007894.45,12677936185.41,9239267851.67
Minority Interest,53662223.27,51586219.14,47958459.92,43563714.54
Stockholders Equity,15774716902.67,14391421675.31,12629977725.49,9195704137.13
Retained Earnings,10450060695.89,8879928647.29,7212508588.74,5899714185.92
Additional Paid In Capital,3364863894.97,3364863894.97,3364863894.97,1410707682.81
Capital Stock,1340820992.0,1340820992.0,1340820992.0,1305360000.0
Common Stock,1340820992.0,1340820992.0,1340820992.0,1305360000.0
Total Liabilities Net Minority Interest,3810271530.89,3452554861.38,3523139976.92,3092775476.26
Total Non Current Liabilities Net Minority Interest,431031260.14,353416611.76,379073260.97,402029139.51
Non Current Deferred Revenue,211538483.4,174647845.34,198198257.9,204080906.77
Non Current Deferred Taxes Liabilities,218283777.57,176738369.87,176305121.72,147015985.93
Long Term Debt And Capital Lease Obligation,1208999.17,2030396.55,4569881.35,50932246.81
Long Term Capital Lease Obligation,1208999.17,2030396.55,4569881.35,6434543.38
Long Term Debt,,,,44497703.43
Current Liabilities,3379240270.75,3099138249.62,3144066715.95,2690746336.75
Other Current Liabilities,370013778.28,102853006.86,176910801.29,54578410.59
Current Debt And Capital Lease Obligation,19148269.02,203231834.68,329178576.29,596704164.44
Current Debt,15443277.8,200614857.56,254035551.36,182343781.19
Payables,2706441375.59,2479961884.37,2271606584.57,1920040254.52
Other Payable,311163913.09,278187639.08,216327997.52,218184210.97
Dividends Payable,1099418669.75,750891073.15,658981575.77,429987082.8
Total Tax Payable,160321169.16,154229412.21,73496486.58,83856201.07
Accounts Payable,1135537623.59,1296653759.93,1322800524.7,1188012759.68
Total Assets,19638650656.83,17895562755.83,16201076162.33,12332043327.93
Total Non Current Assets,5808248770.74,4901191057.06,3874380207.36,3185997007.82
Other Non Current Assets,213193564.83,356547173.99,132309463.07,126390164.43
Non Current Deferred Assets,26226487.28,16903400.65,17884871.42,18039508.87
Non Current Deferred Taxes Assets,138679163.69,58075116.72,54045799.72,50293465.47
Investmentin Financial Assets,5000000.0,,,
Available For Sale Securities,5000000.0,,,
Long Term Equity Investment,8371121.89,3110000.0,,
Goodwill And Other Intangible Assets,439319606.97,467307437.14,436839579.2,266787692.8
Other Intangible Assets,438653782.7,466641612.87,436173754.93,266501623.76
Goodwill,665824.27,665824.27,665824.27,286069.04
Net PPE,4977458826.08,3999247928.56,3233300493.95,2724486176.25
Accumulated Depreciation,-3331870049.96,-2954560055.65,-2575552235.35,-2157965416.51
Gross PPE,8309328876.04,6953807984.21,5808852729.3,4882451592.76
Construction In Progress,1083738122.97,1144021676.98,390117566.82,136180239.17
Other Properties,539318915.62,440849369.23,409186724.01,313851936.58
Machinery Furniture Equipment,4246553984.12,3643446021.09,3536366855.76,3061804273.36
Properties,2439717853.33,1725490916.91,1473181582.71,1370615143.65
Current Assets,13830401886.09,12994371698.77,12326695954.97,9146046320.11
Other Current Assets,193215974.74,129205863.82,44370287.41,13847813.93
Prepaid Assets,156545494.82,155683682.72,141356505.02,160029401.78
Inventory,1764523892.08,1692069078.96,1765545027.07,1606653422.76
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,827479471.23,793951782.67,778757460.89,631533268.91
Work In Process,419789051.73,366536302.37,381648468.95,340575025.66
Raw Materials,517255369.12,531580993.92,605139097.23,634545128.19
Other Receivables,1434606357.25,1568670642.53,1906948436.47,1466767246.99
Accounts Receivable,1371161235.19,1245099976.77,1111907680.73,1112123571.59
Allowance For Doubtful Accounts Receivable,-77656722.22,-70896516.62,-63923536.2,-63873791.33
Gross Accounts Receivable,1448817957.41,1315996493.39,1175831216.93,1175997362.92
Cash Cash Equivalents And Short Term Investments,8910348932.01,8203642453.97,7356568018.27,4786624863.06
Other Short Term Investments,1027578172.87,79348931.21,470345646.79,1143817485.29
Cash And Cash Equivalents,7882770759.14,8124293522.76,6886222371.48,3642807377.77
Cash Equivalents,2490065983.05,4755707.94,2370486.97,34249854.78
Cash Financial,5392704776.09,8119537814.82,6883851884.51,3608557522.99
