,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-111355453.384233,-166848614.338536,-99505373.954593,-222631370.730222
Tax Rate For Calcs,0.118017,0.133629,0.088824,0.11044
Normalized EBITDA,12237377000.0,10698767000.0,9166113000.0,18216017000.0
Total Unusual Items,-943557000.0,-1248599000.0,-1120252000.0,-2015858000.0
Total Unusual Items Excluding Goodwill,-943557000.0,-1248599000.0,-1120252000.0,-2015858000.0
Net Income From Continuing Operation Net Minority Interest,5975451000.0,4527451000.0,4290386000.0,12033364000.0
Reconciled Depreciation,3540970000.0,3120064000.0,2567738000.0,2062396000.0
Reconciled Cost Of Revenue,57216959000.0,54051053000.0,60792534000.0,78679820000.0
EBITDA,11293820000.0,9450168000.0,8045861000.0,16200159000.0
EBIT,7752850000.0,6330104000.0,5478123000.0,14137763000.0
Net Interest Income,104191000.0,-75758000.0,26087000.0,327572000.0
Interest Expense,845080000.0,1013550000.0,624868000.0,281833000.0
Interest Income,1009363000.0,980288000.0,696432000.0,663813000.0
Normalized Income,6807652546.615767,5609201385.661464,5311132626.045407,13826590629.269777
Net Income From Continuing And Discontinued Operation,5975451000.0,4527451000.0,4290386000.0,12033364000.0
Total Expenses,70623222000.0,67327757000.0,75910395000.0,93353734000.0
Total Operating Income As Reported,6994764000.0,5342807000.0,4767846000.0,13807241000.0
Diluted Average Shares,8466209974.0,8467273237.0,8452297084.0,8424365724.0
Basic Average Shares,8462612944.0,8467273237.0,8452297084.0,8422596766.0
Diluted EPS,0.7058,0.5347,0.5076,1.4284
Basic EPS,0.7061,0.5347,0.5076,1.4287
Net Income Common Stockholders,5975451000.0,4527451000.0,4290386000.0,12033364000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,5975451000.0,4527451000.0,4290386000.0,12033364000.0
Minority Interests,-117087000.0,-78659000.0,-131783000.0,-292317000.0
Net Income Including Noncontrolling Interests,6092538000.0,4606110000.0,4422169000.0,12325681000.0
Net Income Continuous Operations,6092538000.0,4606110000.0,4422169000.0,12325681000.0
Tax Provision,815232000.0,710444000.0,431086000.0,1530249000.0
Pretax Income,6907770000.0,5316554000.0,4853255000.0,13855930000.0
Other Non Operating Income Expenses,-86994000.0,-20175000.0,362161000.0,1383669000.0
Special Income Charges,-1052752000.0,-1263702000.0,-571411000.0,-634855000.0
Other Special Charges,-45538000.0,5939000.0,-93172000.0,-75190000.0
Write Off,896934000.0,1173915000.0,560596000.0,704631000.0
Impairment Of Capital Assets,201356000.0,83848000.0,103987000.0,5414000.0
Net Non Operating Interest Income Expense,104191000.0,-75758000.0,26087000.0,327572000.0
Total Other Finance Cost,60092000.0,42496000.0,45477000.0,54408000.0
Interest Expense Non Operating,845080000.0,1013550000.0,624868000.0,281833000.0
Interest Income Non Operating,1009363000.0,980288000.0,696432000.0,663813000.0
Operating Income,7760157000.0,6691179000.0,4928135000.0,13519660000.0
Operating Expense,13406263000.0,13276704000.0,15117861000.0,14673914000.0
Other Operating Expenses,476510000.0,-650366000.0,419228000.0,569706000.0
Depreciation And Amortization In Income Statement,721599000.0,686098000.0,549600000.0,496858000.0
Depreciation Income Statement,721599000.0,686098000.0,549600000.0,496858000.0
Research And Development,5380621000.0,5864595000.0,6922913000.0,6508888000.0
Selling General And Administration,3056419000.0,4331178000.0,4467701000.0,5407246000.0
Selling And Marketing Expense,2395682000.0,3646634000.0,3924917000.0,4810878000.0
General And Administrative Expense,660737000.0,684544000.0,542784000.0,596368000.0
Gross Profit,21166420000.0,19967883000.0,20045996000.0,28193574000.0
Cost Of Revenue,57216959000.0,54051053000.0,60792534000.0,78679820000.0
Total Revenue,78383379000.0,74018936000.0,80838530000.0,106873394000.0
Operating Revenue,78383379000.0,74018936000.0,80838530000.0,106873394000.0
