,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,983889952.0,984310701.0,984541504.0,964603777.0
Share Issued,983889952.0,984310701.0,984541504.0,964603777.0
Net Debt,3360460096.37,940863276.87,609319293.02,285382153.71
Total Debt,6919087271.48,6294244023.85,4635778711.45,2533325447.57
Tangible Book Value,8487484314.85,8116598333.29,7818366238.84,6887430463.04
Invested Capital,14675068282.39,13184253590.67,12093093741.63,9175034757.39
Working Capital,2400048922.21,2903410095.11,4175858982.1,3228526707.11
Net Tangible Assets,8487484314.85,8116598333.29,7818366238.84,6887430463.04
Capital Lease Obligations,33110588.0,28039009.16,32709115.3,41944983.4
Common Stock Equity,9193234868.31,8897429332.43,8191615874.84,7323694891.51
Total Capitalization,14398489788.83,12690768718.0,11772888491.63,9175034757.39
Total Equity Gross Minority Interest,10388562006.66,10081741287.99,8959345864.07,7855347277.61
Minority Interest,1195327138.35,1184311955.56,767729989.23,531652386.1
Stockholders Equity,9193234868.31,8897429332.43,8191615874.84,7323694891.51
Other Equity Interest,103964431.69,103969398.35,103988249.72,
Treasury Stock,126789132.5,235719758.38,258494700.0,0.0
Retained Earnings,5006712523.83,4871518486.31,4639919364.36,4120707038.33
Additional Paid In Capital,2182911087.85,2157572230.86,1854999737.27,1605001510.1
Capital Stock,983889952.0,984310701.0,984541504.0,964603777.0
Common Stock,983889952.0,984310701.0,984541504.0,964603777.0
Preferred Stock,,0.0,0.0,0.0
Total Liabilities Net Minority Interest,13681812910.89,12538574799.35,10279100499.75,8191923888.31
Total Non Current Liabilities Net Minority Interest,5477817500.52,4076857812.53,3886956340.88,2192279608.97
Other Non Current Liabilities,4024640.0,4024640.0,4024640.0,4024640.0
Preferred Securities Outside Stock Equity,,0.0,0.0,0.0
Tradeand Other Payables Non Current,668400.0,668400.0,668400.0,683400.0
Non Current Deferred Revenue,229956680.65,245400608.57,267437660.62,293972747.64
Non Current Deferred Taxes Liabilities,4802271.35,5385769.23,843908.17,313972.05
Long Term Debt And Capital Lease Obligation,5238365508.52,3821378394.73,3613981732.09,1893284849.28
Long Term Capital Lease Obligation,33110588.0,28039009.16,32709115.3,41944983.4
Long Term Debt,5205254920.52,3793339385.57,3581272616.79,1851339865.88
Current Liabilities,8203995410.37,8461716986.82,6392144158.87,5999644279.34
Other Current Liabilities,419582913.23,394542011.08,274138302.7,346668036.14
Current Debt And Capital Lease Obligation,1680721762.96,2472865629.12,1021796979.36,640040598.29
Current Debt,276578493.56,493484872.67,320205250.0,0.0
Payables,2927445163.56,2551732768.21,2594008803.76,2088861028.84
Other Payable,270572900.51,377555096.56,781306515.37,237713081.99
Dividends Payable,8283733.15,1932000.0,0.0,
Total Tax Payable,152916333.15,160798029.66,177570978.74,177268469.68
Accounts Payable,2495672196.75,2011447641.99,1635131309.65,1673879477.17
Total Assets,24070374917.55,22620316087.34,19238446363.82,16047271165.92
Total Non Current Assets,13466330584.97,11255189005.41,8670443222.85,6819100179.47
Other Non Current Assets,667443086.09,249107944.84,126350228.05,36479876.23
Non Current Deferred Assets,,0.0,0.0,0.0
Non Current Deferred Taxes Assets,265011738.96,232488056.6,240595815.12,216671594.98
Investmentin Financial Assets,6365028.92,6365028.92,3628383.72,3628383.72
Held To Maturity Securities,,0.0,0.0,0.0
Available For Sale Securities,6365028.92,6365028.92,3628383.72,3628383.72
Long Term Equity Investment,156100665.91,203325438.86,190403735.1,174297727.4
Investment Properties,33283853.15,36726674.33,92584752.13,96009353.13
Goodwill And Other Intangible Assets,705750553.46,780830999.14,373249636.0,436264428.47
Other Intangible Assets,509359543.96,519094666.11,373249636.0,436264428.47
Goodwill,196391009.5,261736333.03,0.0,0.0
Net PPE,11632375658.48,9746344862.72,7643630672.73,5855748815.54
Accumulated Depreciation,-6592427638.83,-5802567765.34,-5143071802.2,-4470492893.76
Gross PPE,18224803297.31,15548912628.06,12786702474.93,10326241709.3
Construction In Progress,3698247412.29,3046956679.99,986865527.25,535045244.27
Other Properties,92186231.95,93040949.31,96265283.94,95884405.22
Machinery Furniture Equipment,11409731396.54,9717340481.56,9147016674.61,7348169362.6
Properties,3024638256.53,2691574517.2,2556554989.13,2347142697.21
Current Assets,10604044332.58,11365127081.93,10568003140.97,9228170986.45
Other Current Assets,658105697.41,363775891.46,257956324.29,213183977.58
Hedging Assets Current,,0.0,0.0,0.0
Assets Held For Sale Current,,1611960.98,0.0,0.0
Restricted Cash,,,0.0,0.0
Prepaid Assets,1291246488.74,1127459921.66,1251450420.94,820703765.92
Inventory,2321182922.11,2496482584.22,2071429562.55,2432280343.74
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,1606879013.15,1776490078.44,1445799278.74,1639198792.76
Work In Process,462076363.67,457851437.75,338269143.17,520393394.15
Raw Materials,252227545.29,262141068.03,287361140.64,272688156.83
Other Receivables,2474555103.81,2359339502.53,2179952729.08,2662040229.04
Accounts Receivable,1735191301.43,1668396239.71,1515055530.34,1534004958.0
Allowance For Doubtful Accounts Receivable,-662148039.87,-649866695.4,-731487269.55,-580833722.21
Gross Accounts Receivable,2397339341.3,2318262935.11,2246542799.89,2114838680.21
Cash Cash Equivalents And Short Term Investments,2123762819.08,3348060981.37,3292158573.77,1565957712.17
Other Short Term Investments,2389501.37,2100000.0,,
Cash And Cash Equivalents,2121373317.71,3345960981.37,3292158573.77,1565957712.17
Cash Equivalents,47342573.48,0.0,97730028.74,132828724.74
Cash Financial,2074030744.23,3299740668.95,3194428545.03,1433128987.43
