,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1055691713.0,1055897713.0,1040710713.0,1040710713.0
Share Issued,1055691713.0,1055897713.0,1040710713.0,1040710713.0
Net Debt,535866242.5,1046837768.92,1114711381.18,1161221591.23
Total Debt,5305916424.96,5378883300.67,5508034229.03,5392857114.75
Tangible Book Value,6566684234.64,5721213266.62,5246081424.39,4946233691.74
Invested Capital,10752619369.89,10573893458.25,10438144348.12,10280399503.23
Working Capital,2212931153.32,2273198482.97,2200957075.58,2182053165.38
Net Tangible Assets,6566684234.64,5721213266.62,5246081424.39,4946233691.74
Capital Lease Obligations,1021051058.3,1042136417.27,781991848.07,618129983.48
Common Stock Equity,7474537641.9,6689405283.44,6298124586.09,6016184140.69
Total Capitalization,8418987632.85,8143158384.75,7731852989.02,7327253608.22
Total Equity Gross Minority Interest,8462047088.53,7695604471.47,7244010364.18,6966977084.16
Minority Interest,987509446.63,1006199188.03,945885778.09,950792943.47
Stockholders Equity,7474537641.9,6689405283.44,6298124586.09,6016184140.69
Treasury Stock,321787669.51,266700841.84,,
Retained Earnings,2996617294.61,2206447717.68,1773016269.28,1527436345.56
Additional Paid In Capital,3263993251.83,3243035027.76,3095485737.82,3095485737.82
Capital Stock,1055691713.0,1055897713.0,1040710713.0,1040710713.0
Common Stock,1055691713.0,1055897713.0,1040710713.0,1040710713.0
Total Liabilities Net Minority Interest,16551351035.43,16181276236.64,14762860076.92,13233471163.63
Total Non Current Liabilities Net Minority Interest,2523687754.91,3137572857.58,2769086401.97,2485628656.75
Other Non Current Liabilities,17530452.28,42620487.84,28243028.55,30762193.74
Tradeand Other Payables Non Current,20000000.0,,36177900.0,99830002.09
Non Current Deferred Revenue,426840468.44,508402062.09,419148438.14,374261048.45
Non Current Deferred Taxes Liabilities,93815784.94,90660789.07,69796784.28,51575961.46
Long Term Debt And Capital Lease Obligation,1965501049.25,2495889518.58,2215720251.0,1929199451.01
Long Term Capital Lease Obligation,1021051058.3,1042136417.27,781991848.07,618129983.48
Long Term Debt,944449990.95,1453753101.31,1433728402.93,1311069467.53
Current Liabilities,14027663280.52,13043703379.06,11993773674.95,10747842506.88
Other Current Liabilities,367896819.44,378073434.54,357343764.95,335131549.9
Current Debt And Capital Lease Obligation,3340415375.71,2882993782.09,3292313978.03,3463657663.74
Current Debt,2333631737.04,2430735073.5,2706291359.1,2953145895.01
Payables,9642302589.65,9108566653.95,7642915640.29,6478770847.88
Other Payable,1223957046.49,1089290832.11,781384690.54,677136881.39
Dividends Payable,834130.56,2481592.0,216287.12,
Total Tax Payable,338601784.14,282112515.11,253397984.95,115348620.18
Accounts Payable,8078909628.46,7734681714.73,6607916677.68,5686285346.31
Total Assets,25013398123.96,23876880708.11,22006870441.1,20200448247.79
Total Non Current Assets,8772803690.12,8559978846.08,7812139690.57,7270552575.53
Other Non Current Assets,133910777.83,52461712.37,39994188.08,34486717.87
Non Current Deferred Assets,15174187.7,21220718.0,11257599.03,12775566.93
Non Current Deferred Taxes Assets,815278951.72,711872850.83,578612239.29,539052396.25
Investmentin Financial Assets,3000.0,3000.0,5003000.0,5503000.0
Available For Sale Securities,3000.0,3000.0,5003000.0,5503000.0
Long Term Equity Investment,1765667579.75,1620739546.76,1578502485.53,1441122334.64
Investment Properties,21234727.57,22182130.24,23898463.73,26979185.97
Goodwill And Other Intangible Assets,907853407.26,968192016.82,1052043161.7,1069950448.95
Other Intangible Assets,718567870.79,778906480.35,862757625.23,880664912.48
Goodwill,189285536.47,189285536.47,189285536.47,189285536.47
Net PPE,4746454034.76,5090814596.99,4501723769.71,4127227097.54
Accumulated Depreciation,-2179378535.39,-1783408253.06,-1702423437.9,-1272493758.32
Gross PPE,6925832570.15,6874222850.05,6204147207.61,5399720855.86
Construction In Progress,358448146.9,191267096.32,397792906.96,391778824.0
Other Properties,1139357229.42,1228597784.69,951025992.01,796313091.46
Machinery Furniture Equipment,4209543067.75,4295496552.13,4103229931.71,3477172317.61
Properties,1218484126.08,1158861416.91,752098376.93,734456622.79
Current Assets,16240594433.84,15316901862.03,14194730750.53,12929895672.26
Other Current Assets,302138675.07,326970827.16,485992099.44,915644849.89
Prepaid Assets,309925154.45,268244762.69,271427134.62,283752133.82
Inventory,1205616602.16,1609017136.42,1403748528.93,1257538747.13
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,57644304.38,35407036.11,21921699.93,25536909.82
Finished Goods,625766204.03,1071726039.08,690000053.12,461711808.16
Work In Process,156321435.91,100631784.25,224093270.89,249936458.65
Raw Materials,365884657.84,401252276.98,467733504.99,520353570.5
Other Receivables,2342022614.53,2425605648.51,2261573267.7,2036553970.39
Accounts Receivable,9338675902.14,7829723881.64,6696681338.99,5333412199.72
Allowance For Doubtful Accounts Receivable,-1477015126.27,-1190113180.45,-943112016.35,-704231225.08
Gross Accounts Receivable,10815691028.41,9019837062.09,7639793355.34,6037643424.8
Cash Cash Equivalents And Short Term Investments,2742215485.49,2857339605.61,3075308380.85,3102993771.31
Other Short Term Investments,,19689199.72,50000000.0,
Cash And Cash Equivalents,2742215485.49,2837650405.89,3025308380.85,3102993771.31
Cash Equivalents,510359091.87,628105040.53,697616002.51,497543843.55
Cash Financial,2231856393.62,2209545365.36,2327692378.34,2605449927.76
