,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,2859187743.0,2859187743.0,2855123959.0,2854958418.0
Share Issued,2859187743.0,2859187743.0,2855123959.0,2854958418.0
Total Debt,8757441652.15,9793307964.74,9051012075.44,6315888960.82
Tangible Book Value,10550787366.22,10609526276.78,10604364061.78,11313884639.86
Invested Capital,19763282211.44,17556079904.82,20229911114.77,18728671517.64
Working Capital,8356124348.73,7145644926.16,10592726030.07,10642213447.88
Net Tangible Assets,10550787366.22,10609526276.78,10604364061.78,11313884639.86
Capital Lease Obligations,52812201.64,64945491.23,92925016.18,148239778.39
Common Stock Equity,11823145632.38,11876016400.59,11855458380.01,12561022335.21
Total Capitalization,14950056041.63,14604083776.1,16636793042.78,15234693981.59
Total Equity Gross Minority Interest,11843333076.39,11899585594.45,11883147666.83,12590894922.06
Minority Interest,20187444.01,23569193.86,27689286.82,29872586.85
Stockholders Equity,11823145632.38,11876016400.59,11855458380.01,12561022335.21
Treasury Stock,44294918.63,,,
Retained Earnings,570060228.99,647651037.69,791608803.87,1541449926.9
Additional Paid In Capital,6959960248.97,6959960248.97,6913790834.78,6912315864.47
Capital Stock,2859187743.0,2859187743.0,2855123959.0,2854958418.0
Common Stock,2859187743.0,2859187743.0,2855123959.0,2854958418.0
Total Liabilities Net Minority Interest,26716554660.29,21141767734.52,22905308380.97,22677074323.29
Total Non Current Liabilities Net Minority Interest,3436961524.53,2813876751.71,4892057871.24,2838744388.18
Other Non Current Liabilities,233398471.18,,,
Non Current Deferred Revenue,1089136.03,1810078.54,2207125.26,2602369.47
Non Current Deferred Taxes Liabilities,22751306.43,19053806.43,15591067.03,14230593.94
Long Term Debt And Capital Lease Obligation,3179722610.89,2793012866.74,4874259678.95,2821911424.77
Long Term Capital Lease Obligation,52812201.64,64945491.23,92925016.18,148239778.39
Long Term Debt,3126910409.25,2728067375.51,4781334662.77,2673671646.38
Current Liabilities,23279593135.76,18327890982.81,18013250509.73,19838329935.11
Other Current Liabilities,1666104436.42,63326716.18,1790054824.75,3185894409.19
Current Debt And Capital Lease Obligation,5577719041.26,7000295098.0,4176752396.49,3493977536.05
Current Debt,4813226169.81,2951996128.72,3593118071.99,3493977536.05
Payables,586782202.51,786689219.92,404548504.77,684108869.34
Other Payable,473754485.65,717509035.37,294260203.96,432823193.65
Dividends Payable,564034.4,564034.4,564034.4,1990113.13
Total Tax Payable,71446942.41,15027412.87,63775301.25,14010303.23
Accounts Payable,41016740.05,53588737.28,45948965.16,235285259.33
Total Assets,38559887736.68,33041353328.97,34788456047.8,35267969245.35
Total Non Current Assets,6924170252.19,7567817420.0,6182479508.0,4787425862.36
Other Non Current Assets,28024615.15,,39400.0,50110126.62
Non Current Deferred Assets,22799024.16,28092286.41,34071804.5,35643503.56
Non Current Deferred Taxes Assets,130689209.55,89249406.76,148221220.18,60304849.46
Investmentin Financial Assets,3140821183.32,3367732728.02,1747106757.14,179483163.0
Held To Maturity Securities,2933881183.32,3168923642.02,1562148628.74,
Available For Sale Securities,206940000.0,198809086.0,184958128.4,179483163.0
Long Term Equity Investment,1901553789.27,2335007304.91,2433083079.69,2601308867.69
Investment Properties,64562484.61,46419645.0,52540632.74,61278887.53
Goodwill And Other Intangible Assets,1272358266.16,1266490123.81,1251094318.23,1247137695.35
Other Intangible Assets,99536502.51,93668360.16,78272554.58,74315931.7
Goodwill,1172821763.65,1172821763.65,1172821763.65,1172821763.65
Net PPE,363361679.97,434825925.09,516322295.52,552158769.15
Accumulated Depreciation,-535036957.36,-527719205.55,-619195318.43,-619244655.84
Gross PPE,898398637.33,962545130.64,1135517613.95,1171403424.99
Other Properties,419929295.74,444872855.49,496744900.18,533972958.22
Machinery Furniture Equipment,39993669.58,39804518.98,42065511.45,40254951.08
Properties,438475672.01,477867756.17,596707202.32,597175515.69
Current Assets,31635717484.49,25473535908.97,28605976539.8,30480543382.99
Other Current Assets,11587483597.95,9789055455.07,10373237324.27,11106845612.01
Hedging Assets Current,11851452.3,28976140.99,,5398506.81
Restricted Cash,,1906320314.83,1919634173.44,2259927450.1
Prepaid Assets,76266384.45,98231270.6,49739390.95,209189212.45
Inventory,29061703.24,12590086.48,15905405.62,18597622.82
Inventories Adjustments Allowances,0.0,0.0,,
Other Inventories,16734.68,38639.2,450589.68,2349038.28
Finished Goods,25991484.27,8803041.61,9843706.57,8252748.09
Work In Process,,,,0.0
Raw Materials,3053484.29,3748405.67,5611109.37,7995836.45
Other Receivables,995917051.62,206499710.08,105533995.54,701694510.46
Accounts Receivable,1014276041.74,1285553227.42,709394511.13,337876262.46
Allowance For Doubtful Accounts Receivable,-26917510.92,-26489845.44,-41185155.44,-40847716.61
Gross Accounts Receivable,1041193552.66,1312043072.86,750579666.57,378723979.07
Cash Cash Equivalents And Short Term Investments,17920861253.19,14052630018.33,17352165912.29,18100941655.98
Other Short Term Investments,4977770392.03,4463057906.37,6915420772.02,6610814845.39
Cash And Cash Equivalents,12943090861.16,9589572111.96,10436745140.27,11490126810.59
Cash Equivalents,8848121.2,0.0,462057.05,5235847.35
Cash Financial,12934241533.94,9588649646.32,10436282648.62,11484889357.66
