,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,52577514.760581,108958497.791461,-111694684.46,101704334.939529
Tax Rate For Calcs,0.373956,0.380404,0.25,0.316055
Normalized EBITDA,252081162.85,128805512.25,362424023.52,643385592.84
Total Unusual Items,140597981.22,286428191.57,-446778737.84,321792929.79
Total Unusual Items Excluding Goodwill,140597981.22,286428191.57,-446778737.84,321792929.79
Net Income From Continuing Operation Net Minority Interest,109167671.16,119420331.36,-326290803.93,485752070.99
Reconciled Depreciation,133280101.49,128584083.05,125028851.26,113653315.03
Reconciled Cost Of Revenue,428077526.0,566672422.9,1746122367.51,2521972489.78
EBITDA,392679144.07,415233703.82,-84354714.32,965178522.63
EBIT,259399042.58,286649620.77,-209383565.58,851525207.6
Net Interest Income,-94349279.25,-99076342.9,-122358238.32,-147105944.63
Interest Expense,90423717.0,98049017.96,113918466.88,138433122.11
Interest Income,577158.55,2468908.29,7202366.82,5203840.0
Normalized Income,21147204.700581,-58049362.418539,8793249.45,265663476.139529
Net Income From Continuing And Discontinued Operation,109167671.16,119420331.36,-326290803.93,485752070.99
Total Expenses,1606223733.48,1797327091.35,2867512504.49,3737749755.14
Total Operating Income As Reported,398925600.98,189997022.31,-326953556.42,713062521.88
Diluted Average Shares,2857792439.0,2856945726.0,2966280036.0,2753696548.0
Basic Average Shares,2857792439.0,2856945726.0,2966280036.0,2753696548.0
Diluted EPS,0.0382,0.0418,-0.11,-0.18
Basic EPS,0.0382,0.0418,-0.11,-0.18
Net Income Common Stockholders,109167671.16,119420331.36,-326290803.93,485752070.99
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,109167671.16,119420331.36,-326290803.93,485752070.99
Minority Interests,3381749.85,2564197.04,1875582.14,-1963539.16
Net Income Including Noncontrolling Interests,105785921.31,116856134.32,-328166386.07,487715610.15
Net Income Continuous Operations,105785921.31,116856134.32,-328166386.07,487715610.15
Tax Provision,63189404.27,71744468.49,4864353.61,225376475.34
Pretax Income,168975325.58,188600602.81,-323302032.46,713092085.49
Other Non Operating Income Expenses,-219180834.39,-11631791.23,3651523.96,-112554.07
Special Income Charges,-13206374.43,11512186.09,-172011548.09,6370889.92
Other Special Charges,77057.82,-18443154.67,319860.3,-40308.68
Write Off,1582217.76,4693493.71,6368521.76,-6688117.24
Impairment Of Capital Assets,11547098.85,2237474.87,165323166.03,357536.0
Net Non Operating Interest Income Expense,-94349279.25,-99076342.9,-122358238.32,-147105944.63
Total Other Finance Cost,4502720.8,3496233.23,15642138.26,13876662.52
Interest Expense Non Operating,90423717.0,98049017.96,113918466.88,138433122.11
Interest Income Non Operating,577158.55,2468908.29,7202366.82,5203840.0
Operating Income,585878960.79,523889206.31,648651482.14,833666408.33
Operating Expense,1178146207.48,1230654668.45,1121390136.98,1215777265.36
Other Operating Expenses,14745339.56,14152402.18,15649135.82,20022763.84
Depreciation And Amortization In Income Statement,128086170.77,123012925.02,117134930.27,106165591.73
Amortization,42944837.09,34289818.55,27275851.05,24530635.24
Depreciation Income Statement,85141333.68,88723106.47,89859079.22,81634956.49
Research And Development,460884.12,1095429.32,6405491.27,294434.36
Selling General And Administration,321400904.51,318173124.86,329048990.63,355381453.24
Selling And Marketing Expense,7832733.86,3303665.17,9553235.14,13063025.09
General And Administrative Expense,313568170.65,314869459.69,319495755.49,342318428.15
Gross Profit,1764025168.27,1754543874.76,1770041619.12,2049443673.69
Cost Of Revenue,428077526.0,566672422.9,1746122367.51,2521972489.78
Total Revenue,2192102694.27,2321216297.66,3516163986.63,4571416163.47
Operating Revenue,2192102694.27,2321216297.66,3516163986.63,4571416163.47
