,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,2148583123.0,2148580168.0,2148580168.0,2148580167.0
Share Issued,2148583123.0,2148580168.0,2148580168.0,2148580167.0
Net Debt,176494358.36,197815720.93,,
Total Debt,1370833741.23,1370761630.71,312028044.18,265461692.97
Tangible Book Value,4150490642.58,3835452241.78,3557012415.35,3298648941.57
Invested Capital,6170371741.13,5871635034.3,4561296346.52,4243129778.84
Working Capital,3249885105.02,3124386747.79,2257943463.2,2211769464.46
Net Tangible Assets,4150490642.58,3835452241.78,3557012415.35,3298648941.57
Capital Lease Obligations,6152786.06,10180301.49,7635763.94,3917743.78
Common Stock Equity,4814888936.56,4518151380.26,4261296346.52,3983974785.55
Total Capitalization,5700371741.13,5371635034.3,4261296346.52,3983974785.55
Total Equity Gross Minority Interest,4814888936.56,4518151380.26,4261296346.52,3983974785.55
Stockholders Equity,4814888936.56,4518151380.26,4261296346.52,3983974785.55
Other Equity Interest,49310862.93,49312166.42,,
Retained Earnings,2509981646.14,2686211254.22,2535241726.82,2349939343.15
Additional Paid In Capital,30756108.49,30733684.63,360342739.63,577667391.63
Capital Stock,1652756249.0,1271349212.0,941740157.0,724415505.0
Common Stock,1652756249.0,1271349212.0,941740157.0,724415505.0
Total Liabilities Net Minority Interest,2557671196.47,2407035228.57,1557005775.77,1266226653.53
Total Non Current Liabilities Net Minority Interest,1088345947.6,1059734596.32,233086974.99,242243945.69
Non Current Deferred Revenue,167380857.06,159429986.68,174584671.77,186271694.53
Non Current Deferred Taxes Liabilities,29329499.91,36640654.11,50866539.28,52054507.38
Long Term Debt And Capital Lease Obligation,891635590.63,863663955.53,7635763.94,3917743.78
Long Term Capital Lease Obligation,6152786.06,10180301.49,7635763.94,3917743.78
Long Term Debt,885482804.57,853483654.04,,
Current Liabilities,1469325248.87,1347300632.25,1323918800.78,1023982707.84
Other Current Liabilities,527703.05,354274.46,401907.37,245.21
Current Debt And Capital Lease Obligation,479198150.6,507097675.18,304392280.24,261543949.19
Current Debt,470000000.0,500000000.0,300000000.0,259154993.29
Payables,984228952.22,834250198.31,1016678394.22,748117401.0
Other Payable,241933861.22,209617364.37,210933688.18,193075958.13
Total Tax Payable,89592539.32,90685788.06,103162580.31,74246249.43
Accounts Payable,652702551.68,533947045.88,702582125.73,480795193.44
Total Assets,7372560133.03,6925186608.83,5818302122.29,5250201439.08
Total Non Current Assets,2653349779.14,2453499228.79,2236439858.31,2014449266.78
Other Non Current Assets,65004187.14,29423443.35,17741460.38,14822925.09
Non Current Deferred Assets,216208.18,287006.93,409662.89,532318.85
Non Current Deferred Taxes Assets,177550995.65,173509865.17,221544410.22,149674278.5
Investment Properties,54156993.46,57445354.18,60733714.9,64022075.62
Goodwill And Other Intangible Assets,664398293.98,682699138.48,704283931.17,685325843.98
Other Intangible Assets,291410741.49,309711585.99,331296378.68,312338291.49
Goodwill,372987552.49,372987552.49,372987552.49,372987552.49
Net PPE,1692023100.73,1510134420.68,1231726678.75,1100071824.74
Accumulated Depreciation,-1129514752.3,-994008439.08,-862971361.1,-741626131.94
Gross PPE,2821537853.03,2504142859.76,2094698039.85,1841697956.68
Construction In Progress,194508215.88,272238744.94,143498360.05,129867986.12
Other Properties,152251200.75,143648540.76,111024517.37,100643016.59
Machinery Furniture Equipment,1198287229.68,1027251874.23,930607208.53,832736450.74
Properties,1276491206.72,1061003699.83,909567953.9,778450503.23
Current Assets,4719210353.89,4471687380.04,3581862263.98,3235752172.3
Other Current Assets,103619478.32,98399746.52,93475072.18,51923492.55
Hedging Assets Current,,2405342.57,15579186.23,33306833.0
Prepaid Assets,38273497.86,33474046.22,35972219.15,44907091.55
Inventory,2221709312.65,1940837484.85,1827035978.09,1451208980.77
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,1673554829.28,1369534378.26,1263406891.57,982678003.5
Work In Process,94109123.13,102129664.47,69848054.03,45424796.48
Raw Materials,454045360.24,469173442.12,493781032.49,423106180.79
Other Receivables,52595224.34,109513716.68,94270674.45,64436918.51
Accounts Receivable,1052770169.02,1030185075.24,1016790111.46,758865323.88
Allowance For Doubtful Accounts Receivable,-11849345.11,-10338980.65,-14497965.19,-6265643.73
Gross Accounts Receivable,1064619514.13,1040524055.89,1031288076.65,765130967.61
Cash Cash Equivalents And Short Term Investments,1250242671.7,1256871967.96,498739022.42,831103532.04
Other Short Term Investments,71254225.49,101204034.85,1233901.26,211733192.48
Cash And Cash Equivalents,1178988446.21,1155667933.11,497505121.16,619370339.56
Cash Equivalents,1281214.49,22056663.82,1812092.79,1999536.08
Cash Financial,1177707231.72,1133611269.29,495693028.37,617370803.48
