,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,354505765.11,220234735.36,224903575.8,448041418.65
Repayment Of Debt,-312945572.0,-433610781.9,-424171175.78,-859333938.97
Issuance Of Debt,780019341.85,424998512.54,1056732569.58,904039089.77
Capital Expenditure,-91914245.43,-198548790.49,-209615339.94,-108050819.27
End Cash Position,279745909.61,232034897.32,235707608.78,459372114.38
Beginning Cash Position,232034897.32,235707608.78,459372114.38,432127121.94
Effect Of Exchange Rate Changes,-4652626.28,3395141.49,6260797.42,7286033.87
Changes In Cash,52363638.57,-7067852.95,-229925303.02,19958958.57
Financing Cash Flow,247610439.68,481100833.79,549112455.22,-375999223.96
Net Other Financing Charges,-106397090.87,550306414.32,-72750372.75,-51915090.68
Cash Dividends Paid,-113066239.3,-60593311.17,-10698565.83,-368789284.08
Net Issuance Payments Of Debt,467073769.85,-8612269.36,632561393.8,44705150.8
Net Long Term Debt Issuance,467073769.85,-8612269.36,632561393.8,44705150.8
Long Term Debt Payments,-312945572.0,-433610781.9,-424171175.78,-859333938.97
Long Term Debt Issuance,780019341.85,424998512.54,1056732569.58,904039089.77
Investing Cash Flow,-641666811.65,-906952212.59,-1213556673.98,-160134055.39
Net Other Investing Changes,,17923470.0,-204024286.2,
Net Investment Purchase And Sale,-360947706.77,-726326892.1,-820717047.84,-52083236.12
Sale Of Investment,3752337834.64,2473250300.45,560388002.16,1600562856.93
Purchase Of Investment,-4113285541.41,-3199577192.55,-1381105050.0,-1652646093.05
Net Business Purchase And Sale,-188887369.45,,,
Purchase Of Business,-188887369.45,,,
Net PPE Purchase And Sale,-91831735.43,-198548790.49,-188815339.94,-108050819.27
Sale Of PPE,82510.0,,20800000.0,
Purchase Of PPE,-91914245.43,-198548790.49,-209615339.94,-108050819.27
Operating Cash Flow,446420010.54,418783525.85,434518915.74,556092237.92
Change In Working Capital,-6168633.27,72373725.01,61684542.97,-107760782.73
Change In Other Current Assets,4943050.8,6231385.57,-10631095.68,-18451974.85
Change In Payable,196658511.03,59299792.45,56681857.13,-225103922.34
Change In Inventory,-83837741.29,-15035832.84,25188424.32,89906660.31
Change In Receivables,-123932453.81,21878379.83,-9554642.8,45888454.15
Other Non Cash Items,37045665.43,6454795.74,-5723070.09,726365.69
Stock Based Compensation,,,32434972.66,31124424.85
Depreciation And Amortization,134364363.99,130257471.93,108710172.42,96908684.71
Amortization Cash Flow,101918120.62,95420793.24,71407790.26,67496046.79
Depreciation,32446243.37,34836678.69,37302382.16,29412637.92
Gain Loss On Investment Securities,-53887009.93,-70597612.07,12847320.3,-27984164.98
Gain Loss On Sale Of PPE,-218928.91,56300.2,-516551.5,-227122.64
Net Income From Continuing Operations,307739894.74,256259877.23,204713451.97,564311611.51
Cash Flowsfromusedin Operating Activities Direct,446420010.54,418783525.85,434518915.74,556092237.92
Taxes Refund Paid Direct,-16499652.06,-16226857.93,10152357.62,21014962.8
Classesof Cash Payments,-2716164702.07,-2238861821.13,-1864052410.21,-2160986201.22
Other Cash Paymentsfrom Operating Activities,-128405949.99,-75212746.75,-88731493.39,-120101976.8
Paymentson Behalfof Employees,-477246757.48,-394012145.24,-401300109.75,-419015072.17
Paymentsto Suppliersfor Goodsand Services,-2110511994.6,-1769636929.14,-1374020807.07,-1621869152.25
Classesof Cash Receiptsfrom Operating Activities,3179084364.67,2673872204.91,2288418968.33,2696063476.34
Other Cash Receiptsfrom Operating Activities,42795067.81,28431728.71,82941982.09,111442302.3
Receiptsfrom Customers,3136289296.86,2645440476.2,2205476986.24,2584621174.04
