,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Ordinary Shares Number,421715232.0,421060000.0,378947370.0,378947370.0
Share Issued,421715232.0,421060000.0,378947370.0,378947370.0
Net Debt,554357402.78,393012168.65,255683628.86,
Total Debt,1289295103.99,840464583.19,820926769.69,172907310.99
Tangible Book Value,2917346456.97,2747530633.64,1897885850.84,1671154957.38
Invested Capital,4082313895.4,3671982512.41,2814962713.93,1944408258.96
Working Capital,1777058062.97,1853201632.42,798696235.1,1377930227.04
Net Tangible Assets,2917346456.97,2747530633.64,1897885850.84,1671154957.38
Capital Lease Obligations,892362.01,3955911.89,6941409.77,11502688.35
Common Stock Equity,3237090682.22,2968420664.25,2089826864.88,1852781763.76
Total Capitalization,3670146837.81,3341095164.25,2433171364.88,1872631763.76
Total Equity Gross Minority Interest,3298847315.87,2968420664.25,2089826864.88,1852781763.76
Minority Interest,61756633.65,0.0,,
Stockholders Equity,3237090682.22,2968420664.25,2089826864.88,1852781763.76
Retained Earnings,1318367047.65,1114082600.57,925375194.59,742721262.22
Additional Paid In Capital,1157900587.45,1129213355.22,1086847138.5,1630270707.75
Capital Stock,421715232.0,421060000.0,378947370.0,378947370.0
Common Stock,421715232.0,421060000.0,378947370.0,378947370.0
Total Liabilities Net Minority Interest,1916153545.8,1330843981.89,1350238529.77,579636607.26
Total Non Current Liabilities Net Minority Interest,450575866.16,459334469.51,461081282.12,121510804.69
Tradeand Other Payables Non Current,5736778.46,64747259.33,94036374.81,76232433.34
Non Current Deferred Revenue,6569712.57,4786854.53,11061456.45,13376547.6
Non Current Deferred Taxes Liabilities,4320857.53,13169943.76,5697541.09,549135.4
Long Term Debt And Capital Lease Obligation,433948517.6,376630411.89,350285909.77,31352688.35
Long Term Capital Lease Obligation,892362.01,3955911.89,6941409.77,11502688.35
Long Term Debt,433056155.59,372674500.0,343344500.0,19850000.0
Current Liabilities,1465577679.64,871509512.38,889157247.65,458125802.57
Other Current Liabilities,,,,76328.93
Current Debt And Capital Lease Obligation,855346586.39,463834171.3,470640859.92,141554622.64
Current Debt,412167057.59,330887348.16,381791349.05,71776495.2
Payables,577923533.91,376918665.88,397300033.06,299271784.09
Other Payable,182412323.18,184721427.14,173743902.91,153197177.81
Total Tax Payable,27098295.06,9006120.51,8870003.47,10659785.12
Accounts Payable,368412915.67,183191118.23,214686126.68,135414821.16
Total Assets,5215000861.67,4299264646.14,3440065394.65,2432418371.02
Total Non Current Assets,1972365119.06,1574553501.34,1752211911.9,596362341.41
Other Non Current Assets,266424246.81,513865266.59,632342718.39,33350397.81
Non Current Deferred Assets,18447504.13,16565844.37,13304137.16,11501397.44
Non Current Deferred Taxes Assets,43706349.68,42522802.59,41281785.49,25502284.12
Investmentin Financial Assets,729066605.8,176626183.11,281569945.41,73369242.3
Available For Sale Securities,729066605.8,176626183.11,281569945.41,73369242.3
Goodwill And Other Intangible Assets,319744225.25,220890030.61,191941014.04,181626806.38
Other Intangible Assets,166893592.67,220890030.61,191941014.04,181626806.38
Goodwill,152850632.58,,,
Net PPE,275406513.47,285184787.79,286821877.13,177926358.91
Accumulated Depreciation,-127167471.14,-98047104.26,-70823844.49,-43537639.88
Gross PPE,402573984.61,383231892.05,357645721.62,221463998.79
Construction In Progress,222561.13,103543.21,127061922.94,
Other Properties,76542979.98,58901104.24,53962019.78,57223882.45
Machinery Furniture Equipment,78742197.64,77160998.74,60429313.67,48047651.11
Properties,247066245.86,247066245.86,116192465.23,116192465.23
Current Assets,3242635742.61,2724711144.8,1687853482.75,1836056029.61
Other Current Assets,571428947.2,478060475.71,84037590.82,367774422.39
Hedging Assets Current,,4485840.29,,
Prepaid Assets,13009635.63,207806.16,40800.32,98265.89
Inventory,930309952.71,770854513.73,742987037.96,788681048.73
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,,,-742987037.96,-1577362097.46
Finished Goods,203177908.33,232076418.04,483563513.64,596897994.81
Work In Process,467391382.21,367524487.26,298582462.12,
Raw Materials,259740662.17,171253608.43,703828100.16,1769145151.38
Other Receivables,6135609.24,13861533.8,20899996.08,4666258.26
Accounts Receivable,242203477.53,115015081.61,138471420.22,97067294.84
Allowance For Doubtful Accounts Receivable,-61725.21,-145080.45,-183897.98,-644532.48
Gross Accounts Receivable,242265202.74,115160162.06,277126738.42,291846417.0
Cash Cash Equivalents And Short Term Investments,1479548120.3,1342225893.5,701416637.35,577768739.5
Other Short Term Investments,1188682309.9,1031676213.99,231964417.16,106200984.23
Cash And Cash Equivalents,290865810.4,310549679.51,469452220.19,471567755.27
Cash Equivalents,11121009.18,24463860.21,950054.9,36586922.67
Cash Financial,279744801.22,286085819.3,937954385.48,1378116343.14
