,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-11256686.830619,-16233949.161952,-4784463.57851,-41605590.001596
Tax Rate For Calcs,0.154346,0.066986,0.013941,0.072888
Normalized EBITDA,4604017021.07,4725341797.23,2507865164.88,2426679423.5
Total Unusual Items,-72931328.6,-242348595.71,-343199370.02,-570815292.18
Total Unusual Items Excluding Goodwill,-72931328.6,-242348595.71,-343199370.02,-570815292.18
Net Income From Continuing Operation Net Minority Interest,1961420763.2,2005394698.48,264694255.5,-2089151.67
Reconciled Depreciation,1543394739.58,1368290205.48,1028817632.08,548437866.5
Reconciled Cost Of Revenue,24264965997.83,20712729780.88,21761553678.56,22865175227.12
EBITDA,4531085692.47,4482993201.52,2164665794.86,1855864131.32
EBIT,2987690952.89,3114702996.04,1135848162.78,1307426264.82
Net Interest Income,-604659034.92,-607568640.8,-496101720.5,-335664160.17
Interest Expense,645127176.38,689520336.68,532686056.98,385579733.03
Interest Income,163951172.87,175463770.39,99335295.61,108001881.51
Normalized Income,2023095404.969381,2231509345.028048,603109161.94149,527120550.508404
Net Income From Continuing And Discontinued Operation,1961420763.2,2005394698.48,264694255.5,-2089151.67
Total Expenses,26163210166.76,22446084374.2,23051475374.26,23900034553.7
Rent Expense Supplemental,20172274.73,18225933.8,18986733.51,13572775.8
Total Operating Income As Reported,2366413776.09,2468820133.33,626205448.16,939235881.15
Diluted Average Shares,3078187011.0,3122694952.0,3136187861.0,2984502386.0
Basic Average Shares,3078187011.0,3122694952.0,3136187861.0,2984502386.0
Diluted EPS,0.6372,0.6422,0.0844,-0.0007
Basic EPS,0.6372,0.6422,0.0844,-0.0007
Net Income Common Stockholders,1961420763.2,2005394698.48,264694255.5,-2089151.67
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,1961420763.2,2005394698.48,264694255.5,-2089151.67
Minority Interests,-19576765.73,-257334814.06,-330059305.94,-856744125.4
Net Income Including Noncontrolling Interests,1980997528.93,2262729512.54,594753561.44,854654973.73
Net Income Extraordinary,,,,
Net Income Continuous Operations,1980997528.93,2262729512.54,594753561.44,854654973.73
Tax Provision,361566247.58,162453146.82,8408544.36,67191558.06
Pretax Income,2342563776.51,2425182659.36,603162105.8,921846531.79
Other Non Operating Income Expenses,-440235764.99,-43637473.97,-23043342.36,-409998441.83
Special Income Charges,-239735087.79,-427100864.94,-307435388.3,-609593258.35
Other Special Charges,-8183314.51,-410080.3,-34452.07,5384956.95
Write Off,90076316.87,112884053.35,72716047.86,20347076.17
Impairment Of Capital Assets,157842085.43,314626891.89,234753792.51,583861225.23
Net Non Operating Interest Income Expense,-604659034.92,-607568640.8,-496101720.5,-335664160.17
Total Other Finance Cost,123483031.41,93512074.51,62750959.13,58086308.65
Interest Expense Non Operating,645127176.38,689520336.68,532686056.98,385579733.03
Interest Income Non Operating,163951172.87,175463770.39,99335295.61,108001881.51
Operating Income,3839466318.42,3284376079.6,1404338860.59,1933484387.42
Operating Expense,1898244168.93,1733354593.32,1289921695.7,1034859326.58
Other Operating Expenses,859538300.86,784705029.53,525860759.59,456540288.22
Depreciation And Amortization In Income Statement,155810891.4,144288788.18,115066360.28,84096756.04
Depreciation Income Statement,155810891.4,144288788.18,115066360.28,84096756.04
Research And Development,52759302.24,54144107.01,38904692.07,38990021.03
Selling General And Administration,395154270.73,320895276.99,276786127.27,217762411.64
Selling And Marketing Expense,30411883.55,26012087.8,21572696.62,18300067.99
General And Administrative Expense,364742387.18,294883189.19,255213430.65,199462343.65
Rent And Landing Fees,20172274.73,18225933.8,18986733.51,13572775.8
Gross Profit,5737710487.35,5017730672.92,2694260556.29,2968343714.0
Cost Of Revenue,24264965997.83,20712729780.88,21761553678.56,22865175227.12
Total Revenue,30002676485.18,25730460453.8,24455814234.85,25833518941.12
Operating Revenue,30002676485.18,25730460453.8,24455814234.85,25833518941.12
