,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,428925705.17,1173087429.08,-2393719088.96,-1497018923.52
Repayment Of Debt,-7366041454.59,-5930285449.84,-5628865895.1,-4622981678.69
Issuance Of Debt,9047063134.37,5325073773.2,9394893322.1,5363936969.92
Capital Expenditure,-2162791751.97,-1589667843.24,-2882260439.09,-2131457749.38
End Cash Position,3771894614.66,2747168666.5,3130850608.02,2000673533.77
Beginning Cash Position,2747168666.5,3130850608.02,2000673533.77,1313529745.78
Effect Of Exchange Rate Changes,-37514781.33,17188943.89,-27265784.24,-57562356.92
Changes In Cash,1062240729.49,-400870885.41,1157442858.49,744706144.91
Financing Cash Flow,1380358554.73,-1723376955.93,3205544481.0,3067882251.64
Net Other Financing Charges,715876785.42,-267835575.01,-34129341.73,3256820685.39
Cash Dividends Paid,-1004355415.15,-676402058.37,-362558148.94,-390893724.98
Net Issuance Payments Of Debt,1681021679.78,-605211676.64,3766027427.0,740955291.23
Net Long Term Debt Issuance,1681021679.78,-605211676.64,3766027427.0,740955291.23
Long Term Debt Payments,-7366041454.59,-5930285449.84,-5628865895.1,-4622981678.69
Long Term Debt Issuance,9047063134.37,5325073773.2,9394893322.1,5363936969.92
Investing Cash Flow,-2909835282.38,-1440249201.8,-2536642972.64,-2957614932.59
Net Other Investing Changes,-35742172.09,48512.7,,
Net Investment Purchase And Sale,-715068466.44,136865539.16,328661171.68,-823980715.73
Sale Of Investment,2382126059.8,2171589012.51,1302797126.04,2621181270.11
Purchase Of Investment,-3097194526.24,-2034723473.35,-974135954.36,-3445161985.84
Net Business Purchase And Sale,-999698.38,,16495179.45,-5550522.68
Sale Of Business,,,,
Purchase Of Business,-999698.38,,16495179.45,-5550522.68
Net PPE Purchase And Sale,-2158024945.47,-1577163253.66,-2881799323.77,-2128083694.18
Sale Of PPE,4766806.5,12504589.58,461115.32,3374055.2
Purchase Of PPE,-2162791751.97,-1589667843.24,-2882260439.09,-2131457749.38
Operating Cash Flow,2591717457.14,2762755272.32,488541350.13,634438825.86
Change In Working Capital,-2562156041.78,-1989678669.67,-2063357278.65,-1924907452.1
Change In Other Current Assets,35772700.37,-108702401.64,-186798661.66,2092597.54
Change In Payable,1144441030.21,-1123019900.96,-1663961241.4,-1753457652.24
Change In Inventory,-2192889488.4,-1266080263.17,188694865.53,-1448834391.15
Change In Receivables,-1549480283.96,508123896.1,-401292241.12,1275291993.75
Other Non Cash Items,727398363.54,760943329.7,534718365.52,295879471.55
Depreciation And Amortization,1543394739.58,1368290205.48,1028817632.08,548437866.5
Amortization Cash Flow,223770370.26,217852481.76,169041461.6,40318817.09
Depreciation,1319624369.32,1150437723.72,859776170.48,508119049.41
Gain Loss On Investment Securities,876008855.99,-73243784.15,82519580.11,238634909.45
Gain Loss On Sale Of PPE,-5912928.86,6203733.18,3619649.26,17530755.33
Net Income From Continuing Operations,1980997528.93,2262729512.54,594753561.44,854654973.73
Cash Flowsfromusedin Operating Activities Direct,2591717457.14,2762755272.32,488541350.13,634438825.86
Taxes Refund Paid Direct,-1038367107.38,-976223329.29,-507735456.63,-557635477.99
Classesof Cash Payments,-36296336526.03,-35296071833.69,-42849766751.89,-37660854319.01
Other Cash Paymentsfrom Operating Activities,-9119792262.29,-10577631859.93,-1103726442.41,-944007374.54
Paymentson Behalfof Employees,-1186452680.32,-1182568374.42,-906213133.22,-750190193.03
Paymentsto Suppliersfor Goodsand Services,-25990091583.42,-23535871599.34,-40839827176.26,-35966656751.44
Classesof Cash Receiptsfrom Operating Activities,39926421090.55,39035050435.3,43846043558.65,38852928622.86
Other Cash Receiptsfrom Operating Activities,8757844884.93,10484446690.8,1009312105.05,1305420463.16
Receiptsfrom Customers,31168576205.62,28550603744.5,42836731453.6,37547508159.7
