,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-19717377.924858,-2355481.75656,414166.379951,2926084.862985
Tax Rate For Calcs,0.139722,0.14683,0.168287,0.212447
Normalized EBITDA,8047975684.51,7767477256.57,5188217166.28,5762328033.75
Total Unusual Items,-141118302.38,-16042219.28,2461064.55,13773262.58
Total Unusual Items Excluding Goodwill,-141118302.38,-16042219.28,2461064.55,13773262.58
Net Income From Continuing Operation Net Minority Interest,4817847502.12,4455407938.46,2205311394.06,2650492147.81
Reconciled Depreciation,1817118221.67,1713164258.74,1651362162.01,1493607054.06
Reconciled Cost Of Revenue,22303087948.4,21553869244.47,24889282177.29,27962369236.09
EBITDA,7906857382.13,7751435037.29,5190678230.83,5776101296.33
EBIT,6089739160.46,6038270778.55,3539316068.82,4282494242.27
Net Interest Income,-469517387.65,-705468956.77,-769392484.22,-779768421.6
Interest Expense,497096877.37,815544968.16,887542688.82,916858906.04
Interest Income,74098439.07,147528126.85,148192619.05,166048434.63
Normalized Income,4939248426.575142,4469094675.98344,2203264495.889951,2639644970.092985
Net Income From Continuing And Discontinued Operation,4817847502.12,4455407938.46,2205311394.06,2650492147.81
Total Expenses,23297754338.56,22147230103.56,25547888027.66,28871568809.23
Rent Expense Supplemental,,,,4928631.33
Total Operating Income As Reported,5593764869.34,5219201943.28,2641709208.67,3363690231.02
Diluted Average Shares,,4641049936.0,4594398738.0,4649986224.0
Basic Average Shares,,4641049936.0,4594398738.0,4649986224.0
Diluted EPS,,0.96,0.48,0.57
Basic EPS,,0.96,0.48,0.57
Net Income Common Stockholders,4817847502.12,4455407938.46,2205311394.06,2650492147.81
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,4817847502.12,4455407938.46,2205311394.06,2650492147.81
Minority Interests,6622226.14,-464162.28,-201695.35,-124901.76
Net Income Including Noncontrolling Interests,4811225275.98,4455872100.74,2205513089.41,2650617049.57
Net Income Continuous Operations,4811225275.98,4455872100.74,2205513089.41,2650617049.57
Tax Provision,781417007.11,766853709.65,446260290.59,715018286.66
Pretax Income,5592642283.09,5222725810.39,2651773380.0,3365635336.23
Other Non Operating Income Expenses,-1122586.25,3523867.11,10064171.33,1979408.16
Special Income Charges,-141118302.38,-16042219.28,2461064.55,13773262.58
Other Special Charges,1260574.29,8198644.26,421092.02,-16500389.72
Write Off,20459633.72,7843575.02,-2882156.57,2727127.14
Impairment Of Capital Assets,119398094.37,0.0,,0.0
Net Non Operating Interest Income Expense,-469517387.65,-705468956.77,-769392484.22,-779768421.6
Total Other Finance Cost,46518949.35,37452115.46,30042414.45,28957950.19
Interest Expense Non Operating,497096877.37,815544968.16,887542688.82,916858906.04
Interest Income Non Operating,74098439.07,147528126.85,148192619.05,166048434.63
Operating Income,6204400559.37,5942197241.01,3426884340.17,4136849527.42
Operating Expense,994666390.16,593360859.09,658605850.37,909199573.14
Other Operating Expenses,551619366.54,473616943.75,468223445.45,477122168.1
Depreciation And Amortization In Income Statement,,53740396.67,41288509.54,42167989.81
Amortization,,16368465.54,14845072.42,16022279.2
Depreciation Income Statement,,37371931.13,26443437.12,26145710.61
Research And Development,254804688.61,216999204.69,217059755.9,241936055.95
Selling General And Administration,467257313.86,158040902.75,160253034.2,124873025.28
Selling And Marketing Expense,21928276.95,10877799.11,11094868.06,12113646.66
General And Administrative Expense,445329036.91,147163103.64,149158166.14,112759378.62
Rent And Landing Fees,,,,4928631.33
Gross Profit,7199066949.53,6535558100.1,4085490190.54,5046049100.56
Cost Of Revenue,22303087948.4,21553869244.47,24889282177.29,27962369236.09
Total Revenue,29502154897.93,28089427344.57,28974772367.83,33008418336.65
Operating Revenue,29502154897.93,28089427344.57,28974772367.83,33008418336.65
