,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1789414570.0,1788827976.0,1779553000.0,1779553000.0
Share Issued,1789414570.0,1788827976.0,1779553000.0,1779553000.0
Net Debt,,147594054.17,1436136787.09,3183150311.57
Total Debt,12994298197.08,9493590407.5,7552812242.68,7564946435.78
Tangible Book Value,22937704150.26,23155402456.0,21950044186.83,18521058326.52
Invested Capital,36259329959.45,33538127022.83,28537741184.1,26935611872.0
Working Capital,6903893619.0,7936906561.91,3110116878.29,2075714591.31
Net Tangible Assets,22937704150.26,23155402456.0,21950044186.83,18521058326.52
Capital Lease Obligations,456983632.9,529747252.88,562296395.6,568205105.72
Common Stock Equity,27618582589.14,26065635116.8,24642733205.19,20991131608.04
Total Capitalization,34621669027.06,31842242062.55,27364079770.44,24742475806.28
Total Equity Gross Minority Interest,29542644956.24,26151174269.45,24642733205.19,20999715423.03
Minority Interest,1924062367.1,85539152.65,,8583814.99
Stockholders Equity,27618582589.14,26065635116.8,24642733205.19,20991131608.04
Retained Earnings,9666007594.12,8239465764.81,7154205453.29,4334284717.95
Additional Paid In Capital,15627739618.9,15613134280.27,15441908504.51,15441908504.51
Capital Stock,1789414570.0,1788827976.0,1779553000.0,1779553000.0
Common Stock,1789414570.0,1788827976.0,1779553000.0,1779553000.0
Total Liabilities Net Minority Interest,24517183369.86,16428297566.2,14764998533.82,16098903462.48
Total Non Current Liabilities Net Minority Interest,9229316708.67,6746132839.56,3731844658.34,4757582441.01
Other Non Current Liabilities,3050070.37,41315749.98,54846225.0,
Tradeand Other Payables Non Current,987100503.66,14015994.05,13389171.1,19474855.18
Non Current Deferred Revenue,530594905.7,384446896.9,340094213.64,336394527.62
Non Current Deferred Taxes Liabilities,248501158.12,,39872087.75,82163754.25
Long Term Debt And Capital Lease Obligation,7460070070.82,6306354198.63,3283642960.85,4319549303.96
Long Term Capital Lease Obligation,456983632.9,529747252.88,562296395.6,568205105.72
Long Term Debt,7003086437.92,5776606945.75,2721346565.25,3751344198.24
Current Liabilities,15287866661.19,9682164726.64,11033153875.48,11341321021.47
Other Current Liabilities,1643726.06,2714238.81,4239629.26,3131629.04
Current Debt And Capital Lease Obligation,5534228126.26,3187236208.87,4269169281.83,3245397131.82
Current Debt,1637660932.39,1695884960.28,1173661413.66,2193136065.72
Payables,9424449039.65,6306870274.06,6545793296.54,7587794742.88
Other Payable,1456950735.25,1134251130.32,1362908447.68,1475137950.99
Total Tax Payable,363976979.16,167366147.49,209938755.99,235220890.1
Accounts Payable,7603521325.24,5005252996.25,4972946092.87,5877435901.79
Total Assets,54059828326.1,42579471835.65,39407731739.01,37098618885.51
Total Non Current Assets,31868068045.91,24960400547.1,25264460985.24,23681583272.73
Other Non Current Assets,294230.15,48331216.36,60721026.89,799821.93
Non Current Deferred Assets,18249958.18,17466561.24,27492584.66,74747.71
Non Current Deferred Taxes Assets,740196326.13,363940620.9,247000720.32,185501421.23
Investmentin Financial Assets,451374233.62,446872287.77,439781515.16,418067354.17
Available For Sale Securities,451374233.62,446872287.77,439781515.16,418067354.17
Long Term Equity Investment,821492564.24,694779780.69,764958779.08,769632315.03
Investment Properties,82227257.76,85677087.57,89126917.38,92576747.19
Goodwill And Other Intangible Assets,4680878438.88,2910232660.8,2692689018.36,2470073281.52
Other Intangible Assets,756773670.66,662649797.61,482583322.94,446845690.23
Goodwill,3924104768.22,2247582863.19,2210105695.42,2023227591.29
Net PPE,25022343275.43,20360444452.07,20902460370.73,19707244141.1
Accumulated Depreciation,-28602702274.61,-25750554036.26,-23125248262.6,-19595338374.12
Gross PPE,53625045550.04,46110998488.33,44027708633.33,39302582515.22
Construction In Progress,2855710347.15,1053272069.42,807229339.59,661093679.71
Other Properties,3168259441.82,2955976187.24,2712105305.13,2214126040.75
Machinery Furniture Equipment,38598243965.16,33954386584.67,32616345395.69,29520795068.42
Properties,9002831795.91,8147363647.0,7892028592.92,6906567726.34
Current Assets,22191760280.19,17619071288.55,14143270753.77,13417035612.78
Other Current Assets,582667786.2,375282510.39,278942785.19,129642697.36
Hedging Assets Current,,3598413.33,17845064.39,4965573.35
Assets Held For Sale Current,,,,99125535.79
Prepaid Assets,154321233.81,104125792.45,110398637.34,182920162.32
Inventory,3792359920.18,3195516876.32,3151740146.87,3192673077.15
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,958806682.77,995631709.34,545121939.14,692050840.61
Work In Process,1046322702.84,663215751.19,560155646.65,758952281.01
Raw Materials,1787230534.57,1536669415.79,2046462561.08,1741669955.53
Other Receivables,175080312.61,125103270.92,120018079.08,104850389.46
Accounts Receivable,5795364187.75,4184804015.74,3688976849.08,4271528224.96
Allowance For Doubtful Accounts Receivable,-68591572.41,-69562556.55,-64297437.54,-161015901.81
Gross Accounts Receivable,5863955760.16,4254366572.29,3753274286.62,4432544126.77
Cash Cash Equivalents And Short Term Investments,11691966839.64,9630640409.4,6775349191.82,5431329952.39
Other Short Term Investments,2350054923.74,2305742557.54,4316478000.0,2670000000.0
Cash And Cash Equivalents,9341911915.9,7324897851.86,2458871191.82,2761329952.39
Cash Equivalents,0.0,0.0,6131000.0,0.0
Cash Financial,9341911915.9,7324897851.86,2452740191.82,2761329952.39
