,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-58038303.5,-234356992.43,-85416358.77,46123451.58
Repayment Of Debt,-1189434480.0,-644723818.97,-706948520.93,-680000000.0
Issuance Of Debt,1299788190.0,964627138.97,902214846.3,774347592.98
Capital Expenditure,-125999648.33,-308818727.58,-182679332.25,-134306801.77
End Cash Position,474983443.3,463468441.47,335327100.01,294148779.88
Beginning Cash Position,463468441.47,335327100.01,294148779.88,262151833.81
Effect Of Exchange Rate Changes,5200173.74,-7910682.84,2167412.63,1479515.09
Changes In Cash,6314828.09,136052024.3,39010907.5,30517430.98
Financing Cash Flow,52667859.96,266330720.92,122173279.77,-20780773.67
Net Other Financing Charges,3500000.0,,-33063193.75,-73484807.78
Cash Dividends Paid,-61185850.04,-53572599.08,-40029851.85,-41643558.87
Net Issuance Payments Of Debt,110353710.0,319903320.0,195266325.37,94347592.98
Net Long Term Debt Issuance,110353710.0,319903320.0,195266325.37,94347592.98
Long Term Debt Payments,-1189434480.0,-644723818.97,-706948520.93,-680000000.0
Long Term Debt Issuance,1299788190.0,964627138.97,902214846.3,774347592.98
Investing Cash Flow,-114314376.7,-204740431.77,-180425345.75,-129132048.7
Net Investment Purchase And Sale,10520152.78,-9519680.55,,
Sale Of Investment,21169680.56,30870222.23,,
Purchase Of Investment,-10649527.78,-40389902.78,,
Net PPE Purchase And Sale,-124834529.48,-195220751.22,-180425345.75,-129132048.7
Sale Of PPE,1165118.85,113597976.36,2253986.5,5174753.07
Purchase Of PPE,-125999648.33,-308818727.58,-182679332.25,-134306801.77
Operating Cash Flow,67961344.83,74461735.15,97262973.48,180430253.35
Change In Working Capital,-93444001.67,-135441112.5,-87532910.7,-31895312.84
Change In Other Current Assets,-12199009.22,-3122847.3,-7961440.86,-4208173.67
Change In Payable,206324249.48,26189149.18,84380105.83,128285163.05
Change In Inventory,-225536979.85,54464457.0,49436637.0,15121404.75
Change In Receivables,-62032262.08,-212971871.38,-213388212.67,-171093706.97
Other Non Cash Items,54547736.34,46819970.75,36953467.67,38062572.43
Depreciation And Amortization,108350273.16,101218607.63,121637302.68,123567778.98
Amortization Cash Flow,6375202.13,5682110.07,6342675.68,5507518.86
Depreciation,101975071.03,95536497.56,115294627.0,118060260.12
Gain Loss On Investment Securities,-395695.06,-16673.81,-142950.82,82497.6
Gain Loss On Sale Of PPE,3020551.74,22300558.52,-24813001.0,2077112.27
Net Income From Continuing Operations,-46810706.86,-10540659.82,9084822.43,23958901.98
Cash Flowsfromusedin Operating Activities Direct,67961344.83,74461735.15,97262973.48,180430253.35
Taxes Refund Paid Direct,-30503197.63,-56417692.08,-74793414.38,-88108893.41
Classesof Cash Payments,-1743229537.34,-1749996670.77,-1618101102.86,-1713917478.32
Other Cash Paymentsfrom Operating Activities,-279998790.71,-161446605.53,-170350533.72,-168360344.37
Paymentson Behalfof Employees,-334929676.66,-313054431.86,-283141842.29,-273920037.68
Paymentsto Suppliersfor Goodsand Services,-1128301069.97,-1275495633.38,-1164608726.85,-1271637096.27
Classesof Cash Receiptsfrom Operating Activities,1841694079.8,1880876098.0,1790157490.72,1982456625.08
Other Cash Receiptsfrom Operating Activities,69777904.97,39552142.77,61736681.52,70292450.43
Receiptsfrom Customers,1771916174.83,1841323955.23,1728420809.2,1912164174.65
