Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-04-03 00:00:00+08:00,55.2400016784668,55.83000183105469,54.369998931884766,55.11000061035156,2342100,0.0,0.0
2026-04-02 00:00:00+08:00,56.5,57.13999938964844,54.560001373291016,55.119998931884766,3112598,0.0,0.0
2026-04-01 00:00:00+08:00,57.119998931884766,57.54999923706055,56.209999084472656,56.5099983215332,3336491,0.0,0.0
2026-03-31 00:00:00+08:00,57.59000015258789,58.20000076293945,56.0,56.0,3753588,0.0,0.0
2026-03-30 00:00:00+08:00,57.63999938964844,58.79999923706055,56.45000076293945,57.810001373291016,4796386,0.0,0.0
2026-03-27 00:00:00+08:00,57.72999954223633,59.65999984741211,57.650001525878906,58.900001525878906,2455702,0.0,0.0
2026-03-26 00:00:00+08:00,59.7400016784668,60.310001373291016,58.599998474121094,58.90999984741211,2999790,0.0,0.0
2026-03-25 00:00:00+08:00,59.79999923706055,62.130001068115234,59.400001525878906,60.150001525878906,4563290,0.0,0.0
2026-03-24 00:00:00+08:00,59.599998474121094,59.790000915527344,56.72999954223633,59.72999954223633,5369800,0.0,0.0
2026-03-23 00:00:00+08:00,59.369998931884766,60.349998474121094,57.61000061035156,58.209999084472656,4834501,0.0,0.0
2026-03-20 00:00:00+08:00,62.09000015258789,62.72999954223633,59.52000045776367,59.720001220703125,4399200,0.0,0.0
2026-03-19 00:00:00+08:00,62.9900016784668,63.93000030517578,61.349998474121094,61.68000030517578,4803751,0.0,0.0
2026-03-18 00:00:00+08:00,63.0,64.8499984741211,63.0,64.20999908447266,4045800,0.0,0.0
2026-03-17 00:00:00+08:00,64.72000122070312,65.87000274658203,63.209999084472656,63.33000183105469,4045772,0.0,0.0
2026-03-16 00:00:00+08:00,65.9800033569336,66.37000274658203,62.790000915527344,64.7300033569336,6833410,0.0,0.0
2026-03-13 00:00:00+08:00,67.05999755859375,69.25,65.01000213623047,66.37999725341797,7974000,0.0,0.0
2026-03-12 00:00:00+08:00,69.36000061035156,69.73999786376953,66.38999938964844,67.7699966430664,9011330,0.0,0.0
2026-03-11 00:00:00+08:00,71.16000366210938,71.30000305175781,67.33000183105469,69.11000061035156,10977810,0.0,0.0
2026-03-10 00:00:00+08:00,69.75,72.98999786376953,66.01000213623047,69.43000030517578,16059774,0.0,0.0
2026-03-09 00:00:00+08:00,67.63999938964844,70.5199966430664,65.9000015258789,68.54000091552734,13005924,0.0,0.0
2026-03-06 00:00:00+08:00,71.08000183105469,72.5199966430664,67.0,71.19999694824219,15873161,0.0,0.0
2026-03-05 00:00:00+08:00,70.06999969482422,73.93000030517578,70.01000213623047,71.4800033569336,23214438,0.0,0.0
2026-03-04 00:00:00+08:00,60.459999084472656,67.20999908447266,60.310001373291016,67.20999908447266,15512822,0.0,0.0
2026-03-03 00:00:00+08:00,61.5,64.9000015258789,60.880001068115234,61.099998474121094,12689843,0.0,0.0
2026-03-02 00:00:00+08:00,60.16999816894531,64.33000183105469,58.900001525878906,63.869998931884766,20151502,0.0,0.0
2026-02-27 00:00:00+08:00,57.45000076293945,60.16999816894531,57.13999938964844,60.16999816894531,11119433,0.0,0.0
2026-02-26 00:00:00+08:00,49.9900016784668,54.70000076293945,49.599998474121094,54.70000076293945,10010687,0.0,0.0
2026-02-25 00:00:00+08:00,49.54999923706055,50.20000076293945,49.20000076293945,49.72999954223633,3786930,0.0,0.0
2026-02-24 00:00:00+08:00,49.54999923706055,50.90999984741211,49.0,49.79999923706055,4650492,0.0,0.0
2026-02-13 00:00:00+08:00,49.439998626708984,51.13999938964844,48.91999816894531,49.540000915527344,6411153,0.0,0.0
2026-02-12 00:00:00+08:00,47.5,50.63999938964844,46.849998474121094,49.91999816894531,10035325,0.0,0.0
2026-02-11 00:00:00+08:00,47.27000045776367,47.97999954223633,46.61000061035156,46.9900016784668,2509759,0.0,0.0
