,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,65101297.32,58749436.18,-117261773.04,-17713762.45
Repayment Of Debt,-30400000.0,-100000000.0,-50000000.0,-219090.0
Issuance Of Debt,131380000.0,,150000000.0,
Capital Expenditure,-95024740.93,-45201634.77,-60583777.96,-63090442.93
End Cash Position,382597518.29,409826939.58,527344965.8,316546882.62
Beginning Cash Position,409826939.58,527344965.8,316546882.62,221427967.26
Effect Of Exchange Rate Changes,-681763.69,1301212.7,1708229.71,-10645466.47
Changes In Cash,-26547657.6,-118819238.92,209089853.47,105764381.83
Financing Cash Flow,-40672889.68,-201596621.2,55261387.18,366162815.58
Net Other Financing Charges,-29947234.6,-79990550.7,,418413715.84
Cash Dividends Paid,-111705655.08,-21606070.5,-44738612.82,-52031810.26
Net Issuance Payments Of Debt,100980000.0,-100000000.0,100000000.0,-219090.0
Net Long Term Debt Issuance,100980000.0,-100000000.0,100000000.0,-219090.0
Long Term Debt Payments,-30400000.0,-100000000.0,-50000000.0,-219090.0
Long Term Debt Issuance,131380000.0,,150000000.0,
Investing Cash Flow,-146000806.17,-21173688.67,210506461.37,-305775114.23
Net Other Investing Changes,,,-6816104.69,3000000.0
Net Investment Purchase And Sale,-54165302.8,23130286.61,276896353.31,-246211755.55
Sale Of Investment,1138434697.2,379890286.61,1028387355.31,673076244.45
Purchase Of Investment,-1192600000.0,-356760000.0,-751491002.0,-919288000.0
Net PPE Purchase And Sale,-91835503.37,-44303975.28,-59573787.25,-62563358.68
Sale Of PPE,3189237.56,897659.49,1009990.71,527084.25
Purchase Of PPE,-95024740.93,-45201634.77,-60583777.96,-63090442.93
Operating Cash Flow,160126038.25,103951070.95,-56677995.08,45376680.48
Change In Working Capital,-241082277.78,-121793066.5,-164337780.44,-118481055.08
Change In Other Current Assets,-1054079.37,-339982.7,1881495.17,955405.05
Change In Payable,222079617.22,-15508401.21,102217226.95,107909464.55
Change In Inventory,-117385212.13,-9645913.34,-56126755.53,-74347095.8
Change In Receivables,-344722603.5,-96298769.25,-212309747.03,-152998828.88
Other Non Cash Items,3104810.7,-543344.31,-800396.46,11230135.77
Depreciation And Amortization,79737255.74,72591375.98,57628879.71,50301318.56
Amortization Cash Flow,4219987.7,4213914.47,4223842.22,5752305.36
Depreciation,75517268.04,68377461.51,53405037.49,44549013.2
Gain Loss On Investment Securities,-3150774.2,-1814209.61,4919751.38,-3788244.45
Gain Loss On Sale Of PPE,2371737.66,699013.42,82757.44,14907.65
Net Income From Continuing Operations,310729661.62,158399591.18,49126170.13,100571597.38
Cash Flowsfromusedin Operating Activities Direct,160126038.25,103951070.95,-56677995.08,45376680.48
Taxes Refund Paid Direct,-73301698.65,-28789124.66,9777146.0,-58301368.34
Classesof Cash Payments,-691737387.56,-644887156.5,-699901444.41,-445909598.57
Other Cash Paymentsfrom Operating Activities,-124498676.63,-97107539.37,-82414325.84,-78250001.74
Paymentson Behalfof Employees,-291194454.67,-270570330.94,-236332194.84,-197635726.83
Paymentsto Suppliersfor Goodsand Services,-276044256.26,-277209286.19,-381154923.73,-170023870.0
Classesof Cash Receiptsfrom Operating Activities,925165124.46,777627352.11,633446303.33,549587647.39
Other Cash Receiptsfrom Operating Activities,14773900.6,17996761.96,36681906.13,38918813.36
Receiptsfrom Customers,910391223.86,759630590.15,596764397.2,510668834.03
