,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,20083351.82,23041488.14,17019290.55,-74419144.84
Repayment Of Debt,-66700000.0,-389642860.0,-260000000.0,-80000000.0
Issuance Of Debt,9900000.0,426614966.66,294900000.0,
Capital Expenditure,-196232207.88,-286025800.06,-230609425.78,-88507389.38
End Cash Position,1073692789.61,1517504670.26,805826488.45,932585271.32
Beginning Cash Position,1517504670.26,805826488.45,932585271.32,848269060.24
Effect Of Exchange Rate Changes,1278462.61,-462719.97,-257387.17,59071.88
Changes In Cash,-445090343.26,712140901.78,-126501395.7,84257139.2
Financing Cash Flow,-273120027.82,682843455.01,-11921186.56,-105560106.49
Net Other Financing Charges,-156511508.09,682412326.26,-10809261.94,5441019.67
Cash Dividends Paid,-29008519.73,-12990977.91,-15882724.62,-31001126.16
Net Issuance Payments Of Debt,-56800000.0,36972106.66,34900000.0,-80000000.0
Net Long Term Debt Issuance,-56800000.0,36972106.66,34900000.0,-80000000.0
Long Term Debt Payments,-66700000.0,-389642860.0,-260000000.0,-80000000.0
Long Term Debt Issuance,9900000.0,426614966.66,294900000.0,
Investing Cash Flow,-388285875.14,-279769841.43,-362208925.47,175729001.15
Net Other Investing Changes,,,5000000.0,-5000000.0
Net Investment Purchase And Sale,-138476293.02,,-1971232.8,267626323.83
Sale Of Investment,33928706.98,,28767.2,297626323.83
Purchase Of Investment,-172405000.0,,-2000000.0,-30000000.0
Net Business Purchase And Sale,-63675187.62,,-140285657.76,
Purchase Of Business,-63675187.62,,-140285657.76,
Net PPE Purchase And Sale,-186134394.5,-279769841.43,-224952034.91,-86897322.68
Sale Of PPE,10097813.38,6255958.63,5657390.87,1610066.7
Purchase Of PPE,-196232207.88,-286025800.06,-230609425.78,-88507389.38
Operating Cash Flow,216315559.7,309067288.2,247628716.33,14088244.54
Change In Working Capital,-93900652.18,12142503.87,-24457718.72,-192847268.14
Change In Other Current Assets,-438034.57,-2825220.26,565333.25,-3541043.04
Change In Payable,37969804.04,62132264.05,-62937877.88,-87821383.26
Change In Inventory,-57522589.4,1575484.93,37282214.79,-6814323.75
Change In Receivables,-73909832.25,-48740024.85,632611.12,-94670518.09
Other Non Cash Items,21589568.83,46483846.72,44443979.33,40738099.68
Depreciation And Amortization,136880593.41,117614895.81,108728781.2,79830806.59
Amortization Cash Flow,18606461.44,14744203.89,12562809.7,8482633.37
Depreciation,118274131.97,102870691.92,96165971.5,71348173.22
Gain Loss On Investment Securities,-1192115.71,,-8938392.84,-14903093.28
Gain Loss On Sale Of PPE,10530363.24,592847.97,2996952.22,369790.16
Net Income From Continuing Operations,130890606.51,128143315.62,127189012.95,94529578.2
Cash Flowsfromusedin Operating Activities Direct,216315559.7,309067288.2,247628716.33,14088244.54
Taxes Refund Paid Direct,-68785534.87,-123577827.97,-113610250.83,-33933207.04
Classesof Cash Payments,-1825973747.61,-1598386873.2,-1450167769.06,-1125553974.91
Other Cash Paymentsfrom Operating Activities,-171271568.4,-125148143.05,-113355859.83,-74963164.07
Paymentson Behalfof Employees,-318672538.23,-271956825.53,-256618632.44,-178926037.8
Paymentsto Suppliersfor Goodsand Services,-1336029640.98,-1201281904.62,-1080193276.79,-871664773.04
Classesof Cash Receiptsfrom Operating Activities,2111074842.18,2031031989.37,1811406736.22,1173575426.49
Other Cash Receiptsfrom Operating Activities,102055059.47,99397121.05,57609225.66,46353361.18
Receiptsfrom Customers,2009019782.71,1931634868.32,1753797510.56,1127222065.31
