,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,550031864.0,550031864.0,419466264.0,414413879.0
Share Issued,550031864.0,550031864.0,419466264.0,414413879.0
Total Debt,36966699.93,114952809.87,537085284.31,499121133.35
Tangible Book Value,2583233396.59,2718420035.93,1508721738.43,1704567365.64
Invested Capital,3258789002.29,3313851862.36,2538738619.4,2370043138.25
Working Capital,1528120673.04,1855554175.39,1212476187.76,1341673145.63
Net Tangible Assets,2583233396.59,2718420035.93,1508721738.43,1704567365.64
Capital Lease Obligations,28509833.79,24333199.92,28432832.37,34832829.94
Common Stock Equity,3258789002.29,3237040823.18,2041661950.82,1905754834.84
Total Capitalization,3258789002.29,3254040823.18,2523838619.4,2370043138.25
Total Equity Gross Minority Interest,3540245549.02,3527677170.19,2261209860.53,1918986402.87
Minority Interest,281456546.73,290636347.01,219547909.71,13231568.03
Stockholders Equity,3258789002.29,3237040823.18,2041661950.82,1905754834.84
Other Equity Interest,,,78300974.86,85606435.5
Treasury Stock,50095035.0,,,
Retained Earnings,864637918.28,798897507.02,728973485.39,643233915.55
Additional Paid In Capital,1781927461.16,1792658892.07,728817953.23,686720221.42
Capital Stock,550031864.0,550031864.0,419466264.0,414413879.0
Common Stock,550031864.0,550031864.0,419466264.0,414413879.0
Total Liabilities Net Minority Interest,922898975.69,859571895.26,1182067603.49,982990435.62
Total Non Current Liabilities Net Minority Interest,167880441.8,190892075.98,639871512.79,611527562.55
Non Current Deferred Revenue,109348932.1,115908996.7,95888607.61,97907976.08
Non Current Deferred Taxes Liabilities,30021675.91,33649879.36,33373404.23,14498453.12
Long Term Debt And Capital Lease Obligation,28509833.79,41333199.92,510609500.95,499121133.35
Long Term Capital Lease Obligation,28509833.79,24333199.92,28432832.37,34832829.94
Long Term Debt,,17000000.0,482176668.58,464288303.41
Current Liabilities,755018533.89,668679819.28,542196090.7,371462873.07
Other Current Liabilities,7295018.57,8360898.2,594323.68,328221.53
Current Debt And Capital Lease Obligation,8456866.14,73619609.95,26475783.36,
Current Debt,,59811039.18,14900000.0,
Payables,520316473.98,583973492.53,510554263.03,368609870.51
Other Payable,91611496.65,74871252.64,70239804.71,25894259.41
Total Tax Payable,53709302.46,40947306.85,61530297.72,77651376.54
Accounts Payable,374995674.87,468154933.04,378784160.6,265064234.56
Total Assets,4463144524.71,4387249065.45,3443277464.02,2901976838.49
Total Non Current Assets,2180005317.78,1863015070.78,1688605185.56,1188840819.79
Other Non Current Assets,22741200.0,15137610.0,76741655.37,717420.0
Non Current Deferred Assets,16795879.18,19792510.32,23549188.29,19598643.41
Non Current Deferred Taxes Assets,10997225.53,13144790.88,10043095.48,7310842.14
Investmentin Financial Assets,32000000.0,32000000.0,32000000.0,30000000.0
Available For Sale Securities,32000000.0,32000000.0,32000000.0,30000000.0
Long Term Equity Investment,98993886.94,,,144244543.92
Investment Properties,44360202.62,,,
Goodwill And Other Intangible Assets,675555605.7,518620787.25,532940212.39,201187469.2
Other Intangible Assets,278027529.87,260281298.26,274600723.4,197151493.33
Goodwill,397528075.83,258339488.99,258339488.99,4035975.87
Net PPE,1278561317.81,1264319372.33,1013331034.03,785781901.12
Accumulated Depreciation,-915191344.77,-817075299.02,-755716049.18,-344374221.0
Gross PPE,2193752662.58,2081394671.35,1769047083.21,1130156122.12
Construction In Progress,253596964.15,217774342.58,43339930.11,5744987.75
Other Properties,90439532.78,73822908.12,95793352.85,51892298.64
Machinery Furniture Equipment,1213864029.77,1135372116.13,1047683535.04,661413592.04
Properties,635852135.88,654425304.52,582230265.21,411105243.69
Current Assets,2283139206.93,2524233994.67,1754672278.46,1713136018.7
Other Current Assets,48921770.45,53603750.36,21312701.8,26883418.92
Prepaid Assets,52726780.59,36055424.37,17005920.28,21051560.61
Inventory,388600458.81,259571862.88,266678907.12,195243048.45
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,50604901.78,61232015.29,68243966.84,32531787.86
Work In Process,184965498.12,17866440.98,12457348.1,7501814.37
Raw Materials,153030058.91,180473406.61,185977592.18,155209446.22
Other Receivables,37714996.41,105079962.26,67126906.11,68917319.39
Accounts Receivable,628864341.41,510947076.92,536631862.1,458417532.78
Allowance For Doubtful Accounts Receivable,-36576565.58,-29394817.21,-37442712.6,-32606360.6
Gross Accounts Receivable,665440906.99,540341894.13,574074574.7,491023893.38
Cash Cash Equivalents And Short Term Investments,1126310859.26,1558975917.88,845915981.05,942623138.55
Other Short Term Investments,33249521.79,600000.0,600000.0,
Cash And Cash Equivalents,1093061337.47,1558375917.88,845315981.05,942623138.55
Cash Equivalents,19368547.86,40871247.62,39489492.6,10037867.23
Cash Financial,1073692789.61,1517504670.26,805826488.45,932585271.32
