,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1035405642.0,1041575169.0,909538989.0,909536516.0
Share Issued,1035405642.0,1041575169.0,909538989.0,909536516.0
Net Debt,165131670.5,,,724670451.63
Total Debt,1996843143.63,1981096364.16,1915196319.12,2332442060.91
Tangible Book Value,13304823281.28,11593233149.48,7430172384.04,6505272870.82
Invested Capital,15480323028.47,13748576574.56,9510817835.32,8915186473.6
Working Capital,6380453900.24,6953410981.66,3395747415.19,3591971956.49
Net Tangible Assets,13304823281.28,11593233149.48,7430172384.04,6505272870.82
Capital Lease Obligations,,4022692.2,14517839.7,24146063.54
Common Stock Equity,13493079387.65,11786295058.75,7623669815.79,6646208406.25
Total Capitalization,15430287889.58,13748576574.56,9510817835.32,8852800217.25
Total Equity Gross Minority Interest,13493079387.65,11786295058.75,7623669968.59,6646208529.34
Minority Interest,,,152.8,123.09
Stockholders Equity,13493079387.65,11786295058.75,7623669815.79,6646208406.25
Other Equity Interest,316457191.36,336755408.65,336774562.42,396218277.36
Treasury Stock,,157499656.66,40766328.0,
Retained Earnings,6710071160.93,5194651678.74,3959813247.82,3291539994.35
Additional Paid In Capital,4474148251.14,4917865228.48,2222460427.51,2222401777.35
Capital Stock,1035405642.0,743982264.0,649670707.0,649668940.0
Common Stock,1035405642.0,743982264.0,649670707.0,649668940.0
Total Liabilities Net Minority Interest,3924690719.73,3863631434.1,3497459501.84,3748826373.69
Total Non Current Liabilities Net Minority Interest,2074242738.91,2102565484.56,2062038567.31,2316854071.25
Other Non Current Liabilities,34691388.54,19623601.8,16849263.19,9820845.82
Tradeand Other Payables Non Current,6749276.43,5385371.61,4059833.81,3323425.56
Non Current Deferred Revenue,67122839.75,71097213.08,77089384.04,72971925.33
Non Current Deferred Taxes Liabilities,28470732.26,40155090.06,62374227.04,
Long Term Debt And Capital Lease Obligation,1937208501.93,1966304208.01,1901665859.23,2230737874.54
Long Term Capital Lease Obligation,,4022692.2,14517839.7,24146063.54
Long Term Debt,1937208501.93,1962281515.81,1887148019.53,2206591811.0
Current Liabilities,1850447980.82,1761065949.54,1435420934.53,1431972302.44
Other Current Liabilities,8592316.88,23497095.06,9342476.58,
Current Debt And Capital Lease Obligation,59634641.7,14792156.15,13530459.89,101704186.37
Current Debt,50035138.89,,,62386256.35
Payables,1703519883.91,1671163400.71,1345304679.46,1305067584.81
Other Payable,427572038.9,419780653.75,387363057.23,304677809.0
Total Tax Payable,82546718.85,109664535.35,58974401.98,22458347.04
Accounts Payable,1193401126.16,1141718211.61,898967220.25,977931428.77
Total Assets,17417770107.38,15649926492.85,11121129470.43,10395034903.03
Total Non Current Assets,9186868226.32,6935449561.65,6289961120.71,5371090644.1
Other Non Current Assets,687227892.09,678988502.77,547027883.35,186333682.92
Non Current Deferred Taxes Assets,33447336.48,35501318.81,42402266.09,24838862.14
Investmentin Financial Assets,12136667.94,12136667.94,21000000.0,21000000.0
Available For Sale Securities,12136667.94,12136667.94,21000000.0,21000000.0
Goodwill And Other Intangible Assets,188256106.37,193061909.27,193497431.75,140935535.43
Other Intangible Assets,188256106.37,193061909.27,193497431.75,140935535.43
Net PPE,8265800223.44,6015761162.86,5486033539.52,4997982563.61
Accumulated Depreciation,-3577725131.22,-3091032585.22,-2650241450.65,-2192641209.23
Gross PPE,11843525354.66,9106793748.08,8136274990.17,7190623772.84
Construction In Progress,1952779471.33,430680188.12,503560988.78,1922352537.27
Other Properties,1087754689.84,1036418021.36,874776147.0,764610750.96
Machinery Furniture Equipment,6015403048.8,5642804925.29,5196594475.55,3331509792.73
Buildings And Improvements,,,,1172150691.88
Properties,2787588144.69,1996890613.31,1561343378.84,1172150691.88
Current Assets,8230901881.06,8714476931.2,4831168349.72,5023944258.93
Other Current Assets,3152572049.06,1820106372.33,28794256.15,75378014.84
Assets Held For Sale Current,,21000000.0,,
Prepaid Assets,120106566.01,75691485.71,68037055.31,46064667.74
Inventory,1762913898.85,1469951320.11,1736720629.76,1353700896.06
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,909362072.71,656222099.64,883441793.54,732155902.2
Work In Process,93166145.11,88342831.55,94861218.05,53131772.6
Raw Materials,760385681.03,725386388.92,758417618.17,568413221.26
Other Receivables,98035051.85,85549089.15,98967540.64,71763348.98
Accounts Receivable,1234174054.09,1137726763.11,878405580.89,631964136.75
Allowance For Doubtful Accounts Receivable,-90495003.4,-88448579.78,-104045785.01,-99587529.95
Gross Accounts Receivable,1324669057.49,1226175342.89,982451365.9,731551666.7
Cash Cash Equivalents And Short Term Investments,1863100261.2,4104451900.79,2020243286.97,2845073194.56
Other Short Term Investments,40988290.88,210584581.52,31719228.28,1300765578.84
Cash And Cash Equivalents,1822111970.32,3893867319.27,1988524058.69,1544307615.72
Cash Equivalents,72409149.4,65938463.16,185311095.64,635060649.76
Cash Financial,1749702820.92,3827928856.11,1803212963.05,909246965.96
