,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,8273471846.05,5453555550.85,6159873329.23,-726913079.23
Repayment Of Debt,-1500000000.0,-799909380.08,-1281100000.0,
Issuance Of Debt,1495572622.12,799909380.08,21100000.0,1260000000.0
Capital Expenditure,-2961906284.58,-1969197487.86,-1483791745.29,-1992177711.16
End Cash Position,40155552697.41,24239102117.66,20271524269.72,14537437248.08
Beginning Cash Position,24239102117.66,20271524269.72,14537437248.08,13120156088.48
Effect Of Exchange Rate Changes,-360132552.71,7400551.34,12533137.63,80497370.18
Changes In Cash,16276583132.46,3960177296.6,5721553884.01,1336783789.42
Financing Cash Flow,7781707371.7,-1550590025.88,-3144426297.54,-318770209.45
Net Other Financing Charges,9070390450.03,-275801751.83,-861599151.46,-563227444.92
Cash Dividends Paid,-1284255700.45,-1274788274.05,-1022827146.08,-1015542764.53
Net Issuance Payments Of Debt,-4427377.88,0.0,-1260000000.0,1260000000.0
Net Long Term Debt Issuance,-4427377.88,0.0,-1260000000.0,1260000000.0
Long Term Debt Payments,-1500000000.0,-799909380.08,-1281100000.0,
Long Term Debt Issuance,1495572622.12,799909380.08,21100000.0,1260000000.0
Investing Cash Flow,-2740502369.87,-1911985716.23,1222315107.03,390289366.94
Net Investment Purchase And Sale,202492129.44,35310032.63,2685922955.26,2326208688.31
Sale Of Investment,202492129.44,657990444.13,2703008525.26,9768855921.88
Purchase Of Investment,,-622680411.5,-17085570.0,-7442647233.57
Net Business Purchase And Sale,,,,36045413.27
Sale Of Business,,,,36045413.27
Net PPE Purchase And Sale,-2942994499.31,-1947295748.86,-1463607848.23,-1971964734.64
Sale Of PPE,18911785.27,21901739.0,20183897.06,20212976.52
Purchase Of PPE,-2961906284.58,-1969197487.86,-1483791745.29,-1992177711.16
Operating Cash Flow,11235378130.63,7422753038.71,7643665074.52,1265264631.93
Change In Working Capital,2154466178.33,136937063.52,2381901147.32,-2870400849.08
Change In Other Current Assets,-403931406.24,-23141400.15,-98470631.06,-22107625.03
Change In Payable,4134810119.38,671408644.5,315322509.87,-511047975.13
Change In Inventory,-479237472.88,-135630816.98,129105750.3,-52676161.51
Change In Receivables,-1097175061.93,-375699363.85,2035943518.21,-2284569087.41
Other Non Cash Items,472184449.14,92948054.49,95205421.19,72752519.94
Depreciation And Amortization,844767585.74,776030092.13,704635650.89,577892505.63
Amortization Cash Flow,114581839.37,67263980.25,38096588.6,22481863.6
Depreciation,730185746.37,708766111.88,666539062.29,555410642.03
Gain Loss On Investment Securities,-116093158.61,-132499061.89,35620762.18,-533838050.67
Gain Loss On Sale Of PPE,-763291.27,-453882.05,3050598.74,-4232416.33
Net Income From Continuing Operations,7717002245.78,6336994647.53,4277820702.5,3815141579.62
Cash Flowsfromusedin Operating Activities Direct,11235378130.63,7422753038.71,7643665074.52,1265264631.93
Taxes Refund Paid Direct,-2787135744.23,-2290150446.16,-1567805996.36,-1631106957.81
Classesof Cash Payments,-20811646014.72,-18755978259.26,-16177981602.46,-16398409808.6
Other Cash Paymentsfrom Operating Activities,-11706722024.18,-11190382126.13,-9249239088.77,-9090918195.41
Paymentson Behalfof Employees,-7004960838.62,-6163445682.38,-5752122784.16,-6234169734.58
Paymentsto Suppliersfor Goodsand Services,-2099963151.92,-1402150450.75,-1176619729.53,-1073321878.61
Classesof Cash Receiptsfrom Operating Activities,34834159889.58,28468881744.13,25389452673.34,19294781398.34
Other Cash Receiptsfrom Operating Activities,1228283666.84,1322070742.88,1295530285.4,727342112.4
Receiptsfrom Customers,33605876222.74,27146811001.25,24093922387.94,18567439285.94
