,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,28698864088.0,28698864088.0,28698864088.0,28698864088.0
Share Issued,28698864088.0,28698864088.0,28698864088.0,28698864088.0
Total Debt,19781920000.0,20912573000.0,27347788000.0,32605454000.0
Tangible Book Value,150803307000.0,143229363000.0,137927143000.0,131089028000.0
Invested Capital,181488019000.0,176088089000.0,174765174000.0,175341455000.0
Working Capital,67588086000.0,64179957000.0,63051299000.0,64326313000.0
Net Tangible Assets,150803307000.0,143229363000.0,137927143000.0,131089028000.0
Capital Lease Obligations,2136919000.0,1545186000.0,1150855000.0,1225507000.0
Common Stock Equity,168773774000.0,160973373000.0,155041322000.0,148574346000.0
Total Capitalization,174422371000.0,167958233000.0,161137444000.0,158528622000.0
Total Equity Gross Minority Interest,210194594000.0,196523315000.0,190985916000.0,182291506000.0
Minority Interest,41420820000.0,35549942000.0,35944594000.0,33717160000.0
Stockholders Equity,168773774000.0,160973373000.0,155041322000.0,148574346000.0
Retained Earnings,90579708000.0,84566375000.0,79441376000.0,73717157000.0
Additional Paid In Capital,40482504000.0,40482504000.0,40482504000.0,40482504000.0
Capital Stock,28698864000.0,28698864000.0,28698864000.0,28698864000.0
Common Stock,28698864000.0,28698864000.0,28698864000.0,28698864000.0
Total Liabilities Net Minority Interest,302629036000.0,275268420000.0,251154230000.0,244534993000.0
Total Non Current Liabilities Net Minority Interest,23923988000.0,24860914000.0,23750479000.0,28978676000.0
Other Non Current Liabilities,7488317000.0,7233761000.0,7455858000.0,7623145000.0
Tradeand Other Payables Non Current,2436935000.0,2545999000.0,2514097000.0,3253253000.0
Non Current Deferred Revenue,5691226000.0,5979206000.0,6233688000.0,6658989000.0
Non Current Deferred Taxes Liabilities,521994000.0,571902000.0,299859000.0,263506000.0
Long Term Debt And Capital Lease Obligation,7785516000.0,8530046000.0,7246977000.0,11179783000.0
Long Term Capital Lease Obligation,2136919000.0,1545186000.0,1150855000.0,1225507000.0
Long Term Debt,5648597000.0,6984860000.0,6096122000.0,9954276000.0
Current Liabilities,278705048000.0,250407506000.0,227403751000.0,215556317000.0
Other Current Liabilities,2812471000.0,2456920000.0,2480106000.0,2658971000.0
Current Debt And Capital Lease Obligation,11996404000.0,12382527000.0,20100811000.0,21425671000.0
Current Debt,7065648000.0,8129856000.0,13627730000.0,16812833000.0
Payables,230440307000.0,206462735000.0,177895818000.0,161472069000.0
Other Payable,17088094000.0,21832320000.0,15618519000.0,13657994000.0
Dividends Payable,446278000.0,462255000.0,535223000.0,518336000.0
Total Tax Payable,3628077000.0,3298101000.0,3093070000.0,2358706000.0
Accounts Payable,209277858000.0,180870059000.0,158649006000.0,144937033000.0
Total Assets,512823630000.0,471791735000.0,442140146000.0,426826499000.0
Total Non Current Assets,166530496000.0,157204272000.0,151685096000.0,146943869000.0
Other Non Current Assets,37444593000.0,35028128000.0,30720034000.0,24617285000.0
Non Current Deferred Assets,453183000.0,266138000.0,279395000.0,201034000.0
Non Current Deferred Taxes Assets,4438024000.0,3871473000.0,3630804000.0,3731804000.0
Investmentin Financial Assets,3532382000.0,4610244000.0,3144491000.0,5370282000.0
Held To Maturity Securities,606157000.0,1582490000.0,236361000.0,2002484000.0
Available For Sale Securities,2926225000.0,3027754000.0,2908130000.0,3367798000.0
Long Term Equity Investment,22416806000.0,21378782000.0,18260754000.0,17203832000.0
Investment Properties,772208000.0,822189000.0,809758000.0,835306000.0
Goodwill And Other Intangible Assets,17970467000.0,17744010000.0,17114179000.0,17485318000.0
Other Intangible Assets,17663651000.0,17436604000.0,16852440000.0,17212512000.0
Goodwill,306816000.0,307406000.0,261739000.0,272806000.0
Net PPE,72280405000.0,66759127000.0,66382492000.0,66724052000.0
Accumulated Depreciation,-67936618000.0,-62988329000.0,-58529238000.0,-54517302000.0
Gross PPE,140217023000.0,129747456000.0,124911730000.0,121241354000.0
Construction In Progress,5419828000.0,4518956000.0,4111596000.0,6310367000.0
Other Properties,10858154000.0,9458751000.0,8799502000.0,8311756000.0
Machinery Furniture Equipment,64721379000.0,60209917000.0,58130698000.0,55383692000.0
Properties,59217662000.0,55559832000.0,53869934000.0,51235539000.0
Current Assets,346293134000.0,314587463000.0,290455050000.0,279882630000.0
Other Current Assets,12273760000.0,9831468000.0,11040354000.0,21587566000.0
Assets Held For Sale Current,,76709000.0,74600000.0,126275000.0
Prepaid Assets,8670885000.0,8097483000.0,7585929000.0,6851842000.0
Inventory,78946885000.0,66848740000.0,63136015000.0,61420021000.0
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,-2496866000.0,267680000.0,-26619675000.0,61353376469.0
Finished Goods,20004640000.0,15942170000.0,16051242000.0,15974445000.0
Work In Process,38312385000.0,32280515000.0,29514121000.0,29407418000.0
Raw Materials,20629860000.0,18626055000.0,17570652000.0,16038158000.0
Other Receivables,59822391000.0,59164675000.0,54338184000.0,57631905000.0
Accounts Receivable,110844449000.0,105705827000.0,88987037000.0,72985213000.0
Allowance For Doubtful Accounts Receivable,-6166873000.0,-5525084000.0,-4510182000.0,-4313797000.0
Gross Accounts Receivable,117011322000.0,111230911000.0,93497219000.0,77299010000.0
Cash Cash Equivalents And Short Term Investments,75734764000.0,64862561000.0,65292931000.0,59279808000.0
Other Short Term Investments,8222272000.0,8932728000.0,10431092000.0,10694693000.0
Cash And Cash Equivalents,67512492000.0,55929833000.0,54861839000.0,48585115000.0
Cash Equivalents,2450954000.0,945144000.0,992086000.0,960555000.0
Cash Financial,65061538000.0,54984689000.0,53869753000.0,47624560000.0
