,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,954923.865,45573.197952,-656714.592268,-2564121.438152
Tax Rate For Calcs,0.25,0.037423,0.024728,0.112088
Normalized EBITDA,665747660.16,530538234.41,526204237.92,531041663.83
Total Unusual Items,3819695.46,1217794.98,-26557583.54,-22875872.52
Total Unusual Items Excluding Goodwill,3819695.46,1217794.98,-26557583.54,-22875872.52
Net Income From Continuing Operation Net Minority Interest,392791954.44,196868907.52,197830227.92,194169353.99
Reconciled Depreciation,240949721.72,254379118.14,251511735.9,272042485.26
Reconciled Cost Of Revenue,3272980098.25,2897645311.7,2671528079.72,2681892849.62
EBITDA,669567355.62,531756029.39,499646654.38,508165791.31
EBIT,428617633.9,277376911.25,248134918.48,236123306.05
Net Interest Income,219902235.65,210922119.43,212283597.14,191354408.39
Interest Expense,48308994.49,73032880.23,44421847.11,17442338.01
Interest Income,270871029.84,286297248.25,259112516.35,210955338.96
Normalized Income,389927182.845,195696685.737952,223731096.867732,214481105.071848
Net Income From Continuing And Discontinued Operation,392791954.44,196868907.52,197830227.92,194169353.99
Total Expenses,7939832745.47,7619657383.22,7710732785.6,7407771598.69
Rent Expense Supplemental,20691723.87,27822698.39,28478623.2,19346499.66
Total Operating Income As Reported,367643743.64,211273468.08,208955962.79,203966347.84
Diluted Average Shares,436435505.0,418870016.0,420915379.0,413126285.0
Basic Average Shares,422356940.0,418870016.0,420915379.0,413126285.0
Diluted EPS,0.9,0.47,0.47,0.47
Basic EPS,0.93,0.47,0.47,0.47
Net Income Common Stockholders,392791954.44,196868907.52,197830227.92,194169353.99
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,392791954.44,196868907.52,197830227.92,194169353.99
Minority Interests,,171985.52,-845436.85,
Net Income Including Noncontrolling Interests,392791954.44,196696922.0,198675664.77,194169353.99
Net Income Continuous Operations,392791954.44,196696922.0,198675664.77,194169353.99
Tax Provision,-12483315.03,7647109.02,5037406.6,24511614.05
Pretax Income,380308639.41,204344031.02,203713071.37,218680968.04
Other Non Operating Income Expenses,12664895.77,-6929437.06,-5242891.42,14714620.2
Special Income Charges,9494083.91,-3997808.67,-27993382.71,-38873558.79
Other Special Charges,-4694858.43,-148393.76,-234643.17,-473986.12
Write Off,-7600709.29,-17071335.07,19665329.27,32869409.25
Impairment Of Capital Assets,2801483.81,21217537.5,8562696.61,6478135.66
Net Non Operating Interest Income Expense,219902235.65,210922119.43,212283597.14,191354408.39
Total Other Finance Cost,2659799.7,2342248.59,2407072.1,2158592.56
Interest Expense Non Operating,48308994.49,73032880.23,44421847.11,17442338.01
Interest Income Non Operating,270871029.84,286297248.25,259112516.35,210955338.96
Operating Income,103192278.03,-99901016.99,-48566394.0,5105094.13
Operating Expense,4666852647.22,4722012071.52,5039204705.88,4725878749.07
Other Operating Expenses,69769004.11,66380637.55,72889792.36,71194034.26
Depreciation And Amortization In Income Statement,121784050.11,147376902.85,163305417.14,174522957.13
Depreciation Income Statement,121784050.11,147376902.85,163305417.14,174522957.13
Research And Development,2055107212.03,2117868277.71,2266196366.45,2247775623.11
Selling General And Administration,658902747.32,706130533.76,872425386.95,695715974.36
Selling And Marketing Expense,484720428.17,491841900.1,660966808.6,521654576.72
General And Administrative Expense,174182319.15,214288633.66,211458578.35,174061397.64
Rent And Landing Fees,20691723.87,27822698.39,28478623.2,19346499.66
Gross Profit,4770044925.25,4622111054.53,4990638311.88,4730983843.2
Cost Of Revenue,3272980098.25,2897645311.7,2671528079.72,2681892849.62
Total Revenue,8043025023.5,7519756366.23,7662166391.6,7412876692.82
Operating Revenue,8043025023.5,7519756366.23,7662166391.6,7412876692.82
