,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,1137649560.02,404048563.67,618492328.96,283912543.31
Repayment Of Debt,-260000000.0,-1531675718.3,-1460944933.0,-58030000.0
Issuance Of Debt,60000000.0,906685718.3,2705099016.98,821194933.0
Capital Expenditure,-204362417.55,-407889013.38,-328118133.46,-461651235.18
End Cash Position,496187975.94,459147478.77,659712567.36,1387453390.4
Beginning Cash Position,459147478.77,659712567.36,1387453390.4,571636905.06
Effect Of Exchange Rate Changes,-2401022.73,93934.66,995452.96,-852662.57
Changes In Cash,39441519.9,-200659023.25,-728736276.0,816669147.91
Financing Cash Flow,-313971351.76,-842671102.37,1431607048.14,494618530.37
Net Other Financing Charges,-81467001.54,-167212642.59,207501553.33,-230713345.9
Cash Dividends Paid,-32504350.22,-50468459.78,-20048589.17,-37833056.73
Net Issuance Payments Of Debt,-200000000.0,-624990000.0,1244154083.98,763164933.0
Net Long Term Debt Issuance,-200000000.0,-624990000.0,1244154083.98,763164933.0
Long Term Debt Payments,-260000000.0,-1531675718.3,-1460944933.0,-58030000.0
Long Term Debt Issuance,60000000.0,906685718.3,2705099016.98,821194933.0
Investing Cash Flow,-988599105.91,-169925497.93,-3106953786.56,-423513160.95
Net Other Investing Changes,,,,
Net Investment Purchase And Sale,-791963857.84,238190998.78,-2783497040.2,35211553.86
Sale Of Investment,9848131970.88,10525936055.64,7474006009.95,7275094968.85
Purchase Of Investment,-10640095828.72,-10287745056.86,-10257503050.15,-7239883414.99
Net Business Purchase And Sale,2880000.0,-2420756.27,,
Sale Of Business,2880000.0,-2420756.27,,
Net PPE Purchase And Sale,-199515248.07,-405695740.44,-323456746.36,-458724714.81
Sale Of PPE,4847169.48,2193272.94,4661387.1,2926520.37
Purchase Of PPE,-204362417.55,-407889013.38,-328118133.46,-461651235.18
Operating Cash Flow,1342011977.57,811937577.05,946610462.42,745563778.49
Change In Working Capital,756426966.24,551147374.94,316963298.56,133199390.18
Change In Other Current Assets,-22130993.85,-226695.97,2098514.9,21441766.45
Change In Payable,1154374228.38,356908506.82,626784841.59,227068787.02
Change In Inventory,-517115405.02,30718224.25,-100983360.55,89909433.67
Change In Receivables,141299136.73,163747339.84,-210936697.38,-205220596.96
Other Non Cash Items,-166786716.55,-180208350.11,-164629342.42,-163524764.85
Depreciation And Amortization,240949721.72,254379118.14,251511735.9,272042485.26
Amortization Cash Flow,13939399.21,7900980.21,3732221.22,13205245.7
Depreciation,227010322.51,246478137.93,247779514.68,258837239.56
Gain Loss On Investment Securities,-36119725.48,-109982691.54,-70719001.09,-41728830.84
Gain Loss On Sale Of PPE,-3886663.29,3667350.92,3434354.23,367979.15
Net Income From Continuing Operations,392791954.44,196696922.0,198675664.77,194169353.99
Cash Flowsfromusedin Operating Activities Direct,1342011977.57,811937577.05,946610462.42,745563778.49
Taxes Refund Paid Direct,-292315099.24,-243831417.27,-310828707.82,-264662435.22
Classesof Cash Payments,-8470603369.26,-8534544475.94,-7733732169.94,-7326079753.18
Other Cash Paymentsfrom Operating Activities,-1825960894.7,-2064695252.05,-1563255108.79,-850830205.37
Paymentson Behalfof Employees,-3943600410.35,-4040090627.33,-4007391152.05,-4378986684.57
Paymentsto Suppliersfor Goodsand Services,-2701042064.21,-2429758596.56,-2163085909.1,-2096262863.24
Classesof Cash Receiptsfrom Operating Activities,10104930446.07,9590313470.26,8991171340.18,8336305966.89
Other Cash Receiptsfrom Operating Activities,665007335.34,740897256.82,260760578.75,207264435.37
Receiptsfrom Customers,9439923110.73,8849416213.44,8730410761.43,8129041531.52
