,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,1501299648.91,-582127446.61,-641880269.79,140636935.83
Repayment Of Debt,-1370037125.08,-898801116.06,-706814053.45,-823482394.93
Issuance Of Debt,1130995276.98,1702626404.47,1467812669.03,623936000.0
Capital Expenditure,-551885012.99,-1667098943.96,-1598780371.93,-547936965.35
End Cash Position,2538054982.11,1741364268.52,1878578077.04,1645925371.63
Beginning Cash Position,1741364268.52,1878578077.04,1645925371.63,1970052173.36
Effect Of Exchange Rate Changes,-13595902.46,9437573.8,48479587.95,-16042679.08
Changes In Cash,810286616.05,-146651382.32,184173117.46,-308084122.65
Financing Cash Flow,-516622298.76,722484670.48,887910980.52,-259478414.97
Net Other Financing Charges,9458601.13,149351530.59,274484392.52,37557613.69
Cash Dividends Paid,-287039051.79,-230692148.52,-147572027.58,-97489633.73
Net Issuance Payments Of Debt,-239041848.1,803825288.41,760998615.58,-199546394.93
Net Long Term Debt Issuance,-239041848.1,803825288.41,760998615.58,-199546394.93
Long Term Debt Payments,-1370037125.08,-898801116.06,-706814053.45,-823482394.93
Long Term Debt Issuance,1130995276.98,1702626404.47,1467812669.03,623936000.0
Investing Cash Flow,-726275747.09,-1954107550.15,-1660637965.2,-737179608.86
Net Other Investing Changes,-65086419.9,-28223200.0,-67573000.0,
Net Investment Purchase And Sale,-183816536.25,-278679230.2,1705146.17,-25584899.43
Sale Of Investment,4945479.72,328365.86,84065145.0,
Purchase Of Investment,-188762015.97,-279007596.06,-82359998.83,-25584899.43
Net Business Purchase And Sale,-4.67,,,-181177075.28
Purchase Of Business,-4.67,,,-181177075.28
Net PPE Purchase And Sale,-477372786.27,-1647205119.95,-1594770111.37,-530417634.15
Sale Of PPE,74512226.72,19893824.01,4010260.56,17519331.2
Purchase Of PPE,-551885012.99,-1667098943.96,-1598780371.93,-547936965.35
Operating Cash Flow,2053184661.9,1084971497.35,956900102.14,688573901.18
Change In Working Capital,-811123524.28,-781148629.87,-182025476.44,-242196158.56
Change In Other Current Assets,28245715.27,-104798418.1,-118865623.76,-17051780.66
Change In Payable,-816527381.34,485652247.75,771997626.27,489098660.9
Change In Inventory,-129880775.34,-494288466.8,-377161616.44,-173501093.59
Change In Receivables,107038917.13,-667713992.72,-457995862.51,-540741945.21
Other Non Cash Items,225513637.75,107444242.99,31923891.74,119651719.74
Depreciation And Amortization,975536085.12,527807036.09,353136164.77,267185746.29
Amortization Cash Flow,53199946.06,19834886.81,9340596.96,7148005.32
Depreciation,922336139.06,507972149.28,343795567.81,260037740.97
Gain Loss On Investment Securities,119611279.48,85735961.01,39474175.18,11623111.84
Gain Loss On Sale Of PPE,-2202708.89,9875052.21,2478593.9,3942587.71
Net Income From Continuing Operations,1570782177.81,1031720763.17,606387827.25,457353466.42
Cash Flowsfromusedin Operating Activities Direct,2053184661.9,1084971497.35,956900102.14,688573901.18
Taxes Refund Paid Direct,-1042418416.03,-533052303.15,-358348766.79,-136184299.74
Classesof Cash Payments,-6842032979.49,-6075582895.83,-4135267983.16,-3891675322.09
Other Cash Paymentsfrom Operating Activities,-410300811.55,-542886876.69,-581901880.17,-575040328.76
Paymentson Behalfof Employees,-2183448332.29,-1907402123.42,-1458779472.91,-1102429523.95
Paymentsto Suppliersfor Goodsand Services,-4248283835.65,-3625293895.72,-2094586630.08,-2214205469.38
Classesof Cash Receiptsfrom Operating Activities,9937636057.42,7693606696.33,5450516852.09,4716433523.01
Other Cash Receiptsfrom Operating Activities,358426922.88,508549329.42,353976610.18,401013426.58
Receiptsfrom Customers,9579209134.54,7185057366.91,5096540241.91,4315420096.43
