,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1463203784.0,1463578974.0,1464013974.0,1463168974.0
Share Issued,1463203784.0,1463578974.0,1464013974.0,1463168974.0
Total Debt,918467710.4,2758656975.45,2365087440.99,1288501065.3
Tangible Book Value,16243578784.03,14258721873.86,13717642830.84,10788119566.74
Invested Capital,20522336937.23,20085132139.88,18789063265.06,13387849838.5
Working Capital,8400360605.1,9939882969.85,10504250711.25,10979454724.18
Net Tangible Assets,16243578784.03,14258721873.86,13717642830.84,10788119566.74
Capital Lease Obligations,26099478.41,37378269.31,15949215.44,21022140.2
Common Stock Equity,20402094556.36,18649894203.46,17017167548.79,12688311790.95
Total Capitalization,20500336937.23,19925026584.33,18501499929.66,13382844171.82
Total Equity Gross Minority Interest,21326848530.54,19480787885.08,17740325419.38,13158347456.0
Minority Interest,924753974.18,830893681.62,723157870.59,470035665.05
Stockholders Equity,20402094556.36,18649894203.46,17017167548.79,12688311790.95
Treasury Stock,95811107.63,147846429.53,191397950.0,180504400.0
Retained Earnings,7060901043.37,5637682589.39,4378838552.87,3162455372.76
Additional Paid In Capital,6878311906.81,6839652372.71,6805563611.61,6795515061.61
Capital Stock,1463203784.0,1463578974.0,1464013974.0,1463168974.0
Common Stock,1463203784.0,1463578974.0,1464013974.0,1463168974.0
Total Liabilities Net Minority Interest,15290643033.33,12134670654.24,14070218256.97,13160097321.28
Total Non Current Liabilities Net Minority Interest,9704289182.76,7145340467.71,7754012185.44,7481399996.64
Other Non Current Liabilities,135138846.44,314112136.18,290043660.76,1351516615.43
Tradeand Other Payables Non Current,8300139584.25,3927165177.29,4048370750.0,3447123919.65
Non Current Deferred Revenue,1138551471.7,1582017513.98,1893298458.48,1952233127.36
Non Current Deferred Taxes Liabilities,6117421.09,9534990.08,22017719.89,14971813.13
Long Term Debt And Capital Lease Obligation,124341859.28,1312510650.18,1500281596.31,715554521.07
Long Term Capital Lease Obligation,26099478.41,37378269.31,15949215.44,21022140.2
Long Term Debt,98242380.87,1275132380.87,1484332380.87,694532380.87
Current Liabilities,5586353850.57,4989330186.53,6316206071.53,5678697324.64
Other Current Liabilities,113900718.54,132672340.26,35252877.01,93404362.49
Current Debt And Capital Lease Obligation,794125851.12,1446146325.27,864805844.68,572946544.23
Current Debt,22000000.0,160105555.55,287563335.4,5005666.68
Payables,3728002895.75,2843264852.44,3157611050.18,3153645884.77
Other Payable,357610037.62,427891203.5,458509774.11,441388953.7
Dividends Payable,1460262.74,,907586.4,
Total Tax Payable,140497695.65,246716877.19,251815102.64,124975763.38
Accounts Payable,3228434899.74,2168656771.75,2446378587.03,2587281167.69
Total Assets,36617491563.87,31615458539.32,31810543676.35,26318444777.28
Total Non Current Assets,22630777108.2,16686245382.94,14990086893.57,9660292728.46
Other Non Current Assets,6955398228.45,2165326733.52,2586172989.84,2064963938.25
Non Current Deferred Assets,60230961.2,56017214.69,34835902.15,31279566.18
Non Current Deferred Taxes Assets,159913730.1,149573315.04,148743319.67,130543104.86
Investmentin Financial Assets,96773995.0,95513995.0,3603300.0,3932900.0
Available For Sale Securities,96773995.0,95513995.0,3603300.0,3932900.0
Long Term Equity Investment,7558919341.53,6909213796.46,6395005760.26,3456606315.19
Goodwill And Other Intangible Assets,4158515772.33,4391172329.6,3299524717.95,1900192224.21
Other Intangible Assets,4082052698.7,4317093077.56,3226677504.5,1834806705.77
Goodwill,76463073.63,74079252.04,72847213.45,65385518.44
Net PPE,3641025079.59,2919427998.63,2522200903.7,2072774679.77
Accumulated Depreciation,-1880033540.43,-1590362856.86,-1283563817.54,-955578059.92
Gross PPE,5521058620.02,4509790855.49,3805764721.24,3028352739.69
Construction In Progress,748873107.16,570112978.12,290705678.96,589569300.74
Other Properties,1963746620.93,1908576321.53,1689161534.17,1423814087.29
Machinery Furniture Equipment,309672701.13,301468066.55,249631811.08,130165647.78
Properties,2498766190.8,1729633489.29,1576265697.03,884803703.88
Current Assets,13986714455.67,14929213156.38,16820456782.78,16658152048.82
Other Current Assets,831556278.29,1302263302.98,831228402.14,790666105.83
Prepaid Assets,228732032.61,137161177.82,423351760.53,780581496.59
Inventory,3858528097.75,3430001372.21,6379403404.37,6009351822.84
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,103036000.8,48823258.98,19981881.83,12337881.01
Finished Goods,2609634967.52,2423809814.83,4247736221.74,3737735304.73
Work In Process,57212463.28,6130174.12,3848723.09,88060604.62
Raw Materials,1088644666.15,951238124.28,2107836577.71,2171218032.48
Other Receivables,282651211.73,337468853.01,236543738.04,283873468.65
Accounts Receivable,2268422761.39,2528982167.67,2794846188.89,2303020604.06
Allowance For Doubtful Accounts Receivable,-405533067.09,-308732711.53,-247435209.92,-179654539.79
Gross Accounts Receivable,2673955828.48,2837714879.2,3042281398.81,2415578292.61
Cash Cash Equivalents And Short Term Investments,6516824073.9,7193336282.69,6155083288.81,6490658550.85
Other Short Term Investments,,,,9634172.76
Cash And Cash Equivalents,6516824073.9,7193336282.69,6155083288.81,6481024378.09
Cash Equivalents,251081762.21,78179000.45,277153133.48,182941382.52
Cash Financial,6265742311.69,7115157282.24,5877930155.33,6281027150.14
