,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,233619282.0,224000000.0,224000000.0,224000000.0
Share Issued,233619282.0,224000000.0,224000000.0,224000000.0
Total Debt,918355817.65,559593292.08,8684838.53,20000000.0
Tangible Book Value,1941545211.13,2020635376.13,1796150033.59,1730843529.6
Invested Capital,2990985496.79,2630538961.15,1835384046.78,1789989140.59
Working Capital,2158208013.49,2089883689.36,1353399421.34,1397649117.32
Net Tangible Assets,1941545211.13,2020635376.13,1796150033.59,1730843529.6
Capital Lease Obligations,24268537.68,448550.76,4185492.4,0.0
Common Stock Equity,2192814282.05,2074828270.64,1835384046.78,1769989140.59
Total Capitalization,2959952680.1,2630538961.15,1835384046.78,1769989140.59
Total Equity Gross Minority Interest,2302946499.34,2074828270.64,1841474093.86,1769989140.59
Minority Interest,110132217.29,0.0,6090047.08,0.0
Stockholders Equity,2192814282.05,2074828270.64,1835384046.78,1769989140.59
Other Equity Interest,124329689.88,146954883.95,,
Treasury Stock,91863677.66,0.0,,
Retained Earnings,1101116584.49,859783634.1,776204126.95,714803564.7
Additional Paid In Capital,719234008.19,630365398.92,627744368.21,627744368.21
Capital Stock,166870916.0,160000000.0,160000000.0,160000000.0
Common Stock,166870916.0,160000000.0,160000000.0,160000000.0
Preferred Stock,,0.0,,
Total Liabilities Net Minority Interest,2609536766.77,1465666520.07,779544921.2,614229738.12
Total Non Current Liabilities Net Minority Interest,850385346.11,629942823.65,42201989.16,35014725.08
Preferred Securities Outside Stock Equity,,0.0,,
Non Current Deferred Revenue,22638704.39,21927203.5,15683003.5,13420000.0
Non Current Deferred Taxes Liabilities,36339705.99,51856378.88,22333493.26,21594725.08
Long Term Debt And Capital Lease Obligation,791406935.73,556159241.27,4185492.4,0.0
Long Term Capital Lease Obligation,24268537.68,448550.76,4185492.4,0.0
Long Term Debt,767138398.05,555710690.51,,
Current Liabilities,1759151420.66,835723696.42,737342932.04,579215013.04
Other Current Liabilities,30905404.01,14089590.36,10311724.25,6787891.98
Current Debt And Capital Lease Obligation,126948881.92,3434050.81,4499346.13,20000000.0
Current Debt,31032816.69,0.0,0.0,20000000.0
Payables,1421435813.87,709818591.07,643210905.88,500200883.62
Other Payable,86295209.5,24991697.22,20336003.43,14942229.88
Dividends Payable,,0.0,,
Total Tax Payable,43672959.06,13887160.2,30309238.13,26478881.22
Accounts Payable,1291467645.31,670939733.65,592565664.32,458779772.52
Total Assets,4912483266.11,3540494790.71,2621019015.06,2384218878.71
Total Non Current Assets,995123831.96,614887404.93,530276661.68,407354748.35
Other Non Current Assets,19096250.36,1509909.91,14170333.66,1082411.0
Non Current Deferred Assets,24554494.69,709208.26,1121286.41,0.0
Non Current Deferred Taxes Assets,54416921.04,42521653.56,38943362.23,29274258.41
Investmentin Financial Assets,0.0,182300000.0,175416611.79,180868833.87
Held To Maturity Securities,,0.0,,
Available For Sale Securities,,182300000.0,175416611.79,180868833.87
Long Term Equity Investment,,0.0,,
Investment Properties,,0.0,0.0,0.0
Goodwill And Other Intangible Assets,251269070.92,54192894.51,39234013.19,39145610.99
Other Intangible Assets,124529298.39,54192894.51,39234013.19,39145610.99
Goodwill,126739772.53,0.0,,
Net PPE,526641140.7,333653738.69,261391054.4,156983634.08
Accumulated Depreciation,-265366587.12,-193210536.51,-176737557.17,-165054474.64
Gross PPE,792007727.82,526864275.2,438128611.57,322038108.72
Construction In Progress,59626343.25,138213666.14,101339541.47,247787.62
Other Properties,52046091.91,18052146.16,19486809.92,7853021.35
Machinery Furniture Equipment,248867341.67,110582152.02,77240831.06,73875870.63
Properties,431467950.99,260016310.88,240061429.12,240061429.12
Current Assets,3917359434.15,2925607385.78,2090742353.38,1976864130.36
Other Current Assets,47803732.01,6439061.55,2021186.05,149432.65
Hedging Assets Current,,0.0,,
Assets Held For Sale Current,,0.0,,
Prepaid Assets,305744100.85,15652234.38,20324900.26,12145352.92
Inventory,325238815.81,181998060.22,86092331.8,56465490.97
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,2912055.26,,,
Finished Goods,72323285.02,73433838.14,17974167.1,6802623.84
Work In Process,131994154.25,55682986.62,23380447.21,23885319.96
Raw Materials,118009321.28,52881235.46,44737717.49,25777547.17
Other Receivables,252160161.74,94727354.01,193267279.37,187702880.08
Accounts Receivable,1486807669.55,1141247890.27,897642514.32,752945626.69
Allowance For Doubtful Accounts Receivable,-247649942.12,-233051857.47,-235175904.53,-188985803.47
Gross Accounts Receivable,1734457611.67,1374299747.74,1132818418.85,941931430.16
Cash Cash Equivalents And Short Term Investments,1499604954.19,1485542785.35,891394141.58,967455347.05
Other Short Term Investments,130000004.52,40049308.6,,149700000.0
Cash And Cash Equivalents,1369604949.67,1445493476.75,891394141.58,817755347.05
Cash Equivalents,327115144.58,172993727.74,316247339.42,265050701.4
Cash Financial,1042489805.09,1272499749.01,575146802.16,552704645.65
