,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-4116993.770707,-423756.443387,-7175489.6665,-4057780.797819
Tax Rate For Calcs,0.153124,0.132274,0.142615,0.142113
Normalized EBITDA,296690496.79,154654064.98,169380072.13,146750889.76
Total Unusual Items,-26886647.1,-3203629.57,-50313849.86,-28553173.1
Total Unusual Items Excluding Goodwill,-26886647.1,-3203629.57,-50313849.86,-28553173.1
Net Income From Continuing Operation Net Minority Interest,157319887.64,102288669.81,86262961.72,85299999.81
Reconciled Depreciation,40809769.45,23886762.84,18322416.14,17331675.62
Reconciled Cost Of Revenue,1085557534.44,813920620.4,686287718.14,585752558.5
EBITDA,269803849.69,151450435.41,119066222.27,118197716.66
EBIT,228994080.24,127563672.57,100743806.13,100866041.04
Net Interest Income,-21661883.48,5024354.65,11864038.69,2899356.45
Interest Expense,34739185.42,10222902.79,726930.42,1435681.65
Interest Income,15884599.09,15831265.12,13697443.45,7336499.56
Normalized Income,180089540.969293,105068542.936613,129401321.9135,109795392.112181
Net Income From Continuing And Discontinued Operation,157319887.64,102288669.81,86262961.72,85299999.81
Total Expenses,1309240763.52,939884452.54,780720902.96,661188983.78
Total Operating Income As Reported,193188017.18,116077608.95,100053665.21,100050148.22
Diluted Average Shares,231839834.0,223756465.0,223644716.0,178238806.0
Basic Average Shares,224742697.0,223756465.0,223644716.0,178238806.0
Diluted EPS,0.678571,0.457143,0.385714,0.478571
Basic EPS,0.7,0.457143,0.385714,0.478571
Net Income Common Stockholders,157319887.64,102288669.81,86262961.72,85299999.81
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,157319887.64,102288669.81,86262961.72,85299999.81
Minority Interests,-7189900.29,469016.37,509952.92,
Net Income Including Noncontrolling Interests,164509787.93,101819653.44,85753008.8,85299999.81
Net Income Continuous Operations,164509787.93,101819653.44,85753008.8,85299999.81
Tax Provision,29745106.89,15521116.34,14263866.91,14130359.58
Pretax Income,194254894.82,117340769.78,100016875.71,99430359.39
Other Non Operating Income Expenses,1066877.64,1263160.83,-36789.5,-619788.83
Special Income Charges,-26837338.5,-3203629.57,-50313849.86,-28553173.1
Other Special Charges,-60819.83,-154242.66,-8136.68,-39159.38
Write Off,23525554.91,2632089.3,50075556.44,29626322.63
Impairment Of Capital Assets,3372603.42,725782.93,246430.1,-1033990.15
Net Non Operating Interest Income Expense,-21661883.48,5024354.65,11864038.69,2899356.45
Total Other Finance Cost,2807297.15,584007.68,1106474.34,3001461.46
Interest Expense Non Operating,34739185.42,10222902.79,726930.42,1435681.65
Interest Income Non Operating,15884599.09,15831265.12,13697443.45,7336499.56
Operating Income,226684102.02,113571444.67,133761802.13,126763602.42
Operating Expense,223683229.08,125963832.14,94433184.82,75436425.28
Other Operating Expenses,12135647.59,7612757.54,17121610.08,15068144.39
Depreciation And Amortization In Income Statement,12219569.55,10767499.28,6629401.04,6614204.56
Amortization,,,249752.36,212128.0
Depreciation Income Statement,12219569.55,10767499.28,6379648.68,6402076.56
Research And Development,55973240.45,34660974.63,19321627.68,14167426.44
Selling General And Administration,71193464.17,27671740.27,20584854.82,18882197.59
Selling And Marketing Expense,33594845.61,14908302.35,6971466.11,7256046.22
General And Administrative Expense,37598618.56,12763437.92,13613388.71,11626151.37
Gross Profit,450367331.1,239535276.81,228194986.95,202200027.7
Cost Of Revenue,1085557534.44,813920620.4,686287718.14,585752558.5
Total Revenue,1535924865.54,1053455897.21,914482705.09,787952586.2
Operating Revenue,1535924865.54,1053455897.21,914482705.09,787952586.2
