,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,18883284867.0,18883284867.0,18860704150.0,17522710852.0
Share Issued,18883284867.0,18883284867.0,18860704150.0,17522710852.0
Net Debt,328605291893.02,263345626551.52,216713399507.71,184858880772.41
Total Debt,383870404281.47,316251552705.57,259084028999.61,232956337865.89
Tangible Book Value,97029415740.94,81535677677.05,81650616755.55,71911777112.2
Invested Capital,458560337113.53,364069069302.48,321608055375.65,274224583416.88
Working Capital,-17561437665.79,-29357646674.84,-8176569042.16,-7766908515.99
Net Tangible Assets,97029415740.94,81535677677.05,81650616755.55,71911777112.2
Capital Lease Obligations,4207993507.14,3623734821.09,2789770519.36,2893341029.98
Common Stock Equity,110217027781.66,90949623632.1,88732984365.8,76301639589.04
Preferred Stock Equity,,,,1094750768.22
Total Capitalization,429484603223.01,344204714368.76,306243538261.18,266693886758.5
Total Equity Gross Minority Interest,209367959844.07,162798002691.35,147961121740.26,125555427281.95
Minority Interest,99150932062.41,71848379059.25,59228137374.46,49253787692.91
Stockholders Equity,110217027781.66,90949623632.1,88732984365.8,76301639589.04
Other Equity Interest,1000000000.0,1000000000.0,6000000000.0,10094750768.22
Retained Earnings,41658017873.57,37750189702.99,31334470027.2,26230988454.51
Additional Paid In Capital,36505273319.53,23639313194.62,23512442155.19,14315249751.15
Capital Stock,20568002074.0,18883284867.0,18860704150.0,17522710852.0
Common Stock,20568002074.0,18883284867.0,18860704150.0,17522710852.0
Preferred Stock,,,,1094750768.22
Total Liabilities Net Minority Interest,450371208997.2,376469247784.67,316890049153.84,284343077804.44
Total Non Current Liabilities Net Minority Interest,348628093274.1,278871268382.23,242953063251.11,218770505983.53
Other Non Current Liabilities,6325117962.01,6107798323.0,5951673320.33,5650414464.89
Tradeand Other Payables Non Current,18170545358.68,15583505125.4,16054852523.81,19382968005.21
Non Current Deferred Revenue,168436991.87,152047906.85,140040350.29,134393630.4
Non Current Deferred Taxes Liabilities,488424013.05,149091469.23,506172641.94,317141683.59
Long Term Debt And Capital Lease Obligation,323475568948.49,256878825557.75,220300324414.74,193285588199.44
Long Term Capital Lease Obligation,4207993507.14,3623734821.09,2789770519.36,2893341029.98
Long Term Debt,319267575441.35,253255090736.66,217510553895.38,190392247169.46
Current Liabilities,101743115723.1,97597979402.44,73936985902.73,65572571820.91
Other Current Liabilities,2573262220.39,5762124395.39,7411125151.37,4221914053.2
Current Debt And Capital Lease Obligation,60394835332.98,59372727147.82,38783704584.87,39670749666.45
Current Debt,29075733890.52,19864354933.72,15364517114.47,7530696658.38
Payables,38341812226.74,32217913836.45,27647429547.19,21614884063.13
Other Payable,4243473297.51,5054517158.11,2716521045.64,1853052682.67
Dividends Payable,173096774.82,484794387.14,484423711.3,42694189.86
Total Tax Payable,7058890048.45,4271029092.63,3907497970.82,3329340854.08
Accounts Payable,26866352105.96,22407573198.57,20538986819.43,16389796336.52
Total Assets,659739168841.27,539267250476.02,464851170894.1,409898505086.39
Total Non Current Assets,575557490783.96,471026917748.42,399090754033.53,352092841781.47
Other Non Current Assets,27868643197.11,14757203070.39,8531745528.98,6014454693.71
Non Current Deferred Assets,1167653091.47,1012323340.13,1052941660.63,1029630185.55
Non Current Deferred Taxes Assets,1909684676.97,1827469415.24,1984850949.46,1686188333.55
Investmentin Financial Assets,94702093.97,105651039.02,103282695.96,105230511.24
Held To Maturity Securities,40777760.36,52999527.78,50631184.72,52579000.0
Available For Sale Securities,53924333.61,52651511.24,52651511.24,52651511.24
Long Term Equity Investment,8411163024.19,7579961902.73,5684588939.69,4843519267.37
Investment Properties,377232994.1,422052061.5,423015329.27,423541112.51
Goodwill And Other Intangible Assets,13187612040.72,9413945955.05,7082367610.25,4389862476.84
Other Intangible Assets,7417040825.98,3803375752.05,3145474199.6,2277957031.95
Goodwill,5770571214.74,5610570203.0,3936893410.65,2111905444.89
Net PPE,522522006547.87,435890369156.94,374210741504.4,333583997843.87
Accumulated Depreciation,-159769121101.55,-141871166301.93,-124531114234.96,-106442813300.22
Gross PPE,682291127649.42,577761535458.87,498741855739.36,440026811144.09
Construction In Progress,215765752291.72,153574844649.7,101513648741.31,78862907337.14
Other Properties,377066127183.8,337320852595.47,311837010364.79,282576349368.54
Machinery Furniture Equipment,528581447.37,488791749.64,460837424.03,411438015.74
Properties,88930666726.53,86377046464.06,84930359209.23,78176116422.67
Current Assets,84181678057.31,68240332727.6,65760416860.57,57805663304.92
Other Current Assets,3863194551.1,3742228476.85,3255287787.39,1914541211.56
Prepaid Assets,2743420995.18,4845160066.49,2793899149.07,3930489396.82
Inventory,30860055929.67,26422613122.64,24809227804.28,22755084731.45
Inventories Adjustments Allowances,-11047566.4,-10436879.87,-8397758.58,-5286573.04
Other Inventories,9379164316.85,8885212829.4,8170356479.73,8179329250.92
Raw Materials,21491939179.22,17547837173.11,16647269083.13,14581042053.57
Other Receivables,2326041379.15,2091307409.18,1527509918.29,1007640186.03
Accounts Receivable,24650947763.36,21365204533.58,17210913147.74,15133844723.63
Allowance For Doubtful Accounts Receivable,-634191081.21,-516079404.39,-371129707.05,-322515234.82
Gross Accounts Receivable,25285138844.57,21881283937.97,17582042854.79,15456359958.45
Cash Cash Equivalents And Short Term Investments,19738017438.85,9773819118.86,16163579053.8,13064063055.43
Other Short Term Investments,,,1907551.66,
Cash And Cash Equivalents,19738017438.85,9773819118.86,16161671502.14,13064063055.43
Cash Equivalents,4293064288.54,146453841.05,388256760.07,111313522.99
Cash Financial,15283647505.32,9627365277.81,15773385042.88,12952749532.44
