,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-49987791125.15,-23974271350.01,-3811873131.83,10485338263.74
Repayment Of Debt,-114076620325.25,-92354277066.97,-87647725624.78,-57819067483.9
Issuance Of Debt,170142425763.4,139987491128.7,117161246582.27,63853468644.77
Capital Expenditure,-90708324096.21,-67100346470.6,-50509690597.17,-25122678352.92
End Cash Position,19570105259.73,9322706927.67,15585418755.87,12466736998.62
Beginning Cash Position,9322706927.67,15585418755.87,12466736998.62,14645661504.3
Effect Of Exchange Rate Changes,-18114670.15,-9322432.63,-6603672.94,-1154272.76
Changes In Cash,10265513002.21,-6253389395.57,3125285430.19,-2177770232.92
Financing Cash Flow,64489630574.3,22332069646.18,9435948555.73,-11747184345.79
Net Other Financing Charges,30361319910.09,-5050852858.74,2237047468.76,-2407950891.68
Cash Dividends Paid,-14986245918.0,-13349515023.81,-16646902099.05,-11286334614.98
Net Issuance Payments Of Debt,56065805438.15,47633214061.73,29513520957.49,6034401160.87
Net Long Term Debt Issuance,56065805438.15,47633214061.73,29513520957.49,6034401160.87
Long Term Debt Payments,-114076620325.25,-92354277066.97,-87647725624.78,-57819067483.9
Long Term Debt Issuance,170142425763.4,139987491128.7,117161246582.27,63853468644.77
Investing Cash Flow,-94944650543.15,-71711534162.34,-53008480590.88,-26038602503.79
Net Other Investing Changes,-1331836013.22,289757528.32,366786295.93,574103735.94
Net Investment Purchase And Sale,-811604310.27,-1474550619.94,-531502855.5,-874967454.96
Sale Of Investment,258971312.1,207547646.06,229485644.5,114160661.66
Purchase Of Investment,-1070575622.37,-1682098266.0,-760988500.0,-989128116.62
Net Business Purchase And Sale,-2093807198.69,-3552484513.62,-2357126231.6,-691115972.28
Purchase Of Business,-2093807198.69,-3552484513.62,-2357126231.6,-691115972.28
Net PPE Purchase And Sale,-90707403020.97,-66974256557.1,-50486637799.71,-25046622812.49
Sale Of PPE,921075.24,126089913.5,23052797.46,76055540.43
Purchase Of PPE,-90708324096.21,-67100346470.6,-50509690597.17,-25122678352.92
Operating Cash Flow,40720532971.06,43126075120.59,46697817465.34,35608016616.66
Change In Working Capital,-1290520831.28,-439163177.01,6221211950.39,-382914272.33
Change In Other Current Assets,43016139.63,129841023.23,141640105.61,-182087859.64
Change In Payable,8127071299.73,3738749541.5,4052787268.7,5627062845.28
Change In Inventory,-4070170861.07,-1645173144.11,-1802964531.91,-2757526560.56
Change In Receivables,-5390437409.57,-2662580597.63,3829749107.99,-3070362697.41
Other Non Cash Items,7145854614.07,7613974542.33,8483112295.76,7394168039.45
Depreciation And Amortization,18147959266.48,16647854337.37,15731750096.46,14199284833.23
Amortization Cash Flow,366138961.03,273857066.28,216591683.06,216085780.36
Depreciation,17781820305.45,16373997271.09,15515158413.4,13983199052.87
Gain Loss On Investment Securities,-410726143.2,-382226575.22,-275284644.13,-194732895.94
Gain Loss On Sale Of PPE,10397892.57,-16937096.18,53890809.37,-15543668.09
Net Income From Continuing Operations,16553095062.63,19410620722.4,16322859203.71,14331905854.18
Cash Flowsfromusedin Operating Activities Direct,40720532971.06,43126075120.59,46697817465.34,35608016616.66
Taxes Refund Paid Direct,-13964189961.14,-12958037827.48,-10300813340.73,-7912177888.13
Classesof Cash Payments,-36584929519.88,-30894668094.07,-28185492006.01,-25584623664.74
Other Cash Paymentsfrom Operating Activities,-2027837319.04,-1945130580.69,-2758386710.45,-1973366970.03
Paymentson Behalfof Employees,-8454056762.56,-8043848298.67,-7172625574.14,-5829828519.54
Paymentsto Suppliersfor Goodsand Services,-26103035438.28,-20905689214.71,-18254479721.42,-17781428175.17
Classesof Cash Receiptsfrom Operating Activities,91269652452.08,86978781042.14,85184122812.08,69104818169.53
Other Cash Receiptsfrom Operating Activities,5139302203.76,4254244661.04,3706957106.97,2733103302.41
Receiptsfrom Customers,86130350248.32,82724536381.1,81477165705.11,66371714867.12
