,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1018874309.0,1019009309.0,1008327309.0,1008327309.0
Share Issued,1018874309.0,1019009309.0,1008327309.0,1008327309.0
Total Debt,353950840.57,73342439.7,336420186.87,849097455.47
Tangible Book Value,10441832943.28,9852866532.84,9405735498.62,8574958554.78
Invested Capital,11526912098.44,10705001954.92,10271021528.38,10230319403.72
Working Capital,8182465812.66,7972289238.45,7927425190.5,7791501036.41
Net Tangible Assets,10441832943.28,9852866532.84,9405735498.62,8574958554.78
Capital Lease Obligations,24675421.39,19459272.75,14247526.29,18367658.5
Common Stock Equity,11295271308.57,10705001954.92,10271021528.38,9420658965.36
Total Capitalization,11448733531.77,10705001954.92,10271021528.38,10230319403.72
Total Equity Gross Minority Interest,12381841145.91,11693336512.91,11097515143.81,10156608202.38
Minority Interest,1086569837.34,988334557.99,826493615.43,735949237.02
Stockholders Equity,11295271308.57,10705001954.92,10271021528.38,9420658965.36
Treasury Stock,126076610.0,127649900.0,,
Retained Earnings,9157943098.58,8621346801.61,7801128014.08,7062100430.34
Additional Paid In Capital,569049786.29,570488076.29,694059018.53,694059018.53
Capital Stock,1018874309.0,1019009309.0,1008327309.0,1008327309.0
Common Stock,1018874309.0,1019009309.0,1008327309.0,1008327309.0
Total Liabilities Net Minority Interest,12882777516.93,10209761933.26,8301871167.09,7511639477.03
Total Non Current Liabilities Net Minority Interest,474053630.08,352732068.32,333053216.71,846633820.11
Other Non Current Liabilities,900946.1,,,
Tradeand Other Payables Non Current,118669005.53,153562388.21,122545941.06,1029400.0
Non Current Deferred Revenue,169055350.66,173517811.98,191742009.6,17576323.25
Non Current Deferred Taxes Liabilities,7290683.2,6192595.38,4517739.76,
Long Term Debt And Capital Lease Obligation,178137644.59,19459272.75,14247526.29,828028096.86
Long Term Capital Lease Obligation,24675421.39,19459272.75,14247526.29,18367658.5
Long Term Debt,153462223.2,,,809660438.36
Current Liabilities,12408723886.85,9857029864.94,7968817950.38,6665005656.92
Other Current Liabilities,287805887.81,198194712.03,181802542.4,120333587.36
Current Debt And Capital Lease Obligation,175813195.98,53883166.95,322172660.58,21069358.61
Current Debt,78178566.67,,,
Payables,10231852706.67,8242769705.9,6277806533.03,5597959731.17
Other Payable,244826016.17,233845287.25,107422493.25,80883753.19
Dividends Payable,84566567.65,,,
Total Tax Payable,170067407.24,194265551.89,253848857.5,187566696.31
Accounts Payable,9732392715.61,7814658866.76,5916535182.28,5329509281.67
Total Assets,25264618662.84,21903098446.17,19399386310.9,17668247679.41
Total Non Current Assets,4673428963.33,4073779342.78,3503143170.02,3211740986.08
Other Non Current Assets,1087854445.01,580432930.6,566688030.05,460408541.75
Non Current Deferred Assets,8458368.07,6248074.8,338362.86,1158372.76
Non Current Deferred Taxes Assets,242582708.32,246454536.92,181318472.29,181947861.35
Investmentin Financial Assets,689375.44,2673456.26,2903549.85,4551929.87
Available For Sale Securities,689375.44,2673456.26,2903549.85,4551929.87
Long Term Equity Investment,339553927.22,331228057.63,386038.98,15725542.02
Goodwill And Other Intangible Assets,853438365.29,852135422.08,865286029.76,845700410.58
Other Intangible Assets,853438365.29,852135422.08,865286029.76,845700410.58
Net PPE,2023935943.56,1902977177.56,1886222686.23,1702248327.75
Accumulated Depreciation,-2062603591.85,-1945279560.66,-1712799090.3,-1611709768.51
Gross PPE,4086539535.41,3848256738.22,3599021776.53,3313958096.26
Construction In Progress,209446724.7,101189670.64,52364856.62,140840553.23
Other Properties,397267597.78,384389588.75,766894389.57,593357403.07
Machinery Furniture Equipment,1639657128.76,1539435061.8,1196223000.23,1006206691.02
Properties,1840168084.17,1823242417.03,1583539530.11,1573553448.94
Current Assets,20591189699.51,17829319103.39,15896243140.88,14456506693.33
Other Current Assets,515792489.99,108815516.05,76089749.14,63590490.33
Prepaid Assets,936791377.9,430978363.59,595166686.9,447703805.74
Inventory,2644362782.43,2708435233.16,2808396611.03,2734508275.19
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,3244059.03,,4020468.84,
Finished Goods,1138789606.3,1226459237.29,1312974880.79,1439818432.99
Work In Process,1033262950.59,978675097.41,963710941.33,784446190.97
Raw Materials,469066166.51,503300898.46,527690320.07,510243651.23
Other Receivables,2145215517.46,2339845635.21,2305084120.79,2265134278.46
Accounts Receivable,8794490484.78,7225308071.28,6408859648.94,6091356092.79
Allowance For Doubtful Accounts Receivable,-867860191.28,-896964220.79,-858098790.58,-980912989.57
Gross Accounts Receivable,9662350676.06,8122272292.07,7298013991.22,7072269082.36
Cash Cash Equivalents And Short Term Investments,5554537046.95,5015936284.1,3702646324.08,2854213750.82
Cash And Cash Equivalents,5554537046.95,5015936284.1,3702646324.08,2854213750.82
Cash Equivalents,5374875829.76,4934646517.73,104776411.9,113506246.85
Cash Financial,122565097.1,9094856.24,3593485532.99,2740707503.97
