,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,21599240583.0,21599240583.0,21599240583.0,21599240583.0
Share Issued,21599240583.0,21599240583.0,21599240583.0,21599240583.0
Net Debt,,19750496086.72,19906520258.35,25263283055.17
Total Debt,30248216854.75,50864931651.22,52849697654.02,49958125422.81
Tangible Book Value,69933992849.89,58451748450.9,50415092518.46,38540813221.84
Invested Capital,100996030941.41,110006843002.71,104252647586.31,89426594671.03
Working Capital,33713795838.21,34667310944.07,35620675570.69,20295812430.45
Net Tangible Assets,69933992849.89,58451748450.9,50415092518.46,38540813221.84
Capital Lease Obligations,275179629.85,398358355.54,295612127.39,376817378.08
Common Stock Equity,71022993716.51,59540269707.03,51698562059.68,39845286626.3
Total Capitalization,80356833832.24,80307987251.96,72823734258.56,54605865481.39
Total Equity Gross Minority Interest,85942236144.77,71962174207.31,62037416699.14,48264212337.07
Minority Interest,14919242428.26,12421904500.28,10338854639.46,8418925710.77
Stockholders Equity,71022993716.51,59540269707.03,51698562059.68,39845286626.3
Other Equity Interest,1000000000.0,1000000000.0,1000000000.0,
Treasury Stock,1266543810.15,1266543810.15,1325021131.22,876357019.96
Retained Earnings,34093404253.98,23977727693.23,18019893163.56,13698308770.45
Additional Paid In Capital,,,27602242178.42,27582794983.23
Capital Stock,4319848116.6,4319848116.6,4319848116.6,4319848116.6
Common Stock,4319848116.6,4319848116.6,4319848116.6,4319848116.6
Total Liabilities Net Minority Interest,84294195547.05,101012356495.3,102981802839.63,89185560286.08
Total Non Current Liabilities Net Minority Interest,38833598580.03,52032084090.71,52920686080.71,38525491164.64
Other Non Current Liabilities,3015930.31,5724883.28,82570114.18,490270.81
Derivative Product Liabilities,,0.0,230168848.27,357204494.71
Non Current Pension And Other Postretirement Benefit Plans,1039354.44,5724883.28,82570114.18,142115117.19
Non Current Accrued Expenses,,,,0.0
Tradeand Other Payables Non Current,2945103431.47,3553734865.72,356539615.25,340351490.96
Non Current Deferred Revenue,17010443905.04,18645701690.32,21656992531.88,13472694973.09
Non Current Deferred Taxes Liabilities,6572753970.55,5991178925.91,6092532551.64,6136296210.55
Long Term Debt And Capital Lease Obligation,9470710792.53,20998656072.51,21334521264.17,14994516848.76
Long Term Capital Lease Obligation,136870676.8,230938527.58,209349065.29,233937993.67
Long Term Debt,9333840115.73,20767717544.93,21125172198.88,14760578855.09
Long Term Provisions,2830531195.69,2837087652.97,3167361155.32,3081821758.57
Current Liabilities,45460596967.02,48980272404.59,50061116758.92,50660069121.44
Other Current Liabilities,,,2715386791.93,429943105.54
Current Debt And Capital Lease Obligation,20777506062.22,29866275578.71,31515176389.85,34963608574.05
Current Capital Lease Obligation,138308953.05,167419827.96,86263062.1,142879384.41
Current Debt,20639197109.17,29698855750.75,31428913327.75,34820729189.64
Pensionand Other Post Retirement Benefit Plans Current,85070990.59,77188395.14,1017993590.42,897749900.38
Payables,18333533596.08,12978486557.62,12188618544.29,10501484687.14
Other Payable,9548694203.07,8497581493.19,10338134580.65,6921114146.79
Dividends Payable,34063210.06,27885796.67,27885796.67,27885796.67
Total Tax Payable,5529776168.33,2118205384.2,804749758.78,2704678920.67
Accounts Payable,3221000014.62,2334813883.56,1017848408.19,847805823.01
Total Assets,170236431691.82,172974530702.61,165019219538.77,137449772623.15
Total Non Current Assets,91062038886.59,89326947353.95,79337427209.16,66493891071.26
Other Non Current Assets,8413883567.78,7931593789.21,7597504127.27,8140588103.97
Non Current Prepaid Assets,342914912.55,290766417.14,280666607.09,763933327.0
Non Current Deferred Assets,,,217666607.09,178843869.89
Non Current Deferred Taxes Assets,1592961821.67,1665443079.84,1111487581.86,987702345.62
Investmentin Financial Assets,2812000370.79,3207114045.39,3569303910.31,3980177389.07
Available For Sale Securities,7139182.24,7729190.4,14827558.48,67772733.31
Financial Assets Designatedas Fair Value Through Profitor Loss Total,2804861188.55,3199384854.99,3554476351.83,3912404655.76
Long Term Equity Investment,3282859126.21,2228736782.08,1933910294.77,1249467501.47
Investmentsin Joint Venturesat Cost,529445702.48,481088277.44,498114521.25,663880936.06
Investmentsin Associatesat Cost,2753413423.73,1747648504.64,1435795773.52,585586565.41
Goodwill And Other Intangible Assets,1089000866.62,1088521256.13,1283469541.22,1304473404.46
Other Intangible Assets,652440434.01,658380115.4,860500759.72,917269249.13
Goodwill,436560432.61,430141140.73,422968781.5,387204155.33
Net PPE,71164519877.93,70059097014.47,61240805825.49,47978635774.42
Accumulated Depreciation,-33121162754.34,-27167105035.29,-28382513995.35,-22701866925.43
Gross PPE,104285682632.27,97226202049.76,89623319820.84,70680502699.85
Construction In Progress,5517043688.85,11839343437.46,14365353178.7,4210571311.33
Other Properties,244777669.28,205812503.86,81674404.39,478808107.83
Machinery Furniture Equipment,34891577146.64,29041360089.24,25152272856.34,22561651961.65
Buildings And Improvements,31722516136.67,24677446197.74,21349559693.77,17054507219.06
Land And Improvements,,24258470246.18,20946128448.15,16710577422.48
Properties,31909767990.83,31462239821.46,28674459687.64,26374964099.98
Current Assets,79174392805.23,83647583348.66,85681792329.61,70955881551.89
Other Current Assets,43331649.82,27862210.18,23951358.27,26897079.75
Hedging Assets Current,3157640973.02,4178353554.67,5621777914.8,6306107791.77
Prepaid Assets,1797196109.32,2605575829.44,4130179304.49,1633453150.47
Inventory,29878326307.04,31430496020.23,32254722426.64,26959964452.91
Other Inventories,,,18167950177.77,19780284547.8
Finished Goods,,,6278144966.67,1418820532.5
Work In Process,,,3861103670.73,3254079201.1
Raw Materials,,,3947523611.47,2506780171.51
Other Receivables,5845893272.87,4604546708.32,5508261451.74,3395128987.93
Taxes Receivable,866961508.99,668029632.24,458285373.37,453104055.38
Accounts Receivable,647879043.3,1132003814.45,800256289.83,745903478.74
Allowance For Doubtful Accounts Receivable,-48622932.68,-65237345.3,-58652998.22,-36027159.6
Gross Accounts Receivable,696501975.98,1197241159.75,858909288.05,781930638.34
Cash Cash Equivalents And Short Term Investments,36937163940.87,39000715579.13,36884358210.47,31435322554.94
Other Short Term Investments,6509905551.61,8284638370.17,4236792942.19,7117297565.38
Cash And Cash Equivalents,30427258389.26,30716077208.96,32647565268.28,24318024989.56
Cash Equivalents,,,3602016617.35,3925334145.87
Cash Financial,30427258389.26,30716077208.96,32647565268.28,24318024989.56
