,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,2123266665.0,2123319999.0,2123319999.0,2111914669.0
Share Issued,2123266665.0,2123319999.0,2123319999.0,2111914669.0
Net Debt,6826359870.03,5507085265.23,1407822976.62,
Total Debt,9468562861.33,7843092007.75,3744988321.9,2385058431.08
Tangible Book Value,28650799092.25,26944258843.09,25185916388.79,20775850247.73
Invested Capital,39242434640.92,36439350700.33,30179586067.97,23987761090.97
Working Capital,1848943738.01,2134418119.76,5010898394.91,4171881376.04
Net Tangible Assets,28650799092.25,26944258843.09,25185916388.79,20775850247.73
Capital Lease Obligations,46585850.62,12873103.33,15575896.17,9681685.86
Common Stock Equity,31018229487.11,28891046805.13,26923068061.1,22272552301.19
Total Capitalization,39242434640.92,36239191811.44,30179586067.97,23977750396.53
Total Equity Gross Minority Interest,32827773284.92,30437608327.93,27920861080.99,22722197128.98
Minority Interest,1809543797.81,1546561522.8,997793019.89,449644827.79
Stockholders Equity,31018229487.11,28891046805.13,26923068061.1,22272552301.19
Treasury Stock,122468199.17,204447200.0,222452591.7,18230400.0
Retained Earnings,25511325209.1,23519703902.27,21642461271.1,17056773276.19
Additional Paid In Capital,2250506836.46,2189027913.48,2180345965.33,1987529103.63
Capital Stock,2123266665.0,2123319999.0,2123319999.0,2111914669.0
Common Stock,2123266665.0,2123319999.0,2123319999.0,2111914669.0
Total Liabilities Net Minority Interest,13830138622.56,13613849224.64,7084584622.74,5947711250.07
Total Non Current Liabilities Net Minority Interest,8304592921.67,7825696449.16,3514060919.21,1728560991.03
Other Non Current Liabilities,,440000000.0,218000000.0,
Non Current Deferred Revenue,16624484.64,13025822.17,8792678.55,9901249.98
Non Current Deferred Taxes Liabilities,17177432.6,11652517.35,15174337.62,3779959.85
Long Term Debt And Capital Lease Obligation,8270791004.43,7361018109.64,3272093903.04,1714879781.2
Long Term Capital Lease Obligation,46585850.62,12873103.33,15575896.17,9681685.86
Long Term Debt,8224205153.81,7348145006.31,3256518006.87,1705198095.34
Current Liabilities,5525545700.89,5788152775.48,3570523703.53,4219150259.04
Other Current Liabilities,60312783.65,76114616.55,82713091.22,79388528.36
Current Debt And Capital Lease Obligation,1197771856.9,482073898.11,472894418.86,670178649.88
Current Debt,,200158888.89,,10010694.44
Payables,3738878264.79,4554401308.96,2307042881.82,2774237552.96
Other Payable,402526906.07,455372299.0,435080888.56,250375383.8
Total Tax Payable,187608363.76,291749377.45,247847235.78,331761703.13
Accounts Payable,3148742994.96,3807279632.51,1624114757.48,2192100466.03
Total Assets,46657911907.48,44051457552.57,35005445703.73,28669908379.05
Total Non Current Assets,39283422468.58,36128886657.33,26424023605.29,20278876743.97
Other Non Current Assets,1643756016.52,1676239465.13,3989127513.76,1376741008.54
Non Current Deferred Assets,271512110.27,300427829.92,23333333.6,33333333.56
Non Current Deferred Taxes Assets,51099133.83,43932730.73,26311669.44,15445965.81
Goodwill And Other Intangible Assets,2367430394.86,1946787962.04,1737151672.31,1496702053.46
Other Intangible Assets,2367430394.86,1946787962.04,1737151672.31,1496702053.46
Net PPE,34949624813.1,32161498669.51,20648099416.18,17356654382.6
Accumulated Depreciation,-17333303089.18,-14655410572.96,-12817654483.69,-11091130642.76
Gross PPE,52282927902.28,46816909242.47,33465753899.87,28447785025.36
Construction In Progress,4831480613.69,3200774805.48,5026052384.7,1239414071.61
Other Properties,3045825788.07,2516965690.08,1765684680.38,1761538411.32
Machinery Furniture Equipment,37153626578.51,34393870614.25,23136158312.69,21969560528.07
Properties,7251994922.01,6705298132.66,3537858522.1,3477272014.36
Current Assets,7374489438.9,7922570895.24,8581422098.44,8391031635.08
Other Current Assets,1991661083.39,1533949868.38,386924479.6,5826739.9
Prepaid Assets,640902021.12,492281073.9,805019253.57,595487139.82
Inventory,1318825964.45,1493031417.16,1173088376.1,1038567410.95
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,683031559.08,652872291.43,352550149.27,455099924.47
Raw Materials,635794405.37,840159125.73,820538226.83,583467486.48
Other Receivables,1941502379.69,2305256465.17,2922617115.57,3785853149.38
Accounts Receivable,83752706.47,56833440.66,38687722.98,76324472.68
Allowance For Doubtful Accounts Receivable,-5345917.43,-3627666.43,-2469429.13,-4871774.85
Gross Accounts Receivable,89098623.9,60461107.09,41157152.11,81196247.53
Cash Cash Equivalents And Short Term Investments,1397845283.78,2041218629.97,3255085150.62,2888972722.35
Other Short Term Investments,,,1406390120.37,1005158398.78
Cash And Cash Equivalents,1397845283.78,2041218629.97,1848695030.25,1883814323.57
Cash Equivalents,2501862.6,71780855.76,78338701.84,99990217.34
Cash Financial,1395343421.18,1969437774.21,1770356328.41,1783824106.23
