,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,547560939.57,-112600024.41,-3995202764.98,29333806.96
Repayment Of Debt,-1669421765.02,-471503938.08,-460120543.79,-666231887.5
Issuance Of Debt,3163062232.94,2048284266.56,4565966294.79,2015833724.06
Capital Expenditure,-3649994293.98,-5080715840.91,-8710521976.28,-6970135423.48
End Cash Position,2033951592.86,1395337421.18,1871008690.03,1770356328.41
Beginning Cash Position,1395337421.18,1871008690.03,1770356328.41,1783824106.23
Effect Of Exchange Rate Changes,6519434.1,18867431.84,6582142.32,2877711.73
Changes In Cash,632094737.58,-494538700.69,94070219.3,-16345489.55
Financing Cash Flow,80222946.56,-388104038.75,2658314151.67,276291986.51
Net Other Financing Charges,91696179.88,253046525.88,486996211.66,745041375.94
Cash Dividends Paid,-1477552940.23,-2202930893.11,-1934527810.99,-1818351225.99
Net Issuance Payments Of Debt,1493640467.92,1576780328.48,4105845751.0,1349601836.56
Net Long Term Debt Issuance,1493640467.92,1576780328.48,4105845751.0,1349601836.56
Long Term Debt Payments,-1669421765.02,-471503938.08,-460120543.79,-666231887.5
Long Term Debt Issuance,3163062232.94,2048284266.56,4565966294.79,2015833724.06
Investing Cash Flow,-3645683442.53,-5074550478.44,-7279563143.67,-7292106706.5
Net Investment Purchase And Sale,709429.04,,1425000760.21,-361536523.84
Sale Of Investment,650709429.04,,3725000760.21,5438463476.16
Purchase Of Investment,-650000000.0,,-2300000000.0,-5800000000.0
Net PPE Purchase And Sale,-3646392871.57,-5074550478.44,-8704563903.88,-6930570182.66
Sale Of PPE,3601422.41,6165362.47,5958072.4,39565240.82
Purchase Of PPE,-3649994293.98,-5080715840.91,-8710521976.28,-6970135423.48
Operating Cash Flow,4197555233.55,4968115816.5,4715319211.3,6999469230.44
Change In Working Capital,-3029089521.24,-2370332665.09,-861655564.81,-1346739530.57
Change In Other Current Assets,575131.18,-1641487.85,-21142881.56,528674.14
Change In Payable,61153606.94,-513639064.95,-1385953626.52,-1685365734.23
Change In Inventory,-199382666.91,146385478.25,-353327261.04,-144224941.79
Change In Receivables,-2891435592.45,-2001437590.54,898768204.31,482322471.31
Other Non Cash Items,324060648.62,292157119.0,255270458.82,100056170.61
Depreciation And Amortization,3186809676.89,2760071090.75,1901203814.57,1773585196.73
Amortization Cash Flow,57054909.46,48922088.63,34379967.06,28956211.44
Depreciation,3129754767.43,2711149002.12,1866823847.51,1744628985.29
Gain Loss On Investment Securities,-669272.69,,-18610639.84,-39695197.75
Gain Loss On Sale Of PPE,-1790031.22,-4521582.96,-5209702.05,-16537677.63
Net Income From Continuing Operations,3655642692.7,4178200915.78,3622425138.5,6287522851.21
Cash Flowsfromusedin Operating Activities Direct,4197555233.55,4968115816.5,4715319211.3,6999469230.44
Taxes Refund Paid Direct,-1746908739.26,-1838876763.09,-1583889383.01,-2417667834.38
Classesof Cash Payments,-23649974766.64,-25762534550.89,-19390300684.87,-18898476920.76
Other Cash Paymentsfrom Operating Activities,-98297814.55,-107884875.86,-401344240.58,-112789739.09
Paymentson Behalfof Employees,-1792612212.31,-1715104475.53,-1490122921.05,-1357850750.24
Paymentsto Suppliersfor Goodsand Services,-21759064739.78,-23939545199.5,-17498833523.24,-17427836431.43
Classesof Cash Receiptsfrom Operating Activities,29594438739.45,32569527130.48,25689509279.18,28315613985.58
Other Cash Receiptsfrom Operating Activities,110599159.65,174632338.36,58392875.97,95663652.25
Receiptsfrom Customers,29483839579.8,32394894792.12,25631116403.21,28219950333.33
