,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,412093000000.0,327592000000.0,535251000000.0,157888000000.0
Repayment Of Debt,-199336000000.0,-211997000000.0,-348443000000.0,-303146000000.0
Issuance Of Debt,272023000000.0,190310000000.0,120434000000.0,441260000000.0
Capital Expenditure,-34930000000.0,-30161000000.0,-34892000000.0,-24160000000.0
End Cash Position,756527000000.0,599019000000.0,567198000000.0,801754000000.0
Beginning Cash Position,599019000000.0,567198000000.0,801754000000.0,552790000000.0
Effect Of Exchange Rate Changes,1195000000.0,2164000000.0,6259000000.0,-2746000000.0
Changes In Cash,156313000000.0,29657000000.0,-240815000000.0,251710000000.0
Financing Cash Flow,2149000000.0,-72989000000.0,-297032000000.0,89359000000.0
Net Other Financing Charges,-9507000000.0,5040000000.0,-12520000000.0,-1672000000.0
Cash Dividends Paid,-61031000000.0,-56342000000.0,-56503000000.0,-47083000000.0
Net Issuance Payments Of Debt,72687000000.0,-21687000000.0,-228009000000.0,138114000000.0
Net Long Term Debt Issuance,72687000000.0,-21687000000.0,-228009000000.0,138114000000.0
Long Term Debt Payments,-199336000000.0,-211997000000.0,-348443000000.0,-303146000000.0
Long Term Debt Issuance,272023000000.0,190310000000.0,120434000000.0,441260000000.0
Investing Cash Flow,-292859000000.0,-255107000000.0,-513926000000.0,-19697000000.0
Net Investment Purchase And Sale,-268531000000.0,-230011000000.0,-485763000000.0,6551000000.0
Sale Of Investment,2158797000000.0,2052024000000.0,1413135000000.0,1231936000000.0
Purchase Of Investment,-2427328000000.0,-2282035000000.0,-1898898000000.0,-1225385000000.0
Net Business Purchase And Sale,-155000000.0,115000000.0,-21000000.0,-4487000000.0
Sale Of Business,416000000.0,154000000.0,463000000.0,855000000.0
Purchase Of Business,-571000000.0,-39000000.0,-484000000.0,-5342000000.0
Net PPE Purchase And Sale,-24173000000.0,-25211000000.0,-28142000000.0,-21761000000.0
Sale Of PPE,10757000000.0,4950000000.0,6750000000.0,2399000000.0
Purchase Of PPE,-34930000000.0,-30161000000.0,-34892000000.0,-24160000000.0
Operating Cash Flow,447023000000.0,357753000000.0,570143000000.0,182048000000.0
Change In Working Capital,357240000000.0,253745000000.0,446852000000.0,54603000000.0
Change In Payable,908289000000.0,811894000000.0,1025230000000.0,663208000000.0
Change In Receivables,-551049000000.0,-558149000000.0,-578378000000.0,-608605000000.0
Other Non Cash Items,-75915000000.0,-71631000000.0,-54619000000.0,-41998000000.0
Provisionand Write Offof Assets,40819000000.0,41469000000.0,57566000000.0,29335000000.0
Deferred Tax,164000000.0,-83000000.0,-8457000000.0,
Depreciation And Amortization,15590000000.0,15439000000.0,14606000000.0,13531000000.0
Amortization Cash Flow,862000000.0,1112000000.0,1242000000.0,1335000000.0
Depreciation,14728000000.0,14327000000.0,13364000000.0,12196000000.0
Gain Loss On Investment Securities,-28656000000.0,-20625000000.0,-17247000000.0,-19418000000.0
Gain Loss On Sale Of PPE,-249000000.0,-168000000.0,-282000000.0,-113000000.0
Net Income From Continuing Operations,149559000000.0,148006000000.0,139294000000.0,120834000000.0
Cash Flowsfromusedin Operating Activities Direct,447023000000.0,357753000000.0,570143000000.0,182048000000.0
Classesof Cash Payments,-1139938000000.0,-982159000000.0,-1088055000000.0,-1033095000000.0
Other Cash Paymentsfrom Operating Activities,-207907000000.0,-102590000000.0,-150395000000.0,-67726000000.0
Paymentson Behalfof Employees,-62251000000.0,-62047000000.0,-59698000000.0,-54429000000.0
Classesof Cash Receiptsfrom Operating Activities,1586961000000.0,1339912000000.0,1658198000000.0,1215143000000.0
Other Cash Receiptsfrom Operating Activities,46353000000.0,87357000000.0,81969000000.0,64916000000.0
