Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-03-30 00:00:00+08:00,39.2400016784668,39.56999969482422,39.130001068115234,39.47999954223633,64605410,0.0,0.0
2026-03-27 00:00:00+08:00,39.5,39.70000076293945,39.25,39.439998626708984,46800671,0.0,0.0
2026-03-26 00:00:00+08:00,39.150001525878906,39.689998626708984,39.13999938964844,39.560001373291016,61679007,0.0,0.0
2026-03-25 00:00:00+08:00,39.33000183105469,39.400001525878906,38.939998626708984,39.2599983215332,65381669,0.0,0.0
2026-03-24 00:00:00+08:00,38.79999923706055,39.31999969482422,38.72999954223633,39.25,61633642,0.0,0.0
2026-03-23 00:00:00+08:00,39.58000183105469,39.70000076293945,38.54999923706055,38.68000030517578,95773829,0.0,0.0
2026-03-20 00:00:00+08:00,39.849998474121094,40.08000183105469,39.65999984741211,39.75,61580273,0.0,0.0
2026-03-19 00:00:00+08:00,39.880001068115234,40.040000915527344,39.70000076293945,39.77000045776367,65024684,0.0,0.0
2026-03-18 00:00:00+08:00,40.130001068115234,40.31999969482422,39.790000915527344,39.91999816894531,70583141,0.0,0.0
2026-03-17 00:00:00+08:00,39.88999938964844,40.36000061035156,39.83000183105469,40.119998931884766,65622927,0.0,0.0
2026-03-16 00:00:00+08:00,39.77000045776367,40.040000915527344,39.63999938964844,39.90999984741211,61094451,0.0,0.0
2026-03-13 00:00:00+08:00,39.459999084472656,40.04999923706055,39.349998474121094,39.7599983215332,76527668,0.0,0.0
2026-03-12 00:00:00+08:00,39.45000076293945,39.58000183105469,39.33000183105469,39.5,52772330,0.0,0.0
2026-03-11 00:00:00+08:00,39.29999923706055,39.5,38.95000076293945,39.5,68940710,0.0,0.0
2026-03-10 00:00:00+08:00,38.939998626708984,39.2400016784668,38.79999923706055,39.220001220703125,61371700,0.0,0.0
2026-03-09 00:00:00+08:00,38.900001525878906,39.18000030517578,38.75,38.790000915527344,76677490,0.0,0.0
2026-03-06 00:00:00+08:00,39.099998474121094,39.31999969482422,38.95000076293945,39.20000076293945,46595667,0.0,0.0
2026-03-05 00:00:00+08:00,38.65999984741211,39.2400016784668,38.630001068115234,39.150001525878906,78336979,0.0,0.0
2026-03-04 00:00:00+08:00,39.0099983215332,39.029998779296875,38.0099983215332,38.599998474121094,115193902,0.0,0.0
2026-03-03 00:00:00+08:00,38.65999984741211,39.54999923706055,38.560001373291016,39.18000030517578,138465642,0.0,0.0
2026-03-02 00:00:00+08:00,38.599998474121094,38.869998931884766,38.41999816894531,38.66999816894531,68547313,0.0,0.0
2026-02-27 00:00:00+08:00,38.75,38.95000076293945,38.63999938964844,38.75,63703472,0.0,0.0
2026-02-26 00:00:00+08:00,38.79999923706055,39.02000045776367,38.5,38.70000076293945,59332534,0.0,0.0
2026-02-25 00:00:00+08:00,38.900001525878906,39.150001525878906,38.720001220703125,38.779998779296875,72397149,0.0,0.0
2026-02-24 00:00:00+08:00,39.20000076293945,39.40999984741211,38.81999969482422,38.939998626708984,75467438,0.0,0.0
2026-02-13 00:00:00+08:00,38.95000076293945,39.09000015258789,38.630001068115234,38.709999084472656,70537032,0.0,0.0
2026-02-12 00:00:00+08:00,39.400001525878906,39.41999816894531,38.72999954223633,38.9900016784668,77752571,0.0,0.0
2026-02-11 00:00:00+08:00,39.36000061035156,39.45000076293945,39.20000076293945,39.400001525878906,52881696,0.0,0.0
2026-02-10 00:00:00+08:00,39.4900016784668,39.560001373291016,39.310001373291016,39.34000015258789,49596465,0.0,0.0
2026-02-09 00:00:00+08:00,39.599998474121094,39.7400016784668,39.33000183105469,39.47999954223633,65894891,0.0,0.0
2026-02-06 00:00:00+08:00,39.70000076293945,39.95000076293945,39.310001373291016,39.599998474121094,80297978,0.0,0.0
