,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-97208010.4725,-680521.847464,-242254.369075,-535412.477905
Tax Rate For Calcs,0.25,0.018763,0.005028,0.012247
Normalized EBITDA,117531785.88,425384375.47,492991540.53,435814532.83
Total Unusual Items,-388832041.89,-36269361.41,-48182951.74,-43716427.96
Total Unusual Items Excluding Goodwill,-388832041.89,-36269361.41,-48182951.74,-43716427.96
Net Income From Continuing Operation Net Minority Interest,-497037388.33,239667984.45,331039462.44,313971734.14
Reconciled Depreciation,177607069.73,114632096.41,82589252.68,72417846.22
Reconciled Cost Of Revenue,1054931776.92,858226658.16,1111723516.78,948657563.91
EBITDA,-271300256.01,389115014.06,444808588.79,392098104.87
EBIT,-448907325.74,274482917.65,362219336.11,319680258.65
Net Interest Income,-14380524.34,-2947951.82,-16003196.14,6089993.33
Interest Expense,39997534.89,30232055.49,29507062.04,1815508.51
Interest Income,25993842.69,27507747.13,14148979.34,8332415.43
Normalized Income,-205413356.9125,275256824.012536,378980159.810925,357152749.622095
Net Income From Continuing And Discontinued Operation,-497037388.33,239667984.45,331039462.44,313971734.14
Total Expenses,1920297979.62,1601142186.33,1970106915.6,1670206039.49
Rent Expense Supplemental,9820703.41,7680341.26,5070291.53,2428062.48
Total Operating Income As Reported,-485758328.45,245218876.32,335624966.03,310421761.05
Diluted Average Shares,439856096.0,443829601.0,441385950.0,436071853.0
Basic Average Shares,439856096.0,443829601.0,441385950.0,436071853.0
Diluted EPS,-1.13,0.54,0.75,0.72
Basic EPS,-1.13,0.54,0.75,0.72
Net Income Common Stockholders,-497037388.33,239667984.45,331039462.44,313971734.14
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-497037388.33,239667984.45,331039462.44,313971734.14
Net Income Including Noncontrolling Interests,-497037388.33,239667984.45,331039462.44,313971734.14
Net Income Continuous Operations,-497037388.33,239667984.45,331039462.44,313971734.14
Tax Provision,8132527.7,4582877.71,1672811.63,3893016.0
Pretax Income,-488904860.63,244250862.16,332712274.07,317864750.14
Other Non Operating Income Expenses,-3146532.18,-968014.16,-2912691.96,10313670.61
Special Income Charges,-377203233.83,-37423497.95,-51452180.89,-49331104.69
Other Special Charges,-16353872.24,-311002.2,157191.48,
Write Off,50612030.68,16906808.17,14492559.86,17517034.63
Impairment Of Capital Assets,342945075.39,20827691.98,36802429.55,31814070.06
Net Non Operating Interest Income Expense,-14380524.34,-2947951.82,-16003196.14,6089993.33
Total Other Finance Cost,376832.14,223643.46,645113.44,426913.59
Interest Expense Non Operating,39997534.89,30232055.49,29507062.04,1815508.51
Interest Income Non Operating,25993842.69,27507747.13,14148979.34,8332415.43
Operating Income,-97723762.81,259899857.0,349878342.7,349999891.82
Operating Expense,865366202.7,742915528.17,858383398.82,721548475.58
Other Operating Expenses,40065169.29,34380007.21,43452677.41,30758048.33
Depreciation And Amortization In Income Statement,89912775.53,59837669.29,50983577.85,50329808.01
Depreciation Income Statement,89912775.53,59837669.29,50983577.85,50329808.01
Research And Development,394015181.2,397139158.27,419760888.36,352809397.66
Selling General And Administration,140574364.15,93443055.07,116006712.66,105822927.27
Selling And Marketing Expense,76528079.56,53773239.42,61119173.22,48513743.81
General And Administrative Expense,64046284.59,39669815.65,54887539.44,57309183.46
Rent And Landing Fees,9820703.41,7680341.26,5070291.53,2428062.48
Gross Profit,767642439.89,1002815385.17,1208261741.52,1071548367.4
Cost Of Revenue,1054931776.92,858226658.16,1111723516.78,948657563.91
Total Revenue,1822574216.81,1861042043.33,2319985258.3,2020205931.31
Operating Revenue,1822574216.81,1861042043.33,2319985258.3,2020205931.31
