,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-159960991.585389,-167739435.286996,-3297235.856063,-81268400.030469
Tax Rate For Calcs,0.139201,0.104669,0.091064,0.085558
Normalized EBITDA,53887888000.0,36499351000.0,31609092000.0,29205589000.0
Total Unusual Items,-1149135000.0,-1602573000.0,-36208000.0,-949862000.0
Total Unusual Items Excluding Goodwill,-1149135000.0,-1602573000.0,-36208000.0,-949862000.0
Net Income From Continuing Operation Net Minority Interest,35285561000.0,23216469000.0,21040193000.0,20073072000.0
Reconciled Depreciation,8360226000.0,6595680000.0,5967255000.0,4810834000.0
Reconciled Cost Of Revenue,839901600000.0,564814240000.0,437964301000.0,474677783000.0
EBITDA,52738753000.0,34896778000.0,31572884000.0,28255727000.0
EBIT,44378527000.0,28301098000.0,25605629000.0,23444893000.0
Net Interest Income,-1947039000.0,-668401000.0,-207687000.0,315401000.0
Interest Expense,3336343000.0,2327462000.0,2481551000.0,1481891000.0
Interest Income,1406870000.0,1672269000.0,2292992000.0,1821304000.0
Normalized Income,36274735008.41461,24651302564.713005,21073103764.143936,20941665599.969532
Net Income From Continuing And Discontinued Operation,35285561000.0,23216469000.0,21040193000.0,20073072000.0
Total Expenses,858459759000.0,581278418000.0,453156686000.0,489761172000.0
Rent Expense Supplemental,130088000.0,99531000.0,116074000.0,140992000.0
Total Operating Income As Reported,41046634000.0,25935383000.0,23066908000.0,21872351000.0
Diluted Average Shares,,19843135897.0,19849238679.0,19679482353.0
Basic Average Shares,,19843135897.0,19849238679.0,19679482353.0
Diluted EPS,,1.17,1.06,1.02
Basic EPS,,1.17,1.06,1.02
Net Income Common Stockholders,35285561000.0,23216469000.0,21040193000.0,20073072000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,35285561000.0,23216469000.0,21040193000.0,20073072000.0
Minority Interests,-43501000.0,-38537000.0,21880000.0,-10817000.0
Net Income Including Noncontrolling Interests,35329062000.0,23255006000.0,21018313000.0,20083889000.0
Net Income Continuous Operations,35329062000.0,23255006000.0,21018313000.0,20083889000.0
Tax Provision,5713122000.0,2718630000.0,2105765000.0,1879113000.0
Pretax Income,41042184000.0,25973636000.0,23124078000.0,21963002000.0
Other Non Operating Income Expenses,-4450000.0,38253000.0,57170000.0,90651000.0
Special Income Charges,-1331544000.0,-1108338000.0,-299807000.0,-879749000.0
Other Special Charges,-363998000.0,-93820000.0,-130071000.0,-8825000.0
Write Off,212298000.0,81926000.0,-113308000.0,-180094000.0
Impairment Of Capital Assets,1483244000.0,1120232000.0,543186000.0,1068668000.0
Net Non Operating Interest Income Expense,-1947039000.0,-668401000.0,-207687000.0,315401000.0
Total Other Finance Cost,17566000.0,13208000.0,19128000.0,24012000.0
Interest Expense Non Operating,3336343000.0,2327462000.0,2481551000.0,1481891000.0
Interest Income Non Operating,1406870000.0,1672269000.0,2292992000.0,1821304000.0
Operating Income,44427429000.0,27857010000.0,23183421000.0,22088407000.0
Operating Expense,18558159000.0,16464178000.0,15192385000.0,15083389000.0
Other Operating Expenses,771087000.0,744933000.0,450765000.0,537442000.0
Depreciation And Amortization In Income Statement,555562000.0,559522000.0,510220000.0,514335000.0
Depreciation Income Statement,555562000.0,559522000.0,510220000.0,514335000.0
Research And Development,11151076000.0,10630778000.0,10811207000.0,11588014000.0
Selling General And Administration,1141328000.0,1060247000.0,1066899000.0,1043104000.0
Selling And Marketing Expense,476574000.0,374545000.0,450394000.0,467174000.0
General And Administrative Expense,664754000.0,685702000.0,616505000.0,575930000.0
Rent And Landing Fees,130088000.0,99531000.0,116074000.0,140992000.0
Gross Profit,62985588000.0,44321188000.0,38375806000.0,37171796000.0
Cost Of Revenue,839901600000.0,564814240000.0,437964301000.0,474677783000.0
Total Revenue,902887188000.0,609135428000.0,476340107000.0,511849579000.0
Operating Revenue,902887188000.0,609135428000.0,476340107000.0,511849579000.0
