,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,7578047950.0,7578043524.0,7581665024.0,7578133791.0
Share Issued,7578047950.0,7578043524.0,7581665024.0,7578133791.0
Total Debt,29906477202.04,19036484098.55,13172280507.15,8691643134.82
Tangible Book Value,59833165840.52,69285788062.29,61405004293.75,46823691311.25
Invested Capital,82118074725.78,82570672980.95,71751588307.76,52340817650.05
Working Capital,29729923060.22,28300325277.42,30287447184.46,16425601714.07
Net Tangible Assets,59833165840.52,69285788062.29,61405004293.75,46823691311.25
Capital Lease Obligations,6781716336.6,5456026104.05,2888147704.81,2702620465.35
Common Stock Equity,60895314122.52,70492311268.6,62146786334.37,47447747319.69
Total Capitalization,81817851059.12,82570672980.95,71672947073.72,49109092685.35
Total Equity Gross Minority Interest,61400679198.87,70712014852.52,62254301746.34,47586873024.1
Minority Interest,505365076.35,219703583.92,107515411.97,139125704.41
Stockholders Equity,60895314122.52,70492311268.6,62146786334.37,47447747319.69
Other Equity Interest,547755329.8,547775611.25,547871067.21,
Treasury Stock,302938257.56,19415.0,96189479.0,431719.0
Retained Earnings,36053611471.37,45958452308.67,39441895613.29,27108735709.5
Additional Paid In Capital,11792248741.03,11449276322.76,11759606843.41,13828720641.5
Capital Stock,7578047950.0,7578043524.0,7581665024.0,5412952708.0
Common Stock,7578047950.0,7578043524.0,7581665024.0,5412952708.0
Total Liabilities Net Minority Interest,91443923169.18,93257186557.39,77301291300.52,50148006257.57
Total Non Current Liabilities Net Minority Interest,31150835747.71,21696879799.17,16772119630.2,7643753493.19
Other Non Current Liabilities,1436600447.39,1787870209.91,2255042816.96,1466987699.86
Tradeand Other Payables Non Current,,19169764.88,20017236.5,24882032.42
Non Current Deferred Revenue,1024463625.6,962168303.83,951145588.43,820906955.18
Non Current Deferred Taxes Liabilities,985518401.52,1393283704.15,1131605544.15,967010974.72
Long Term Debt And Capital Lease Obligation,27704253273.2,17534387816.4,12414308444.16,4363965831.01
Long Term Capital Lease Obligation,6781716336.6,5456026104.05,2888147704.81,2702620465.35
Long Term Debt,20922536936.6,12078361712.35,9526160739.35,1661345365.66
Current Liabilities,60293087421.47,71560306758.22,60529171670.32,42504252764.38
Other Current Liabilities,478886403.22,701229971.02,926708219.81,548827834.84
Current Debt And Capital Lease Obligation,2202223928.84,1502096282.15,757972062.99,4327677303.81
Current Debt,300223666.66,,78641234.04,3231724964.7
Payables,51300638496.33,58891470118.15,44153516184.01,30206455637.81
Other Payable,13773045102.91,16602592243.4,9577437918.04,7766495270.46
Dividends Payable,,,76362.11,25252.66
Total Tax Payable,454640378.46,1200350448.26,988372449.28,728772706.56
Accounts Payable,37072953014.96,41088527426.49,33587629454.58,21711162408.13
Total Assets,152844602368.05,163969201409.91,139555593046.86,97734879281.67
Total Non Current Assets,62821591886.36,64108569374.27,48738974192.08,38805024803.22
Other Non Current Assets,963988682.78,1317969525.87,1833296133.15,539394334.49
Non Current Deferred Assets,1722404717.67,1843775944.39,1143064987.87,1168451149.73
Non Current Deferred Taxes Assets,3712063381.88,2257867491.91,1755915969.26,1452775513.92
Investmentin Financial Assets,58327654.9,59769528.09,114059800.03,56297446.4
Held To Maturity Securities,,59265.13,120996.62,114566.23
Available For Sale Securities,58327654.9,59710262.96,113938803.41,56182880.17
Long Term Equity Investment,8727553518.66,9292860083.3,9698493084.52,4426004512.92
Investment Properties,,,72384316.74,72563373.87
Goodwill And Other Intangible Assets,1062148282.0,1206523206.31,741782040.62,624056008.44
Other Intangible Assets,1062148282.0,1041310130.57,565557899.41,447831867.23
Goodwill,,165213075.74,176224141.21,176224141.21
Net PPE,46448322386.21,47962575984.32,33172213604.79,30446308160.71
Accumulated Depreciation,-18018304306.48,-13440517854.7,-8863892000.17,-8029558093.77
Gross PPE,64466626692.69,61403093839.02,42036105604.96,38475866254.48
Construction In Progress,4406371341.74,6278698929.17,5367920219.48,2561953406.34
Other Properties,8894760158.62,7976805805.48,5697086303.81,6455978007.62
Machinery Furniture Equipment,46056842011.56,42105213071.52,28052197002.21,26897318947.93
Properties,5108653180.77,5042376032.85,2918902079.46,2560615892.59
Current Assets,90023010481.69,99860632035.64,90816618854.78,58929854478.45
Other Current Assets,2811592024.91,4074332870.12,1150050440.3,849325367.45
Assets Held For Sale Current,,,104546807.4,
Prepaid Assets,2802231598.8,2963370506.17,3302713983.59,4866514905.39
Inventory,13382209109.1,21539560787.57,19317555540.96,14075735210.03
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,,,,-22296746.84
Finished Goods,5775837299.78,12311623338.21,11268679783.9,8685405962.11
Work In Process,2127890930.13,4065859691.82,4262573163.6,1882500578.7
Raw Materials,5478480879.19,5162077757.54,3786302593.46,3530125416.06
Other Receivables,3909163713.31,3395482330.08,3493955950.9,2112886939.71
Accounts Receivable,13940747611.88,10855845347.33,9075746512.31,7853446464.15
Allowance For Doubtful Accounts Receivable,-578741576.99,-434521330.04,-536103774.43,-301351591.88
Gross Accounts Receivable,14519489188.87,11290366677.37,9611850286.74,8154798056.03
Cash Cash Equivalents And Short Term Investments,53177066423.69,57032040194.37,54372049619.32,29171945591.72
Other Short Term Investments,20283837.22,30848123.74,,
Cash And Cash Equivalents,53156782586.47,57001192070.63,54372049619.32,29171945591.72
Cash Equivalents,2208759385.2,2579067810.88,3269319019.35,2688805002.97
Cash Financial,50948023201.27,54422124259.75,51102730599.97,26483140588.75
