,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,777447258.77,-67134733.66,-382122187.98,-1467077648.88
Repayment Of Debt,-5420804915.2,-4518298793.23,-4495751123.59,-3891324899.97
Issuance Of Debt,6841989052.1,5452425466.26,5374612438.1,4508536800.18
Capital Expenditure,-1700512297.57,-1716991660.84,-1708636174.37,-2535891421.45
End Cash Position,2608701088.06,1344793433.33,1193658292.4,1290505102.42
Beginning Cash Position,1344793433.33,1193658292.4,1291948593.23,1296156977.73
Effect Of Exchange Rate Changes,17758274.25,55412356.5,19619946.94,28737171.38
Changes In Cash,1246149380.48,95722784.43,-117910247.77,-34389046.69
Financing Cash Flow,769760439.81,211265666.23,282173404.65,1410808861.33
Net Other Financing Charges,32480577.68,-108075036.01,-16613908.76,1363427379.94
Cash Dividends Paid,-654029245.87,-571160826.29,-554574001.1,-542230418.82
Net Issuance Payments Of Debt,1421184136.9,934126673.03,878861314.51,617211900.21
Net Long Term Debt Issuance,1421184136.9,934126673.03,878861314.51,617211900.21
Long Term Debt Payments,-5420804915.2,-4518298793.23,-4495751123.59,-3891324899.97
Long Term Debt Issuance,6841989052.1,5452425466.26,5374612438.1,4508536800.18
Investing Cash Flow,-2001570615.67,-1765399808.98,-1726597638.81,-2514011680.59
Net Other Investing Changes,-179025402.0,,,
Net Investment Purchase And Sale,-24995238.3,-85651117.47,-14000000.0,
Sale Of Investment,91254761.7,21086625.0,,
Purchase Of Investment,-116250000.0,-106737742.47,-14000000.0,
Net Business Purchase And Sale,-268638071.96,,-4971118.37,-2167938.71
Sale Of Business,18608717.87,,,22832061.29
Purchase Of Business,-287246789.83,,-4971118.37,-25000000.0
Net PPE Purchase And Sale,-1528911903.41,-1679748691.51,-1707626520.44,-2511843741.88
Sale Of PPE,171600394.16,37242969.33,1009653.93,24047679.57
Purchase Of PPE,-1700512297.57,-1716991660.84,-1708636174.37,-2535891421.45
Operating Cash Flow,2477959556.34,1649856927.18,1326513986.39,1068813772.57
Change In Working Capital,-372591967.31,-706827550.28,-886898374.66,-1134006751.46
Change In Other Current Assets,-16490074.99,4630657.33,-33536049.75,-15577779.54
Change In Payable,216265492.16,504879128.36,358151555.64,17435846.99
Change In Inventory,-789903753.13,-516263668.33,-810845495.03,-773028074.6
Change In Receivables,217536368.65,-700073667.64,-400668385.52,-362836744.31
Other Non Cash Items,169016978.0,43595308.07,53361433.0,65235651.27
Depreciation And Amortization,931252161.43,845283623.69,754766088.58,607864237.02
Amortization Cash Flow,25433376.78,22276051.57,20927207.3,18951584.97
Depreciation,905818784.65,823007572.12,733838881.28,588912652.05
Gain Loss On Investment Securities,5953206.65,4096408.39,2046943.97,-6251438.98
Gain Loss On Sale Of PPE,18079910.42,2059983.6,-50143127.68,1088723.95
Net Income From Continuing Operations,1588908771.46,1352916000.43,1314247354.3,1348858221.52
Cash Flowsfromusedin Operating Activities Direct,2477959556.34,1649856927.18,1326513986.39,1068813772.57
Taxes Refund Paid Direct,-322071177.09,-261724220.63,-222224379.96,-350478136.01
Classesof Cash Payments,-16660955948.98,-14822067631.2,-14666626832.96,-13307285052.28
Other Cash Paymentsfrom Operating Activities,-901928263.02,-848721146.54,-824989246.31,-699220655.79
Paymentson Behalfof Employees,-1803205304.75,-1636510039.2,-1538856714.24,-1446575864.19
Paymentsto Suppliersfor Goodsand Services,-13955822381.21,-12336836445.46,-12302780872.41,-11161488532.3
Classesof Cash Receiptsfrom Operating Activities,19460986682.41,16733648779.01,16215365199.31,14726576960.86
Other Cash Receiptsfrom Operating Activities,536934593.02,426447905.17,352332152.8,293086901.35
Receiptsfrom Customers,18924052089.39,16307200873.84,15863033046.51,14433490059.51
