,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-9947869.869722,-8719696.29541,-3196280.871075,-13952193.258272
Tax Rate For Calcs,0.150834,0.148342,0.140491,0.15432
Normalized EBITDA,3040001788.12,2599587577.34,2374402775.69,2378257055.9
Total Unusual Items,-65952397.87,-58781133.85,-22750833.72,-90410706.9
Total Unusual Items Excluding Goodwill,-65952397.87,-58781133.85,-22750833.72,-90410706.9
Net Income From Continuing Operation Net Minority Interest,1544409068.94,1324569136.28,1272719795.37,1321207397.24
Reconciled Depreciation,931252161.43,845283623.69,754766088.58,607864237.02
Reconciled Cost Of Revenue,12595747716.27,11622050944.37,10298477957.62,9657732599.14
EBITDA,2974049390.25,2540806443.49,2351651941.97,2287846349.0
EBIT,2042797228.82,1695522819.8,1596885853.39,1679982111.98
Net Interest Income,-151953751.34,-98197405.58,-48211453.39,-66627398.86
Interest Expense,171656676.15,106956042.78,67818773.43,84983471.45
Interest Income,30819031.53,19149575.81,27858593.45,26568918.95
Normalized Income,1600413596.940278,1374630573.83459,1292274348.218925,1397665910.881728
Net Income From Continuing And Discontinued Operation,1544409068.94,1324569136.28,1272719795.37,1321207397.24
Total Expenses,14648549918.87,13506041505.5,12033254927.78,11172222786.2
Rent Expense Supplemental,31303798.04,28806820.67,22293689.37,20973519.28
Total Operating Income As Reported,1873625292.76,1564525495.47,1511457855.76,1581061413.17
Diluted Average Shares,,860109829.0,859945808.0,841533374.0
Basic Average Shares,,854560733.0,859945808.0,841533374.0
Diluted EPS,,1.54,1.48,1.57
Basic EPS,,1.55,1.48,1.57
Net Income Common Stockholders,1544409068.94,1324569136.28,1272719795.37,1321207397.24
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,1544409068.94,1324569136.28,1272719795.37,1321207397.24
Minority Interests,-44499702.52,-28346864.15,-41527558.93,-27650824.28
Net Income Including Noncontrolling Interests,1588908771.46,1352916000.43,1314247354.3,1348858221.52
Net Income Continuous Operations,1588908771.46,1352916000.43,1314247354.3,1348858221.52
Tax Provision,282231781.21,235650776.59,214819725.66,246140419.01
Pretax Income,1871140552.67,1588566777.02,1529067079.96,1594998640.53
Other Non Operating Income Expenses,-2484740.09,24041281.55,17621455.02,13937227.36
Special Income Charges,-65343687.84,-58772674.04,-22742407.93,-90410706.9
Other Special Charges,877517.7,-633883.92,-51985326.73,-564548.75
Write Off,-5966122.25,-2759878.85,35261062.73,31344787.17
Impairment Of Capital Assets,70432292.39,62166436.81,39466671.93,59630468.48
Net Non Operating Interest Income Expense,-151953751.34,-98197405.58,-48211453.39,-66627398.86
Total Other Finance Cost,11116106.72,10390938.61,8251273.41,8212846.36
Interest Expense Non Operating,171656676.15,106956042.78,67818773.43,84983471.45
Interest Income Non Operating,30819031.53,19149575.81,27858593.45,26568918.95
Operating Income,2080292851.5,1690871692.29,1552029431.28,1671074737.28
Operating Expense,2052802202.6,1883990561.13,1734776970.16,1514490187.06
Other Operating Expenses,132546900.84,116592250.41,108708175.84,93335275.52
Depreciation And Amortization In Income Statement,90112776.02,79078316.8,72973425.16,40754040.2
Depreciation Income Statement,90112776.02,79078316.8,72973425.16,40754040.2
Research And Development,676830375.16,631667216.29,601404117.79,536125044.14
Selling General And Administration,722418900.73,598897984.64,829392813.97,861182637.27
Selling And Marketing Expense,505982784.76,416176313.82,681063869.84,708755909.88
General And Administrative Expense,216436115.97,182721670.82,148328944.13,152426727.39
Rent And Landing Fees,31303798.04,28806820.67,22293689.37,20973519.28
Gross Profit,4133095054.1,3574862253.42,3286806401.44,3185564924.34
Cost Of Revenue,12595747716.27,11622050944.37,10298477957.62,9657732599.14
Total Revenue,16728842770.37,15196913197.79,13585284359.06,12843297523.48
Operating Revenue,16728842770.37,15196913197.79,13585284359.06,12843297523.48
