,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,1341938935.0,-1707509116.9,-303688741.09,-1570727484.68
Repayment Of Debt,-6730973411.82,-6115225611.73,-8308131410.46,-7063556467.0
Issuance Of Debt,8397800060.26,8177550390.5,11873190000.0,12198360000.0
Capital Expenditure,-1481828329.86,-4167528967.61,-3214338212.25,-2730010386.44
End Cash Position,1851643545.38,2418915011.38,2398372761.17,3806608724.36
Beginning Cash Position,2418915011.38,2398372761.17,3806608724.36,1003023731.13
Changes In Cash,-567271466.0,20542250.21,-1408235963.19,2803584993.23
Financing Cash Flow,-808436998.59,2361210347.2,1213900005.56,5102926792.49
Net Other Financing Charges,-1130494847.77,1584554089.54,-1200120752.66,794997795.08
Cash Dividends Paid,-1241369899.58,-1116782773.68,-1075443107.01,-761346538.12
Net Issuance Payments Of Debt,1666826648.44,2062324778.77,3565058589.54,5134803533.0
Net Long Term Debt Issuance,1666826648.44,2062324778.77,3565058589.54,5134803533.0
Long Term Debt Payments,-6730973411.82,-6115225611.73,-8308131410.46,-7063556467.0
Long Term Debt Issuance,8397800060.26,8177550390.5,11873190000.0,12198360000.0
Investing Cash Flow,-2582601732.27,-4800687947.7,-5532785439.91,-3458624701.02
Net Other Investing Changes,-140359509.5,-55866814.06,20115898.55,89163587.21
Net Investment Purchase And Sale,-377696559.67,-477283940.67,168492248.82,-408735377.83
Sale Of Investment,232945106.99,276080976.0,502397248.82,96290874.21
Purchase Of Investment,-610641666.66,-753364916.67,-333905000.0,-505026252.04
Net Business Purchase And Sale,-584106729.75,-101881243.94,-2507301127.53,-410022500.0
Purchase Of Business,-584106729.75,-101881243.94,-2507301127.53,-410022500.0
Net PPE Purchase And Sale,-1480438933.35,-4165655949.03,-3214092459.75,-2729030410.4
Sale Of PPE,1389396.51,1873018.58,245752.5,979976.04
Purchase Of PPE,-1481828329.86,-4167528967.61,-3214338212.25,-2730010386.44
Operating Cash Flow,2823767264.86,2460019850.71,2910649471.16,1159282901.76
Change In Working Capital,-1021865202.46,-1180380368.47,-791042999.6,-1421722661.02
Change In Other Current Assets,-44279241.28,-52178210.24,-18097881.22,-21184007.85
Change In Payable,-376937828.28,40669242.68,38698826.21,63771625.83
Change In Inventory,-776955.89,-2116897.69,1345435.76,-2318996.22
Change In Receivables,-599871177.01,-1166754503.22,-812989380.35,-1461991282.78
Other Non Cash Items,1008475436.9,1016732743.27,1189368742.08,713683781.37
Depreciation And Amortization,2080256509.43,1722784641.19,1648538959.65,980687939.28
Amortization Cash Flow,17019754.34,15286188.58,12716780.9,5594364.21
Depreciation,2063236755.09,1707498452.61,1635822178.75,975093575.07
Gain Loss On Investment Securities,-312791777.36,-275206816.77,-443112156.92,-210081056.54
Gain Loss On Sale Of PPE,15236344.26,-1486070.42,179286.55,-833168.19
Net Income From Continuing Operations,825854312.77,977812040.54,1150360226.62,1015098887.15
Cash Flowsfromusedin Operating Activities Direct,2823767264.86,2460019850.71,2910649471.16,1159282901.76
Taxes Refund Paid Direct,-542342900.31,-521966341.94,-432603527.82,-327880067.63
Classesof Cash Payments,-1045981776.52,-783754711.04,-791542899.62,-499235029.23
Other Cash Paymentsfrom Operating Activities,-212094149.11,-122776690.67,-157479969.3,-80154147.86
Paymentson Behalfof Employees,-370731892.86,-305794267.19,-280110803.98,-204911057.83
Paymentsto Suppliersfor Goodsand Services,-463155734.55,-355183753.18,-353952126.34,-214169823.54
Classesof Cash Receiptsfrom Operating Activities,4412091941.69,3765740903.69,4134795898.6,1986397998.62
Other Cash Receiptsfrom Operating Activities,112882848.89,53054851.84,71287679.21,22724707.09
Receiptsfrom Customers,4299209092.8,3712686051.85,4063508219.39,1963673291.53
