,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,2404675324.0,2404675324.0,2080000000.0,2080000000.0
Share Issued,2404675324.0,2404675324.0,2080000000.0,2080000000.0
Net Debt,27284128664.18,22074590017.69,20936552404.22,15730416764.89
Total Debt,32460222445.87,28571979096.99,26298334953.66,22254008560.42
Tangible Book Value,11999846517.12,11661607224.36,8199839939.08,7600869722.64
Invested Capital,41594994778.74,36594926820.99,31972648828.5,27509251054.29
Working Capital,2522145467.57,2508671756.04,2075441481.99,-3551242165.54
Net Tangible Assets,11999846517.12,11661607224.36,8199839939.08,7600869722.64
Capital Lease Obligations,542676232.98,194179389.08,193230418.01,73265502.58
Common Stock Equity,12431604330.72,12097215533.52,8626742672.07,7943454613.23
Total Capitalization,39430072001.79,35150400287.65,29591451663.18,22457534740.15
Total Equity Gross Minority Interest,18785594808.31,18284253800.7,14295826869.4,12245478453.53
Minority Interest,6353990477.59,6187038267.18,5669084197.33,4302023840.3
Stockholders Equity,12431604330.72,12097215533.52,8626742672.07,7943454613.23
Retained Earnings,2831515569.86,2610117943.18,2206361503.34,1563421631.22
Additional Paid In Capital,6718457831.43,6718506470.84,4045430176.7,4045430176.7
Capital Stock,2404675324.0,2404675324.0,2080000000.0,2080000000.0
Common Stock,2404675324.0,2404675324.0,2080000000.0,2080000000.0
Total Liabilities Net Minority Interest,40117469238.84,34647155254.8,32361190137.42,29358144748.51
Total Non Current Liabilities Net Minority Interest,31124064968.99,26266862775.78,24931019846.07,16793530405.2
Tradeand Other Payables Non Current,3318437728.77,2747912908.92,3520453850.1,2094514915.57
Non Current Deferred Revenue,35163576.54,36966676.51,38769776.48,40636344.45
Non Current Deferred Taxes Liabilities,229319759.63,234619047.14,213856810.37,71033515.68
Long Term Debt And Capital Lease Obligation,27541143904.05,23247364143.21,21157939409.12,14587345629.5
Long Term Capital Lease Obligation,542676232.98,194179389.08,193230418.01,73265502.58
Long Term Debt,26998467671.07,23053184754.13,20964708991.11,14514080126.92
Current Liabilities,8993404269.85,8380292479.02,7430170291.35,12564614343.31
Other Current Liabilities,15940068.39,42423833.06,41422320.01,3333538.06
Current Debt And Capital Lease Obligation,4919078541.82,5324614953.78,5140395544.54,7666662930.92
Current Debt,2164922776.95,1444526533.34,2381197165.32,5051716314.14
Payables,4058315040.17,3013253692.18,2238592378.15,4894617874.33
Other Payable,774544276.5,790849630.42,548395688.35,2608995137.06
Dividends Payable,356577974.41,312652883.58,159115606.37,160464703.96
Total Tax Payable,189584126.65,191544367.56,161636981.75,116844397.3
Accounts Payable,2737608662.61,1718206810.62,1369444101.68,2008313636.01
Total Assets,58903064047.15,52931409055.5,46657017006.82,41603623202.04
Total Non Current Assets,47387514309.73,42042444820.44,37151405233.48,32590251024.27
Other Non Current Assets,1562394906.91,1321887654.76,951379741.56,1093673022.85
Non Current Deferred Assets,17935964.31,16663740.21,16785334.53,7052575.85
Non Current Deferred Taxes Assets,159512536.08,161147767.72,117603081.17,75843357.39
Investmentin Financial Assets,477164925.69,444798266.04,291856464.11,106109187.25
Available For Sale Securities,477164925.69,444798266.04,291856464.11,106109187.25
Long Term Equity Investment,3584545768.51,3233937523.99,2874368163.07,2700047595.15
Investment Properties,603000.77,677598.8,752196.83,826794.86
Goodwill And Other Intangible Assets,431757813.6,435608309.16,426902732.99,342584890.59
Other Intangible Assets,405847434.97,387803770.68,369553215.19,264489013.86
Goodwill,25910378.63,47804538.48,57349517.8,78095876.73
Net PPE,41153599393.86,36427723959.76,32471757519.22,28264113600.33
Accumulated Depreciation,-10809995497.45,-8793657534.56,-7119406524.51,-5502502896.68
Gross PPE,51963594891.31,45221381494.32,39591164043.73,33766616497.01
Construction In Progress,2610970807.99,3439875121.26,2501050178.19,587835900.26
Other Properties,940188444.06,573887831.41,460099493.12,576420520.26
Machinery Furniture Equipment,34143007916.75,27131766192.31,24034439847.08,20129754787.85
Properties,14269427722.51,14075852349.34,12595574525.34,12472605288.64
Current Assets,11515549737.42,10888964235.06,9505611773.34,9013372177.77
Other Current Assets,1001559144.99,835671402.34,722725150.3,338901982.08
Prepaid Assets,21794342.36,17210877.96,18997566.73,13460763.05
Inventory,9302164.42,8525208.53,6408310.84,7753746.6
Finished Goods,,,0.0,4842657.42
Raw Materials,9302164.42,8525208.53,6408310.84,2911089.18
Other Receivables,36218249.81,102072607.14,158774189.75,145862300.66
Accounts Receivable,8567414052.0,7502362869.31,6189352803.51,4672013709.21
Allowance For Doubtful Accounts Receivable,-1036843299.4,-828946111.63,-653795952.29,-448280707.67
Gross Accounts Receivable,9604257351.4,8331308980.94,6843148755.8,5120294416.88
Cash Cash Equivalents And Short Term Investments,1879261783.84,2423121269.78,2409353752.21,3835379676.17
Cash And Cash Equivalents,1879261783.84,2423121269.78,2409353752.21,3835379676.17
Cash Equivalents,7614238.51,4206258.45,3392910.03,3409746.9
Cash Financial,1871647545.33,2418915011.33,2405960842.18,3831969929.27
