,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-36446534.598748,-21875520.710114,-18503992.46225,-14368050.018301
Tax Rate For Calcs,0.174589,0.118153,0.114179,0.102714
Normalized EBITDA,4294880429.38,4030781256.55,4296991551.35,2965065443.84
Total Unusual Items,-208756645.16,-185145177.2,-162060810.76,-139883704.06
Total Unusual Items Excluding Goodwill,-208756645.16,-185145177.2,-162060810.76,-139883704.06
Net Income From Continuing Operation Net Minority Interest,566503398.38,627154547.19,775837145.83,689245139.12
Reconciled Depreciation,2080256509.43,1722784641.19,1648538959.65,980687939.28
Reconciled Cost Of Revenue,2696852883.8,2209556350.85,2112672071.32,1302291090.42
EBITDA,4086123784.22,3845636079.35,4134930740.59,2825181739.78
EBIT,2005867274.79,2122851438.16,2486391780.94,1844493800.5
Net Interest Income,-984197549.92,-977931217.5,-1170636407.9,-705419667.82
Interest Expense,1005330654.14,1014028234.84,1187753978.83,713194335.06
Interest Income,21895845.45,38143952.63,17425069.72,9342328.71
Normalized Income,738813508.941252,790424203.679886,919393964.12775,814760793.161699
Net Income From Continuing And Discontinued Operation,566503398.38,627154547.19,775837145.83,689245139.12
Total Expenses,3060586719.38,2530654950.75,2424920455.15,1525846999.73
Total Operating Income As Reported,999768370.87,1110690390.61,1276944228.04,1068132249.78
Diluted Average Shares,2404513575.0,2296428221.0,,
Basic Average Shares,2404513575.0,2296428221.0,2079992348.0,1993190107.0
Diluted EPS,0.2356,0.2731,0.373,0.3458
Basic EPS,0.2356,0.2731,0.373,0.3458
Net Income Common Stockholders,566503398.38,627154547.19,775837145.83,689245139.12
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,566503398.38,627154547.19,775837145.83,689245139.12
Minority Interests,-259350914.39,-350657493.35,-374523080.79,-325853748.03
Net Income Including Noncontrolling Interests,825854312.77,977812040.54,1150360226.62,1015098887.15
Net Income Continuous Operations,825854312.77,977812040.54,1150360226.62,1015098887.15
Tax Provision,174682307.88,131011162.78,148277575.49,116200578.29
Pretax Income,1000536620.65,1108823203.32,1298637802.11,1131299465.44
Other Non Operating Income Expenses,768249.78,-1867187.29,21693574.07,63167215.66
Special Income Charges,-229548640.78,-179347390.86,-168680087.62,-145557771.72
Other Special Charges,-730556.9,-1512112.22,151236.25,1500.71
Write Off,208387912.83,171314523.76,147604617.44,141222576.35
Impairment Of Capital Assets,21891284.85,9544979.32,20924233.93,4333694.66
Net Non Operating Interest Income Expense,-984197549.92,-977931217.5,-1170636407.9,-705419667.82
Total Other Finance Cost,762741.23,2046935.29,307498.79,1567661.47
Interest Expense Non Operating,1005330654.14,1014028234.84,1187753978.83,713194335.06
Interest Income Non Operating,21895845.45,38143952.63,17425069.72,9342328.71
Operating Income,1900722784.21,1992762182.2,2173148566.64,1709028632.78
Operating Expense,363733835.58,321098599.9,312248383.83,223555909.31
Other Operating Expenses,51143604.39,57909938.83,56830263.67,33749576.54
Depreciation And Amortization In Income Statement,9825989.45,16763978.45,15365797.39,11579992.38
Depreciation Income Statement,9825989.45,16763978.45,15365797.39,11579992.38
Research And Development,12853125.6,11062329.12,20872768.14,20489050.65
Selling General And Administration,79255725.46,54034515.45,58356473.48,46598299.02
General And Administrative Expense,79255725.46,54034515.45,58356473.48,46598299.02
Gross Profit,2264456619.79,2313860782.1,2485396950.47,1932584542.09
Cost Of Revenue,2696852883.8,2209556350.85,2112672071.32,1302291090.42
Total Revenue,4961309503.59,4523417132.95,4598069021.79,3234875632.51
Operating Revenue,4961309503.59,4523417132.95,4598069021.79,3234875632.51
