,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,5432876672.0,5432876672.0,5432876672.0,5432876672.0
Share Issued,5432876672.0,5432876672.0,5432876672.0,5432876672.0
Net Debt,,,,1141255537.71
Total Debt,516063467.89,4743060865.59,6843678262.75,8487701039.99
Tangible Book Value,36362482894.53,31728151397.58,25004936356.71,9216689373.93
Invested Capital,36795091235.34,32046403699.03,29236047046.5,15825420624.83
Working Capital,23974103732.21,20979852991.74,20640873262.26,6524405016.88
Net Tangible Assets,36362482894.53,31728151397.58,25004936356.71,9216689373.93
Capital Lease Obligations,81742950.42,96069068.86,30752922.38,36728938.38
Common Stock Equity,36574787737.51,31906238592.42,25173465008.36,9335134681.61
Total Capitalization,36783787749.51,32034403699.03,29159139246.5,15825420624.83
Total Equity Gross Minority Interest,39594033744.05,34690694797.18,28516884188.29,11650303520.84
Minority Interest,3019246006.54,2784456204.76,3343419179.93,2315168839.23
Stockholders Equity,36574787737.51,31906238592.42,25173465008.36,9335134681.61
Treasury Stock,1575967563.56,1576011920.56,376699615.85,156658857.0
Retained Earnings,-10398457173.66,-15061573702.04,-22975188348.28,-38548875934.35
Additional Paid In Capital,40757241078.43,40756455003.25,40757763751.48,40256698928.02
Capital Stock,5432876672.0,5432876672.0,5432876672.0,5432876672.0
Common Stock,5432876672.0,5432876672.0,5432876672.0,5432876672.0
Total Liabilities Net Minority Interest,6188817190.8,11716592426.85,13613762457.86,13617055191.17
Total Non Current Liabilities Net Minority Interest,2401519253.22,2324507788.18,4988139063.23,7752016715.91
Other Non Current Liabilities,65045337.1,80176834.84,148295861.91,125937097.92
Tradeand Other Payables Non Current,1635473774.31,1814779286.31,617289476.06,872867874.72
Non Current Deferred Revenue,370745818.83,158260428.8,159955119.53,187601825.41
Non Current Deferred Taxes Liabilities,39511360.56,47057062.76,46171445.21,38595036.26
Long Term Debt And Capital Lease Obligation,290742962.42,224234175.47,4016427160.52,6527014881.6
Long Term Capital Lease Obligation,81742950.42,96069068.86,30752922.38,36728938.38
Long Term Debt,209000012.0,128165106.61,3985674238.14,6490285943.22
Current Liabilities,3787297937.58,9392084638.67,8625623394.63,5865038475.26
Other Current Liabilities,77289830.77,73475710.32,165760469.07,61319375.66
Current Debt And Capital Lease Obligation,225320505.47,4518826690.12,2827251102.23,1960686158.39
Current Debt,11303485.83,12000000.0,76907800.0,
Payables,2740150115.73,4101761041.24,3889066484.19,3262700023.13
Other Payable,711377726.32,1059115577.86,1060334370.23,1127961108.01
Dividends Payable,7534381.96,418941504.9,13271091.52,16338157.08
Total Tax Payable,164121808.99,345985356.03,781275774.17,433002312.1
Accounts Payable,1857116198.46,2277718602.45,2034185248.27,1685398445.94
Total Assets,45782850934.85,46407287224.03,42130646646.15,25267358712.01
Total Non Current Assets,18021449265.06,16035349593.62,12864149989.26,12877915219.87
Other Non Current Assets,4573703733.38,3546044658.41,413608258.16,351486785.44
Non Current Deferred Assets,28861463.17,35468565.48,39456943.93,44104416.55
Non Current Deferred Taxes Assets,714065664.46,1424802385.11,2106767883.94,2174918089.85
Investmentin Financial Assets,743435216.88,671601424.3,643055875.74,651011518.02
Available For Sale Securities,743435216.88,671601424.3,643055875.74,651011518.02
Long Term Equity Investment,380693769.49,121235249.92,136186994.26,230834396.6
Investment Properties,91014430.48,87891411.7,87932102.2,73015047.5
Goodwill And Other Intangible Assets,212304842.98,178087194.84,168528651.65,118445307.68
Other Intangible Assets,208376175.74,174158527.6,164599984.41,114516640.44
Goodwill,3928667.24,3928667.24,3928667.24,3928667.24
Net PPE,11277370144.22,9970218703.86,9268613279.38,9234099658.23
Accumulated Depreciation,-8136412486.6,-8087346055.82,-7905050604.7,-7274397108.12
Gross PPE,19413782630.82,18057564759.68,17173663884.08,16508496766.35
Construction In Progress,1864405132.23,645370562.82,667230517.59,603915720.7
Other Properties,1838564519.24,1748750875.02,1583505224.24,1473655895.03
Machinery Furniture Equipment,6850969753.71,6845783708.8,6436868665.44,6226330770.23
Properties,8859843225.64,8817659613.04,8486059476.81,8204594380.39
Current Assets,27761401669.79,30371937630.41,29266496656.89,12389443492.14
Other Current Assets,6254997431.44,269104079.89,147537937.37,137314032.34
Assets Held For Sale Current,,15187978.19,,
Prepaid Assets,227764910.96,346894555.68,261817386.26,129456040.37
Inventory,984228201.39,1233154680.64,1765083777.84,1195712559.44
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,289952732.61,386877309.62,,1102791728.43
Finished Goods,537923490.01,661682460.05,1240545235.65,654925874.36
Work In Process,119930649.91,173415578.44,174164484.41,169013239.83
Raw Materials,326374061.47,398056642.15,350374057.78,371773445.25
Other Receivables,4500847635.08,6950105065.2,7833358986.73,3495381658.87
Accounts Receivable,164687959.58,177776587.68,630800072.58,876337977.99
Allowance For Doubtful Accounts Receivable,-74886577.0,-531801828.6,-1094144001.52,-1266923918.76
Gross Accounts Receivable,239574536.58,709578416.28,1754472404.64,2143261896.75
Cash Cash Equivalents And Short Term Investments,15628875531.34,21379714683.13,18627898496.11,6555241223.13
Other Short Term Investments,5242411.05,3620678433.59,2103931925.05,1206210817.62
Cash And Cash Equivalents,15623633120.29,17759036249.54,16523966571.06,5349030405.51
Cash Equivalents,357307696.92,554848572.52,371928750.03,176290628.65
Cash Financial,15266325423.37,17204187677.02,16151993717.11,5172739776.86
