,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,3777251.085568,-28478807.812462,-17297491.77701,1849708.740241
Tax Rate For Calcs,0.0914,0.166973,0.181985,0.119273
Normalized EBITDA,1574314539.5,1521641447.44,1197466485.16,864505071.33
Total Unusual Items,41326739.06,-170559070.04,-95049159.36,15508251.54
Total Unusual Items Excluding Goodwill,41326739.06,-170559070.04,-95049159.36,15508251.54
Net Income From Continuing Operation Net Minority Interest,513614435.4,444861150.83,386157662.21,356548124.11
Reconciled Depreciation,876889233.41,743873082.36,633064191.25,528428503.27
Reconciled Cost Of Revenue,18326617605.76,16926191384.88,14835285549.07,13210366819.59
EBITDA,1615641278.56,1351082377.4,1102417325.8,880013322.87
EBIT,738752045.15,607209295.04,469353134.55,351584819.6
Net Interest Income,-110242311.77,-89623348.18,-76545101.33,-69870063.3
Interest Expense,102737257.91,86279188.84,70198387.52,66964766.42
Interest Income,34508131.73,35571752.96,32535849.25,21557043.67
Normalized Income,476064947.425568,586941413.057538,463909329.79299,342889581.310241
Net Income From Continuing And Discontinued Operation,513614435.4,444861150.83,386157662.21,356548124.11
Total Expenses,20685376738.76,19293053089.88,17006174752.01,14795337609.38
Rent Expense Supplemental,28265025.84,48086517.57,10339356.8,12041367.42
Total Operating Income As Reported,631797881.41,521863814.24,374585865.78,246326497.12
Diluted Average Shares,870532941.0,823816946.0,804495130.0,810336646.0
Basic Average Shares,870532941.0,808838456.0,804495130.0,810336646.0
Diluted EPS,0.59,0.54,0.48,0.44
Basic EPS,0.59,0.55,0.48,0.44
Net Income Common Stockholders,513614435.4,444861150.83,386157662.21,356548124.11
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,513614435.4,444861150.83,386157662.21,356548124.11
Minority Interests,-64268798.27,10912454.5,59642967.98,105875431.06
Net Income Including Noncontrolling Interests,577883233.67,433948696.33,326514694.23,250672693.05
Net Income Continuous Operations,577883233.67,433948696.33,326514694.23,250672693.05
Tax Provision,58131553.57,86981409.87,72640052.8,33947360.13
Pretax Income,636014787.24,520930106.2,399154747.03,284620053.18
Other Non Operating Income Expenses,4216905.83,-933708.04,24568881.25,38293556.06
Special Income Charges,41326739.06,-170559070.04,-94012155.3,15554467.52
Other Special Charges,-8780381.73,-21352472.38,2297798.65,-95890302.04
Write Off,-71018663.57,25517575.33,12925878.54,-2705283.32
Impairment Of Capital Assets,38472306.24,166393967.09,78788478.11,83041117.84
Net Non Operating Interest Income Expense,-110242311.77,-89623348.18,-76545101.33,-69870063.3
Total Other Finance Cost,42013185.59,38915912.3,38882563.06,24462340.55
Interest Expense Non Operating,102737257.91,86279188.84,70198387.52,66964766.42
Interest Income Non Operating,34508131.73,35571752.96,32535849.25,21557043.67
Operating Income,785167733.63,761954316.8,531692347.41,239542672.17
Operating Expense,2358759133.0,2366861705.0,2170889202.94,1584970789.79
Other Operating Expenses,131387196.56,167217537.23,-44041587.39,72781147.16
Depreciation And Amortization In Income Statement,25477691.92,41379196.17,33480060.79,74557918.25
Amortization,,13367021.23,13104396.3,14274141.76
Depreciation Income Statement,25477691.92,28012174.94,20375664.49,60283776.49
Research And Development,1104922535.63,1008357682.22,829648183.19,677788801.37
Selling General And Administration,458601580.92,472498715.69,657212390.05,286505024.14
Selling And Marketing Expense,161738670.96,193679334.06,379173003.53,156073388.25
General And Administrative Expense,296862909.96,278819381.63,278039386.52,130431635.89
Rent And Landing Fees,28265025.84,48086517.57,10339356.8,12041367.42
Gross Profit,3143926866.63,3128816021.8,2702581550.35,1824513461.96
Cost Of Revenue,18326617605.76,16926191384.88,14835285549.07,13210366819.59
Total Revenue,21470544472.39,20055007406.68,17537867099.42,15034880281.55
Operating Revenue,21470544472.39,20055007406.68,17537867099.42,15034880281.55
