,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-62747815.6875,-160321415.735,-24317302.730624,-58271916.79
Tax Rate For Calcs,0.25,0.25,0.122163,0.25
Normalized EBITDA,447775063.0,284721300.42,562774372.97,550983065.13
Total Unusual Items,-250991262.75,-641285662.94,-199055527.68,-233087667.16
Total Unusual Items Excluding Goodwill,-250991262.75,-641285662.94,-199055527.68,-233087667.16
Net Income From Continuing Operation Net Minority Interest,56428334.46,-524060125.94,207127329.98,206512212.05
Reconciled Depreciation,119431309.59,118404586.22,107489357.19,103206129.04
Reconciled Cost Of Revenue,11530967124.24,8508510962.22,10206066115.71,10165691180.54
EBITDA,196783800.25,-356564362.52,363718845.29,317895397.97
EBIT,77352490.66,-474968948.74,256229488.1,214689268.93
Net Interest Income,-55692050.33,-33898221.17,-13158904.82,-25250272.35
Interest Expense,64621595.91,35099925.49,24383411.55,27673254.68
Interest Income,17423234.05,10168520.34,19935501.97,12105701.36
Normalized Income,244671781.5225,-43095878.735,381865554.929376,381327962.42
Net Income From Continuing And Discontinued Operation,56428334.46,-524060125.94,207127329.98,206512212.05
Total Expenses,12857801648.87,9854375604.1,11687391841.18,11573476284.64
Rent Expense Supplemental,8557755.13,7447999.15,6051253.92,5523966.92
Total Operating Income As Reported,8458876.52,-515772534.33,233559173.49,184688133.77
Diluted Average Shares,961300417.0,962461205.0,966078964.0,965461487.0
Basic Average Shares,961300417.0,962461205.0,966078964.0,965461487.0
Diluted EPS,0.0587,-0.5445,0.2144,0.2139
Basic EPS,0.0587,-0.5445,0.2144,0.2139
Net Income Common Stockholders,56428334.46,-524060125.94,207127329.98,206512212.05
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,56428334.46,-524060125.94,207127329.98,206512212.05
Minority Interests,9529279.93,12405635.7,3604361.54,69987.82
Net Income Including Noncontrolling Interests,46899054.53,-536465761.64,203522968.44,206442224.23
Net Income Continuous Operations,46899054.53,-536465761.64,203522968.44,206442224.23
Tax Provision,-34168159.78,26396887.41,28323108.11,-19426209.98
Pretax Income,12730894.75,-510068874.23,231846076.55,187016014.25
Other Non Operating Income Expenses,4272018.23,5703660.1,-1713096.94,2327880.48
Special Income Charges,-250893030.33,-581686935.34,-122806465.19,-147011406.06
Write Off,101428844.96,167851704.0,61737701.78,36066354.41
Impairment Of Capital Assets,149464185.37,413835231.34,61068763.41,110945051.65
Net Non Operating Interest Income Expense,-55692050.33,-33898221.17,-13158904.82,-25250272.35
Total Other Finance Cost,8493688.47,8966816.02,8710995.24,9682719.03
Interest Expense Non Operating,64621595.91,35099925.49,24383411.55,27673254.68
Interest Income Non Operating,17423234.05,10168520.34,19935501.97,12105701.36
Operating Income,305010256.65,148455917.39,368837837.65,425780387.04
Operating Expense,1326834524.63,1345864641.88,1481325725.47,1407785104.1
Other Operating Expenses,53159080.47,33883697.08,41243949.91,42813461.84
Depreciation And Amortization In Income Statement,31925960.75,40922619.95,40078086.99,41827295.61
Depreciation Income Statement,31925960.75,40922619.95,40078086.99,41827295.61
Research And Development,552968539.34,614401755.75,712004030.53,609065413.35
Selling General And Administration,244011945.05,222803524.75,282516259.96,298930012.71
Selling And Marketing Expense,183695731.07,162342815.11,204653429.8,193208788.01
General And Administrative Expense,60316213.98,60460709.64,77862830.16,105721224.7
Rent And Landing Fees,8557755.13,7447999.15,6051253.92,5523966.92
Gross Profit,1631844781.28,1494320559.27,1850163563.12,1833565491.14
Cost Of Revenue,11530967124.24,8508510962.22,10206066115.71,10165691180.54
Total Revenue,13162811905.52,10002831521.49,12056229678.83,11999256671.68
Operating Revenue,13162811905.52,10002831521.49,12056229678.83,11999256671.68
