,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-173157892.6875,-18505485.243377,-7614415.665019,-15186176.32622
Tax Rate For Calcs,0.25,0.201243,0.106692,0.144923
Normalized EBITDA,1796014030.62,1455382402.62,1602417277.45,1484895554.18
Total Unusual Items,-692631570.75,-91955967.26,-71368172.54,-104787925.06
Total Unusual Items Excluding Goodwill,-692631570.75,-91955967.26,-71368172.54,-104787925.06
Net Income From Continuing Operation Net Minority Interest,-58125846.77,310738435.85,553910719.21,478936734.85
Reconciled Depreciation,810493545.54,647838339.74,605892552.68,552891028.1
Reconciled Cost Of Revenue,1996562682.03,1994231121.66,1807617148.98,1570472910.19
EBITDA,1103382459.87,1363426435.36,1531049104.91,1380107629.12
EBIT,292888914.33,715588095.62,925156552.23,827216601.02
Net Interest Income,-273012098.24,-254838887.67,-230651143.11,-201415162.59
Interest Expense,282221742.79,262825554.58,244793912.48,214211139.48
Interest Income,9689974.35,8708041.32,14993251.67,13992285.73
Normalized Income,461347831.2925,384188917.866623,617664476.084981,568538483.58378
Net Income From Continuing And Discontinued Operation,-58125846.77,310738435.85,553910719.21,478936734.85
Total Expenses,2289000761.44,2250568743.57,2010096051.93,1742004122.63
Rent Expense Supplemental,3484215.28,1606887.74,1300139.63,420868.72
Total Operating Income As Reported,-36621365.5,446031155.6,678812789.92,612732722.78
Diluted Average Shares,2906292338.0,3884230448.0,3692738128.0,3684128730.0
Basic Average Shares,2906292338.0,3884230448.0,3692738128.0,3684128730.0
Diluted EPS,-0.02,0.08,0.15,0.13
Basic EPS,-0.02,0.08,0.15,0.13
Net Income Common Stockholders,-58125846.77,310738435.85,553910719.21,478936734.85
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-58125846.77,310738435.85,553910719.21,478936734.85
Minority Interests,10344144.25,-50908859.8,-53862644.99,-45230160.39
Net Income Including Noncontrolling Interests,-68469991.02,361647295.65,607773364.2,524166895.24
Net Income Continuous Operations,-68469991.02,361647295.65,607773364.2,524166895.24
Tax Provision,79137162.56,91115245.39,72589275.55,88838566.3
Pretax Income,10667171.54,452762541.04,680362639.75,613005461.54
Other Non Operating Income Expenses,47288537.04,6731385.44,1549849.83,272738.76
Special Income Charges,-692615107.06,-91955967.26,-71368172.54,-104787925.06
Other Special Charges,-1275485.28,-2277303.78,1903063.28,-2383.3
Write Off,270572978.23,76250785.57,32934567.19,100599046.65
Impairment Of Capital Assets,423317614.11,17982485.47,36530542.07,4191261.71
Net Non Operating Interest Income Expense,-273012098.24,-254838887.67,-230651143.11,-201415162.59
Total Other Finance Cost,480329.8,721374.41,850482.3,1196308.84
Interest Expense Non Operating,282221742.79,262825554.58,244793912.48,214211139.48
Interest Income Non Operating,9689974.35,8708041.32,14993251.67,13992285.73
Operating Income,865720311.03,737456778.79,878010303.62,876538756.0
Operating Expense,292438079.41,256337621.91,202478902.95,171531212.44
Other Operating Expenses,7165726.44,6142517.4,7700507.2,6492024.82
Depreciation And Amortization In Income Statement,642408.04,565070.47,558798.37,
Depreciation Income Statement,642408.04,565070.47,558798.37,
Research And Development,28498747.16,36946174.56,4963668.04,6876276.43
Selling General And Administration,104729930.3,70205806.63,59119536.16,51968038.88
Selling And Marketing Expense,10998678.55,10648257.07,7500548.77,8171289.69
General And Administrative Expense,93731251.75,59557549.56,51618987.39,43796749.19
Rent And Landing Fees,3484215.28,1606887.74,1300139.63,420868.72
Gross Profit,1158158390.44,993794400.7,1080489206.57,1048069968.44
Cost Of Revenue,1996562682.03,1994231121.66,1807617148.98,1570472910.19
Total Revenue,3154721072.47,2988025522.36,2888106355.55,2618542878.63
Operating Revenue,3154721072.47,2988025522.36,2888106355.55,2618542878.63
