,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,3004057204.37,5283990297.36,8183844975.77,2640441102.53
Repayment Of Debt,-17448901352.39,-16402344186.73,-15598855587.73,-12542706976.18
Issuance Of Debt,17149681670.96,16580041366.73,13835857422.13,13859844660.72
Capital Expenditure,-2671305433.81,-1523861120.12,-1962498023.56,-3408572800.43
End Cash Position,3732945192.35,4054375267.46,3869346554.64,1936452531.09
Beginning Cash Position,4054375267.46,3869346554.64,1936452531.09,2074712420.68
Effect Of Exchange Rate Changes,-23456206.37,-3092100.32,-15509493.78,-18793791.95
Changes In Cash,-297973868.74,188120813.14,1948403517.33,-119466097.64
Financing Cash Flow,-3777763757.4,-6212452347.79,-7815412261.93,-2961729276.19
Net Other Financing Charges,1790548936.09,-361955008.57,-2402412636.89,-2922368998.14
Cash Dividends Paid,-5269093012.06,-6027159276.2,-3613981236.84,-1150180621.31
Net Issuance Payments Of Debt,-299219681.43,177697180.0,-1762998165.6,1317137684.54
Net Long Term Debt Issuance,-299219681.43,177697180.0,-1762998165.6,1317137684.54
Long Term Debt Payments,-17448901352.39,-16402344186.73,-15598855587.73,-12542706976.18
Long Term Debt Issuance,17149681670.96,16580041366.73,13835857422.13,13859844660.72
Investing Cash Flow,-2195572749.52,-407278256.55,-382527220.07,-3206750724.41
Net Other Investing Changes,-640616505.51,-66369494.35,2253397438.78,-142763322.68
Net Investment Purchase And Sale,-93640470.62,-94916040.85,-173263684.94,338490161.34
Sale Of Investment,11777308.76,18249221.6,14446916.08,395671998.12
Purchase Of Investment,-105417779.38,-113165262.45,-187710601.02,-57181836.78
Net Business Purchase And Sale,1204030000.0,1253776504.77,-540742257.55,1697298.18
Sale Of Business,1204030000.0,1253776504.77,201292258.05,1697298.18
Purchase Of Business,,,-742034515.6,
Net PPE Purchase And Sale,-2665345773.39,-1499769226.12,-1921918716.36,-3404174861.25
Sale Of PPE,5959660.42,24091894.0,40579307.2,4397939.18
Purchase Of PPE,-2671305433.81,-1523861120.12,-1962498023.56,-3408572800.43
Operating Cash Flow,5675362638.18,6807851417.48,10146342999.33,6049013902.96
Change In Working Capital,-959715214.0,-1471039236.11,-4221939276.06,-2435924450.99
Change In Other Current Assets,-315144978.18,107435623.16,-169735065.74,-73918742.7
Change In Payable,-1310645101.38,-472993408.05,-1650090848.41,-574356749.66
Change In Inventory,-736733080.3,168407566.0,109532035.04,-714018945.9
Change In Receivables,1402807945.86,-1273889017.22,-2511645396.95,-1073630012.73
Other Non Cash Items,991822829.0,962640637.14,1136405617.02,1438133867.21
Depreciation And Amortization,2132746128.57,2023764332.37,1758370608.85,1784019012.47
Amortization Cash Flow,175072006.26,60884775.39,48965249.85,58779314.58
Depreciation,1957674122.31,1962879556.98,1709405359.0,1725239697.89
Gain Loss On Investment Securities,66765262.88,107880079.22,-263288279.2,94338188.62
Gain Loss On Sale Of PPE,51425344.89,9599318.33,8346163.03,72730539.83
Net Income From Continuing Operations,2797745093.5,4908521768.67,11154938046.15,4845522947.28
Cash Flowsfromusedin Operating Activities Direct,5675362638.18,6807851417.48,10146342999.33,6049013902.96
Taxes Refund Paid Direct,-3390155911.33,-4481588561.03,-4075797132.95,-2257427831.85
Classesof Cash Payments,-26842907980.0,-55005974818.41,-47756983688.36,-18567207518.84
Other Cash Paymentsfrom Operating Activities,-610156945.58,-384580177.03,-349072673.2,-341617607.67
Paymentson Behalfof Employees,-962267393.79,-1122218747.92,-983335114.83,-774901823.53
Paymentsto Suppliersfor Goodsand Services,-25270483640.63,-53499175893.46,-46424575900.33,-17450688087.64
Classesof Cash Receiptsfrom Operating Activities,35908426529.51,66295414796.92,61979123820.64,26873649253.65
Other Cash Receiptsfrom Operating Activities,536756922.59,248685452.56,356216161.14,294768168.74
Receiptsfrom Customers,35371669606.92,66046729344.36,61622907659.5,26578881084.91
