,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,6565755139.0,6565755139.0,6565755139.0,6565755139.0
Share Issued,6565755139.0,6565755139.0,6565755139.0,6565755139.0
Net Debt,11291793038.96,12104146982.03,10872428810.96,14576368085.49
Total Debt,20006519205.91,20526841583.47,19470870859.55,24022350651.98
Tangible Book Value,25783959074.32,27511032720.52,27302463126.95,19886041522.45
Invested Capital,42625297929.97,45795674794.76,45003354021.07,40225758883.36
Working Capital,-9398316719.49,-7878278692.2,-7368516620.43,-14842914216.34
Net Tangible Assets,25783959074.32,27511032720.52,27302463126.95,19886041522.45
Capital Lease Obligations,149397632.51,39999580.86,52570625.23,73819124.86
Common Stock Equity,26991600324.17,28931060121.97,28866909928.25,20932211175.12
Total Capitalization,32927459213.59,35352920116.69,36332174598.56,30730823943.38
Total Equity Gross Minority Interest,26222401218.22,28336506404.16,28608360491.1,20780058551.73
Minority Interest,-769199105.95,-594553717.81,-258549437.15,-152152623.39
Stockholders Equity,26991600324.17,28931060121.97,28866909928.25,20932211175.12
Treasury Stock,1398705865.0,923060428.07,966116603.07,165116603.07
Retained Earnings,18125029489.0,19886761625.58,20930555663.72,12599967201.38
Additional Paid In Capital,146513.98,146513.98,146513.98,0.0
Capital Stock,6565755139.0,6565755139.0,6565755139.0,6565755139.0
Common Stock,6565755139.0,6565755139.0,6565755139.0,6565755139.0
Total Liabilities Net Minority Interest,30613803770.52,30402463545.94,32980367854.64,38928597574.12
Total Non Current Liabilities Net Minority Interest,8868795228.95,8495277660.29,9353033872.04,11686956165.6
Other Non Current Liabilities,52637341.29,62312869.66,51386019.09,83811945.51
Tradeand Other Payables Non Current,2000343620.35,1272741097.08,1087627453.55,1136046587.74
Non Current Deferred Revenue,309789111.21,290176433.97,264926982.53,188923861.18
Non Current Deferred Taxes Liabilities,420768634.17,408187684.0,431258121.33,405741878.05
Long Term Debt And Capital Lease Obligation,6085256521.93,6461859575.58,7517835295.54,9872431893.12
Long Term Capital Lease Obligation,149397632.51,39999580.86,52570625.23,73819124.86
Long Term Debt,5935858889.42,6421859994.72,7465264670.31,9798612768.26
Current Liabilities,21745008541.57,21907185885.65,23627333982.6,27241641408.52
Other Current Liabilities,1681389860.54,1689437240.17,3384545315.15,2301337614.99
Current Debt And Capital Lease Obligation,13921262683.98,14064982007.89,11953035564.01,14149918758.86
Current Debt,9697838716.38,10442754678.07,8671179422.51,9494934939.98
Payables,5200737790.45,4992478931.18,6902470986.89,9770064804.09
Other Payable,682354609.11,1227598429.66,888943765.2,884721672.43
Dividends Payable,45656371.33,54376826.5,,15512754.02
Total Tax Payable,666157474.3,700194337.17,1596800792.96,887937447.89
Accounts Payable,3806569335.71,3010309337.85,4416726428.73,7981892929.75
Total Assets,56836204988.74,58738969950.1,61588728345.74,59708656125.85
Total Non Current Assets,44489513166.66,44710062756.65,45329910983.57,47309928933.67
Other Non Current Assets,752768880.28,585993316.43,966963118.95,658098239.04
Non Current Deferred Assets,11782297.33,1249405.44,1068796.06,966079.24
Non Current Deferred Taxes Assets,507246034.71,184990822.08,309111074.05,150628341.28
Investmentin Financial Assets,17565319.68,18697024.45,22349701.19,17452787.97
Available For Sale Securities,17565319.68,18697024.45,22349701.19,17452787.97
Long Term Equity Investment,1809679564.27,1748902625.47,1452222568.78,1141077101.28
Investment Properties,4491449.95,4662005.53,4832561.11,
Goodwill And Other Intangible Assets,1207641249.85,1420027401.45,1564446801.3,1046169652.67
Other Intangible Assets,704924620.92,715493240.1,675216799.33,876937552.58
Goodwill,502716628.93,704534161.35,889230001.97,169232100.09
Net PPE,40178338370.59,39316586608.71,38409576578.3,44295536732.19
Accumulated Depreciation,-15671910619.51,-13560506981.84,-11634046901.06,-9826725637.91
Gross PPE,55850248990.1,52877093590.55,50043623479.36,54122262370.1
Construction In Progress,3682326103.56,5318135142.56,3831621347.09,7529148623.92
Other Properties,7378625382.2,4711136010.88,4707062866.42,9587959468.0
Machinery Furniture Equipment,19139499074.05,18356362349.53,17858591091.26,14429707058.78
Properties,25649798430.29,24491460087.58,23646348174.59,22575447219.4
Current Assets,12346691822.08,14028907193.45,16258817362.17,12398727192.18
Other Current Assets,1867570765.14,1601389069.94,1271272751.38,709465324.5
Prepaid Assets,933720662.53,1732796823.24,1736738607.96,192857872.61
Inventory,1881099296.0,1351335158.49,1560001453.25,1851188100.97
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,1445620946.26,940508760.05,890608817.65,1278511804.43
Work In Process,195517785.4,131835844.89,406170700.31,367367876.39
Raw Materials,239960564.34,278990553.55,263221935.29,205308420.15
Other Receivables,951353474.43,2599995484.84,4442929173.92,3070170456.62
Accounts Receivable,2309098205.2,1920168396.34,1914691027.9,1766930542.71
Allowance For Doubtful Accounts Receivable,-174561521.27,-128513657.19,-197612722.59,-173164916.28
Gross Accounts Receivable,2483659726.47,2048682053.53,2112303750.49,1940095458.99
Cash Cash Equivalents And Short Term Investments,4403849418.78,4823222260.6,5333184347.76,4808114894.77
Other Short Term Investments,61944851.94,62754569.84,69169065.9,90935272.02
Cash And Cash Equivalents,4341904566.84,4760467690.76,5264015281.86,4717179622.75
Cash Equivalents,610205348.57,706501443.29,1394950129.77,2780727091.66
Cash Financial,3731699218.27,4053966247.47,3869065152.09,1936452531.09
