,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-110669998.072681,-59206764.517733,-85511950.192227,-54364497.542
Tax Rate For Calcs,0.195954,0.239143,0.187595,0.190277
Normalized EBITDA,7146321124.84,9667042645.92,16824154638.98,9345209432.34
Total Unusual Items,-564775738.89,-247578784.4,-455833531.3,-285713143.02
Total Unusual Items Excluding Goodwill,-564775738.89,-247578784.4,-455833531.3,-285713143.02
Net Income From Continuing Operation Net Minority Interest,2960979512.16,5158212373.86,11336706120.74,5003112468.52
Reconciled Depreciation,2132746128.57,2023764332.37,1758370608.85,1784019012.47
Reconciled Cost Of Revenue,28906225145.45,51426970466.07,42397866838.47,15314953875.22
EBITDA,6581545385.95,9419463861.52,16368321107.68,9059496289.32
EBIT,4448799257.38,7395699529.15,14609950498.83,7275477276.85
Net Interest Income,-943799430.75,-896284772.94,-1085131303.43,-1389454710.31
Interest Expense,969216397.31,944391880.34,879195769.93,1291307419.35
Interest Income,25464091.88,39566128.2,57613815.05,49776067.41
Normalized Income,3415085252.977319,5346584393.742267,11707027701.847773,5234461113.998
Net Income From Continuing And Discontinued Operation,2960979512.16,5158212373.86,11336706120.74,5003112468.52
Total Expenses,31189336408.86,53117861064.1,44483534165.9,17014216236.37
Rent Expense Supplemental,26102029.58,30236751.82,7325906.61,7998776.61
Total Operating Income As Reported,3650338359.53,7080566825.7,13736864322.95,6097909766.19
Diluted Average Shares,6550839629.0,6505501796.0,6565913426.0,6507690516.0
Basic Average Shares,6550839629.0,6505501796.0,6565913426.0,6507690516.0
Diluted EPS,0.452,0.7929,1.7266,0.7688
Basic EPS,0.452,0.7929,1.7266,0.7688
Net Income Common Stockholders,2960979512.16,5158212373.86,11336706120.74,5003112468.52
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,2960979512.16,5158212373.86,11336706120.74,5003112468.52
Minority Interests,163234418.66,249690605.19,181768074.59,157589521.24
Net Income Including Noncontrolling Interests,2797745093.5,4908521768.67,11154938046.15,4845522947.28
Net Income Continuous Operations,2797745093.5,4908521768.67,11154938046.15,4845522947.28
Tax Provision,681837766.57,1542785880.14,2575816682.75,1138646910.22
Pretax Income,3479582860.07,6451307648.81,13730754728.9,5984169857.5
Other Non Operating Income Expenses,-170755499.46,-629259176.89,-6109594.05,-113739908.69
Special Income Charges,-563966020.99,-241164288.34,-447067325.18,-246466070.67
Other Special Charges,-2351116.4,63490.2,-17375398.52,-3727727.87
Write Off,38506807.01,-26629146.02,17315830.9,26825619.88
Impairment Of Capital Assets,527810330.38,267729944.16,447126892.8,223368178.66
Net Non Operating Interest Income Expense,-943799430.75,-896284772.94,-1085131303.43,-1389454710.31
Total Other Finance Cost,47125.32,-8540979.2,263549348.55,147923358.37
Interest Expense Non Operating,969216397.31,944391880.34,879195769.93,1291307419.35
Interest Income Non Operating,25464091.88,39566128.2,57613815.05,49776067.41
Operating Income,5252080547.68,8357270110.98,14925191312.53,7850734963.97
Operating Expense,2283111263.41,1690890598.03,2085667327.43,1699262361.15
Other Operating Expenses,1127815345.88,655318153.28,783106991.51,567058524.46
Depreciation And Amortization In Income Statement,302322542.69,198073047.75,195458176.04,200992006.7
Depreciation Income Statement,302322542.69,198073047.75,195458176.04,200992006.7
Research And Development,316726697.51,306996115.26,397217579.96,343582710.67
Selling General And Administration,287793059.58,253065525.1,334841444.26,216878435.26
Selling And Marketing Expense,39172548.9,37337388.67,46783091.64,45900188.7
General And Administrative Expense,248620510.68,215728136.43,288058352.62,170978246.56
Rent And Landing Fees,26102029.58,30236751.82,7325906.61,7998776.61
Gross Profit,7535191811.09,10048160709.01,17010858639.96,9549997325.12
Cost Of Revenue,28906225145.45,51426970466.07,42397866838.47,15314953875.22
Total Revenue,36441416956.54,61475131175.08,59408725478.43,24864951200.34
Operating Revenue,36441416956.54,61475131175.08,59408725478.43,24864951200.34
