,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,82118167.05,326034251.44,-354139150.74,176706996.9
Repayment Of Debt,-99700000.0,-334000000.0,-2884965.34,-264755660.0
Issuance Of Debt,2872752131.8,89800000.0,343390000.0,104424900.0
Capital Expenditure,-784843231.44,-731688576.28,-1032472238.28,-607828597.62
End Cash Position,1706647803.41,2005419903.78,2169879213.51,2163749046.01
Beginning Cash Position,2005419903.78,2169879213.51,2163749046.01,2017612773.53
Effect Of Exchange Rate Changes,-5389053.51,-444721.56,7156089.95,-3164895.03
Changes In Cash,-293383046.86,-164014588.17,-1025922.45,149301167.51
Financing Cash Flow,2596064634.34,-515517730.51,162072642.48,-293541800.85
Net Other Financing Charges,38713909.44,-113901674.69,-31646541.59,22560049.32
Cash Dividends Paid,-215701406.9,-157416055.82,-146785850.59,-55771090.17
Net Issuance Payments Of Debt,2773052131.8,-244200000.0,340505034.66,-160330760.0
Net Long Term Debt Issuance,2773052131.8,-244200000.0,340505034.66,-160330760.0
Long Term Debt Payments,-99700000.0,-334000000.0,-2884965.34,-264755660.0
Long Term Debt Issuance,2872752131.8,89800000.0,343390000.0,104424900.0
Investing Cash Flow,-3756409079.69,-706219685.38,-841431652.47,-341692626.16
Net Other Investing Changes,81601866.33,17216324.21,22539620.72,82179019.22
Net Investment Purchase And Sale,-3056497507.36,4904877.11,228916492.75,312124308.66
Sale Of Investment,1582372955.57,555508838.85,598261260.33,355531841.48
Purchase Of Investment,-4638870462.93,-550603961.74,-369344767.58,-43407532.82
Net Business Purchase And Sale,,,-60591588.92,-131332325.31
Sale Of Business,,,,
Purchase Of Business,,,-60591588.92,-131332325.31
Net PPE Purchase And Sale,-781513438.66,-728340886.7,-1032296177.02,-604663628.73
Sale Of PPE,3329792.78,3347689.58,176061.26,3164968.89
Purchase Of PPE,-784843231.44,-731688576.28,-1032472238.28,-607828597.62
Operating Cash Flow,866961398.49,1057722827.72,678333087.54,784535594.52
Change In Working Capital,-761562686.28,-526036457.98,-467658937.04,-94242897.52
Change In Other Current Assets,10192244.81,2921941.31,-21152038.4,26054087.38
Change In Payable,638876559.61,1490183005.25,1075502084.87,1043638219.66
Change In Inventory,-399024538.56,-411582903.19,-142967797.96,-355436948.48
Change In Receivables,-1011606952.14,-1607558501.35,-1379041185.55,-808498256.08
Other Non Cash Items,-4515649.77,-59806533.91,-31554345.35,-22400094.71
Depreciation And Amortization,353349286.32,300355694.88,225306132.82,161914052.44
Amortization Cash Flow,16951605.51,15132247.77,14786471.45,11141544.22
Depreciation,336397680.81,285223447.11,210519661.37,150772508.22
Gain Loss On Investment Securities,-44679993.15,4991311.43,-4263429.68,-6489359.89
Gain Loss On Sale Of PPE,1035278.44,1725092.49,2124279.43,1710334.75
Net Income From Continuing Operations,1320676853.6,1221997572.21,910698813.84,701007983.5
Cash Flowsfromusedin Operating Activities Direct,866961398.49,1057722827.72,678333087.54,784535594.52
Taxes Refund Paid Direct,-382447426.9,-280194304.91,-141836808.03,-94628434.67
Classesof Cash Payments,-9813408789.17,-7259439182.31,-5551048524.01,-4391554828.71
Other Cash Paymentsfrom Operating Activities,-358744111.02,-317999817.94,-180739372.17,-215572455.67
Paymentson Behalfof Employees,-1254178458.41,-922228516.55,-720714489.58,-523351812.51
Paymentsto Suppliersfor Goodsand Services,-8200486219.74,-6019210847.82,-4649594662.26,-3652630560.53
Classesof Cash Receiptsfrom Operating Activities,11062817614.56,8597356314.94,6371218419.58,5270718857.9
Other Cash Receiptsfrom Operating Activities,71440102.09,154294075.32,145889996.86,221083607.39
Receiptsfrom Customers,10991377512.47,8443062239.62,6225328422.72,5049635250.51
