,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-10113882.41565,-30951660.749473,-34867482.101888,-85975937.2575
Tax Rate For Calcs,0.031085,0.089875,0.063892,0.25
Normalized EBITDA,8740937632.26,8209453521.92,7314689699.82,5273619906.65
Total Unusual Items,-325360695.62,-344387379.48,-545724440.82,-343903749.03
Total Unusual Items Excluding Goodwill,-325360695.62,-344387379.48,-545724440.82,-343903749.03
Net Income From Continuing Operation Net Minority Interest,4134303670.89,4075585284.37,4050174699.52,3508963827.4
Reconciled Depreciation,3259289218.7,2591729386.32,1463664159.25,1039414277.95
Reconciled Cost Of Revenue,51528491525.28,40149208233.59,40664273886.86,30338440631.84
EBITDA,8415576936.64,7865066142.44,6768965259.0,4929716157.62
EBIT,5156287717.94,5273336756.12,5305301099.75,3890301879.67
Net Interest Income,-628886290.78,-485370303.94,-291162527.56,-340510311.92
Interest Expense,716123141.61,635072111.97,476513791.04,392176527.17
Interest Income,104764094.32,163330444.24,197672837.32,67420898.9
Normalized Income,4449550484.09435,4389021003.100527,4561031658.238112,3766891639.1725
Net Income From Continuing And Discontinued Operation,4134303670.89,4075585284.37,4050174699.52,3508963827.4
Total Expenses,57197729279.63,43751299372.16,43801480100.19,33542838394.55
Rent Expense Supplemental,74989034.13,68887920.9,70669614.68,
Total Operating Income As Reported,4487885650.43,4696293708.75,4845738541.46,3511933031.07
Diluted Average Shares,,2079380247.0,2055926243.0,1917466572.0
Basic Average Shares,,2048032806.0,2045542778.0,1907045558.0
Diluted EPS,,1.96,1.97,1.83
Basic EPS,,1.99,1.98,1.84
Net Income Common Stockholders,4134303670.89,4075585284.37,4050174699.52,3508963827.4
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,4134303670.89,4075585284.37,4050174699.52,3508963827.4
Minority Interests,-167837772.85,-145817412.2,-470091233.81,-162930220.43
Net Income Including Noncontrolling Interests,4302141443.74,4221402696.57,4520265933.33,3671894047.83
Net Income Continuous Operations,4302141443.74,4221402696.57,4520265933.33,3671894047.83
Tax Provision,138023132.59,416861947.58,308521375.38,-173768695.33
Pretax Income,4440164576.33,4638264644.15,4828787308.71,3498125352.5
Other Non Operating Income Expenses,-47721074.1,-58029064.6,-16951232.75,-13807678.57
Special Income Charges,-357550420.62,-331399919.48,-558088680.82,-330501809.03
Other Special Charges,29171292.15,14875443.61,14472275.27,6478676.86
Write Off,247771631.4,268281991.29,178702007.3,197767001.1
Impairment Of Capital Assets,80607497.07,48242484.58,364914398.25,126256131.07
Net Non Operating Interest Income Expense,-628886290.78,-485370303.94,-291162527.56,-340510311.92
Total Other Finance Cost,17527243.49,13628636.21,12321573.84,15754683.65
Interest Expense Non Operating,716123141.61,635072111.97,476513791.04,392176527.17
Interest Income Non Operating,104764094.32,163330444.24,197672837.32,67420898.9
Operating Income,4271901496.46,4863257152.93,4982107075.67,2761109413.98
Operating Expense,5669237754.35,3602091138.57,3137206213.33,3204397762.71
Other Operating Expenses,245772899.48,230377829.85,-10412594.67,137290788.15
Depreciation And Amortization In Income Statement,275182960.41,162048795.54,130684433.19,110372101.33
Amortization,,,456910277.06,624794985.85
Depreciation Income Statement,275182960.41,162048795.54,130684433.19,110372101.33
Research And Development,3005944844.68,2942307511.23,2731636997.69,2153135535.7
Selling General And Administration,711107004.76,447553138.98,1109673410.03,1166099096.26
Selling And Marketing Expense,346307348.59,292936986.16,427508756.87,351250579.51
General And Administrative Expense,364799656.17,154616152.82,682164653.16,814848516.75
Rent And Landing Fees,74989034.13,68887920.9,70669614.68,
Gross Profit,9941139250.81,8465348291.5,8119313289.0,5965507176.69
Cost Of Revenue,51528491525.28,40149208233.59,40664273886.86,30338440631.84
Total Revenue,61469630776.09,48614556525.09,48783587175.86,36303947808.53
Operating Revenue,61469630776.09,48614556525.09,48783587175.86,36303947808.53
