,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,793592652.0,794201952.0,698174918.0,699408918.0
Share Issued,793592652.0,794201952.0,698174918.0,699408918.0
Total Debt,594432372.32,520984193.09,604404203.62,675942218.0
Tangible Book Value,8719392681.44,8071542272.04,5750023340.1,5205553915.44
Invested Capital,9524185979.16,8698095852.99,6577060185.77,6081835401.65
Working Capital,6331372386.01,6257420386.72,3844642479.04,4157864102.56
Net Tangible Assets,8719392681.44,8071542272.04,5750023340.1,5205553915.44
Capital Lease Obligations,25100774.98,35044115.29,47507369.44,55679865.08
Common Stock Equity,9109720996.58,8436779219.39,6118464755.75,5541530866.46
Total Capitalization,9514720996.58,8698095852.99,6576560185.77,6081835401.65
Total Equity Gross Minority Interest,9157037267.37,8429449927.36,6111154685.99,5529072003.17
Minority Interest,47316270.79,-7329292.03,-7310069.76,-12458863.29
Stockholders Equity,9109720996.58,8436779219.39,6118464755.75,5541530866.46
Treasury Stock,215319585.0,222015792.0,321580530.0,392485090.0
Retained Earnings,3670773025.23,3255922015.94,2841691318.31,2404053746.08
Additional Paid In Capital,4213221831.18,4168547586.33,2495242155.01,2446504547.34
Capital Stock,793592652.0,794201952.0,698174918.0,699408918.0
Common Stock,793592652.0,794201952.0,698174918.0,699408918.0
Total Liabilities Net Minority Interest,5629279672.07,3598480333.45,3792238057.46,3948849323.19
Total Non Current Liabilities Net Minority Interest,656868258.3,568013353.92,704665705.05,826052923.67
Other Non Current Liabilities,31701482.3,27657063.56,32532111.84,30259805.76
Non Current Deferred Revenue,195066001.02,243995541.47,166530793.75,199808717.64
Long Term Debt And Capital Lease Obligation,430100774.98,296360748.89,505602799.46,595984400.27
Long Term Capital Lease Obligation,25100774.98,35044115.29,47507369.44,55679865.08
Long Term Debt,405000000.0,261316633.6,458095430.02,540304535.19
Current Liabilities,4972411413.77,3030466979.53,3087572352.41,3122796399.52
Other Current Liabilities,35078651.44,14096831.39,11954955.68,64777614.85
Current Debt And Capital Lease Obligation,164331597.34,224623444.2,98801404.16,79957817.73
Current Debt,9464982.58,,500000.0,
Payables,4509214313.67,2682105931.14,2890829708.42,2858713751.81
Other Payable,370549333.71,358793452.74,470812283.7,591017356.5
Dividends Payable,,0.0,0.0,
Total Tax Payable,92845033.42,74421328.23,79396204.74,35521079.64
Accounts Payable,4045819946.54,2248891150.17,2340621219.98,2232175315.67
Total Assets,14786316939.44,12027930260.81,9903392743.45,9477921326.36
Total Non Current Assets,3482533139.66,2740042894.56,2971177912.0,2197260824.28
Other Non Current Assets,187102595.94,365352825.74,1025747900.5,422714899.84
Non Current Deferred Assets,22354754.05,24833979.6,10373655.05,13089441.89
Non Current Deferred Taxes Assets,179038433.95,100306852.53,91127112.1,76817057.06
Long Term Equity Investment,90897775.17,56962386.24,55935334.76,52369829.0
Goodwill And Other Intangible Assets,390328315.14,365236947.35,368441415.65,335976951.02
Other Intangible Assets,382385652.36,357294284.57,360498752.87,317515815.59
Goodwill,7942662.78,7942662.78,7942662.78,18461135.43
Net PPE,2612811265.41,1827349903.1,1419552493.94,1296292645.47
Accumulated Depreciation,-1683059355.91,-1512825932.41,-1353484439.55,-1195500190.22
Gross PPE,4295870621.32,3340175835.51,2773036933.49,2491792835.69
Construction In Progress,74338491.45,511929798.32,74575575.5,23096269.0
Other Properties,1387774903.44,1138161817.61,1097177604.02,1023717244.52
Machinery Furniture Equipment,1473074290.73,1132417205.69,1044034882.56,889300704.29
Properties,1360682935.7,557667013.89,557248871.41,555678617.88
Current Assets,11303783799.78,9287887366.25,6932214831.45,7280660502.08
Other Current Assets,605635710.11,1023360021.25,203870066.14,28083242.33
Prepaid Assets,211590458.0,49791019.6,40770605.95,22017957.28
Inventory,3955241701.61,1886274719.08,2330451779.92,2200753373.51
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,1710324685.05,674212109.54,979315478.91,1054846423.37
Work In Process,1604275940.86,889194112.61,758929484.41,696406042.23
Raw Materials,640641075.7,322868496.93,592206816.6,449500907.91
Other Receivables,997395078.88,625071501.49,611052955.07,577508830.51
Accounts Receivable,2348564360.26,1967517917.36,1577979419.0,1599394238.38
Allowance For Doubtful Accounts Receivable,-44425902.59,-51742512.51,-43082689.11,-43440793.67
Gross Accounts Receivable,2392990262.85,2019260429.87,1621062108.11,1642835032.05
Cash Cash Equivalents And Short Term Investments,3185356490.92,3735872187.47,2168090005.37,2852902860.07
Cash And Cash Equivalents,3185356490.92,3735872187.47,2168090005.37,2852902860.07
Cash Equivalents,1138189846.4,391678845.43,0.0,9100000.0
Cash Financial,2046837380.29,3343907012.36,2168090005.37,2843802860.07
