,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1678123584.0,1678123584.0,1678123584.0,1678123584.0
Share Issued,1678123584.0,1678123584.0,1678123584.0,1678123584.0
Net Debt,9751994935.21,6291600014.82,4832519377.36,5494301540.49
Total Debt,15928477905.81,14743642476.66,11857346691.46,10739133331.82
Tangible Book Value,16171923181.43,16169712829.98,16190817716.41,12656929944.23
Invested Capital,31007772337.26,28453315662.36,29059484108.54,22297914134.37
Working Capital,-610663665.96,2139324179.22,7836827015.16,796478488.29
Net Tangible Assets,16171923181.43,16169712829.98,16190817716.41,12656929944.23
Capital Lease Obligations,258535396.82,185064651.63,158299530.28,32809338.89
Common Stock Equity,18513097958.62,18617095107.91,18322884111.33,14169056317.72
Total Capitalization,29100325553.77,27759397116.99,27422822065.82,20409594016.03
Total Equity Gross Minority Interest,26737036671.86,26550950997.7,25803149399.11,15611489826.5
Minority Interest,8223938713.24,7933855889.79,7480265287.78,1442433508.78
Stockholders Equity,18513097958.62,18617095107.91,18322884111.33,14169056317.72
Retained Earnings,10545516007.59,10593398000.37,9995287506.17,7550496838.05
Additional Paid In Capital,4687998306.59,4687467873.86,4688050522.72,4037161649.23
Capital Stock,1678123584.0,1678123584.0,1678123584.0,1678123584.0
Common Stock,1678123584.0,1678123584.0,1678123584.0,1678123584.0
Total Liabilities Net Minority Interest,33127660420.31,30345774284.64,26912617395.67,22015098876.36
Total Non Current Liabilities Net Minority Interest,12636787452.69,11194075249.34,11236923895.2,8432411989.34
Other Non Current Liabilities,301680942.64,443234070.28,431515970.08,406551932.45
Tradeand Other Payables Non Current,524187258.88,524326971.8,644662977.64,1247006367.74
Non Current Deferred Revenue,783855161.39,739032548.0,755960892.81,464730043.84
Non Current Deferred Taxes Liabilities,181301097.81,160114998.55,146546569.9,40776608.11
Long Term Debt And Capital Lease Obligation,10845762991.97,9327366660.71,9258237484.77,6273347037.2
Long Term Capital Lease Obligation,258535396.82,185064651.63,158299530.28,32809338.89
Long Term Debt,10587227595.15,9142302009.08,9099937954.49,6240537698.31
Current Liabilities,20490872967.62,19151699035.3,15675693500.47,13582686887.02
Other Current Liabilities,862234985.52,51742901.93,50059775.37,43687428.18
Current Debt And Capital Lease Obligation,5082714913.84,5416275815.95,2599109206.69,4465786294.62
Current Debt,1907446783.49,693918545.37,1636662042.72,1888320118.34
Payables,13839909392.47,13182152087.89,12614182590.38,8712364395.97
Other Payable,1493341054.49,1373347028.97,1300751053.7,1189294785.65
Dividends Payable,339746818.26,499720241.56,18167785.67,7651752.29
Total Tax Payable,177767247.47,268516843.35,378500893.81,343383944.43
Accounts Payable,11829054272.25,11040567974.01,10916762857.2,7172033913.6
Total Assets,59864697092.17,56896725282.34,52715766794.78,37626588702.86
Total Non Current Assets,39984487790.51,35605702067.82,29203246279.15,23247423327.55
Other Non Current Assets,141815681.58,151690750.79,248629908.35,880579041.76
Non Current Deferred Assets,309837571.4,255763289.95,111372851.26,120465281.99
Non Current Deferred Taxes Assets,634866363.89,571566379.83,597557920.34,253990102.27
Investmentin Financial Assets,316931030.0,316931030.0,316931030.0,4792623.57
Available For Sale Securities,316931030.0,316931030.0,316931030.0,4792623.57
Long Term Equity Investment,353358902.66,307398764.05,152839141.43,343153556.65
Investment Properties,462832625.19,229257318.72,241705900.49,134331157.1
Goodwill And Other Intangible Assets,2341174777.19,2447382277.93,2132066394.92,1512126373.49
Other Intangible Assets,2292909557.64,2399117058.38,2083801175.37,1463861153.94
Goodwill,48265219.55,48265219.55,48265219.55,48265219.55
Net PPE,35423670838.6,31325712256.55,25394184655.98,19997985190.72
Accumulated Depreciation,-10708908645.53,-9530409363.26,-7556800457.59,-6849957570.91
Gross PPE,46132579484.13,40856121619.81,32950985113.57,26847942761.63
Construction In Progress,10659040274.08,6053858998.19,4087666140.82,2071521200.71
Other Properties,2767900159.96,2590657388.42,2893927192.73,1364108374.03
Machinery Furniture Equipment,25113481846.61,24498343414.32,20332835714.29,17875739520.93
Buildings And Improvements,,,,5536573665.96
Properties,7592157203.48,7713261818.88,5636556065.73,5536573665.96
Current Assets,19880209301.66,21291023214.52,23512520515.63,14379165375.31
Other Current Assets,1057002520.7,739809283.85,370235182.38,347797493.63
Prepaid Assets,478317398.23,383399338.83,432543511.8,308399569.52
Inventory,3584991009.4,3905764862.2,3752631753.82,2250309725.44
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,61664270.5,70325352.22,594942317.32,20073203.85
Finished Goods,1702250191.48,1896112183.72,1849698350.59,1280999799.88
Work In Process,1061258339.73,1116502188.37,802788267.19,611437698.17
Raw Materials,759818207.69,822825137.89,505202818.72,337799023.54
Other Receivables,5060740805.8,4970423857.92,5729468773.99,4881922826.47
Accounts Receivable,6956478124.1,7747005332.09,7258560673.79,3956179484.09
Allowance For Doubtful Accounts Receivable,-467488600.09,-412608592.86,-210658404.82,-232124288.15
Gross Accounts Receivable,7423966724.19,8155825478.79,5746872116.82,4188303772.24
Cash Cash Equivalents And Short Term Investments,2742679443.43,3544620539.63,5969080619.85,2634556276.16
Other Short Term Investments,,,65000000.0,
Cash And Cash Equivalents,2742679443.43,3544620539.63,5904080619.85,2634556276.16
Cash Equivalents,2086469363.4,1645823482.9,128656066.04,95240332.08
Cash Financial,617671085.46,1703925476.75,5654661598.2,2539315944.08
