,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,3011469496.05,3940426644.63,3572079089.91,2223857187.62
Repayment Of Debt,-3657204635.5,-2172732000.0,-2129869855.69,-5056328607.6
Issuance Of Debt,2797638082.16,1555183668.0,1550009661.1,5017336783.87
Capital Expenditure,-1192476186.32,-1194038870.99,-1162308399.89,-1452960098.82
End Cash Position,1433823496.18,671884111.76,510825228.51,532966177.45
Beginning Cash Position,671884111.76,510825228.51,532966177.45,605100051.33
Effect Of Exchange Rate Changes,-2390420.29,-993085.76,-1775897.72,2465401.19
Changes In Cash,764329804.71,162051969.01,-20365051.22,-74599275.07
Financing Cash Flow,-2719280233.65,-2136331747.29,-2223965923.82,-1342375877.92
Net Other Financing Charges,-291527315.58,-29533358.56,-441815666.11,-100634218.92
Cash Dividends Paid,-1491742410.44,-1481468557.55,-1190673101.33,-1201590788.82
Net Issuance Payments Of Debt,-859566553.34,-617548332.0,-579860194.59,-38991823.73
Net Long Term Debt Issuance,-859566553.34,-617548332.0,-579860194.59,-38991823.73
Long Term Debt Payments,-3657204635.5,-2172732000.0,-2129869855.69,-5056328607.6
Long Term Debt Issuance,2797638082.16,1555183668.0,1550009661.1,5017336783.87
Investing Cash Flow,-720335644.01,-2836081799.32,-2530786617.2,-2409040683.59
Net Other Investing Changes,21375140.34,-12631483.09,-19143789.03,-9362335.51
Net Investment Purchase And Sale,513684303.3,665795426.31,-1497058729.05,-1331992511.11
Sale Of Investment,17659025103.3,21355629674.75,18483561270.95,14926437488.89
Purchase Of Investment,-17145340800.0,-20689834248.44,-19980620000.0,-16258430000.0
Net Business Purchase And Sale,-112812612.19,-2585797079.48,1382409.1,-1674858.15
Sale Of Business,0.0,0.0,1382409.1,
Purchase Of Business,-112812612.19,-2585797079.48,,-1674858.15
Net PPE Purchase And Sale,-1142582475.46,-903448663.06,-1015966508.22,-1066010978.82
Sale Of PPE,49893710.86,290590207.93,146341891.67,386949120.0
Purchase Of PPE,-1192476186.32,-1194038870.99,-1162308399.89,-1452960098.82
Operating Cash Flow,4203945682.37,5134465515.62,4734387489.8,3676817286.44
Change In Working Capital,-63856033.1,209873286.49,157711202.54,-115780872.57
Change In Other Current Assets,-10350065.42,-56634345.93,8684415.98,-38323580.36
Change In Payable,79738961.79,-603338638.73,-551846931.99,343442140.89
Change In Inventory,185311972.5,277756120.3,146708904.3,-66423766.49
Change In Receivables,-318556901.97,592090150.85,554164814.25,-354475666.61
Other Non Cash Items,71071163.43,122252381.87,116493625.05,133977389.68
Depreciation And Amortization,1090036803.31,1049873679.99,855367932.24,800610863.72
Amortization Cash Flow,171765156.24,159237909.8,79423007.47,74994175.11
Depreciation,918271647.07,890635770.19,775944924.77,725616688.61
Gain Loss On Investment Securities,-10069368.83,-26446026.72,-68185079.98,-20885634.51
Gain Loss On Sale Of PPE,-39546825.72,20112012.73,79790335.03,-436691401.75
Net Income From Continuing Operations,2998657111.67,3726000753.63,3554714899.71,3151723799.89
Cash Flowsfromusedin Operating Activities Direct,4203945682.37,5134465515.62,4734387489.8,3676817286.44
Taxes Refund Paid Direct,-1102900210.43,-1098719857.04,-958637732.2,-604083206.11
Interest Received Direct,0.0,0.0,,
Interest Paid Direct,0.0,0.0,,
Classesof Cash Payments,-20595012462.42,-20951240779.21,-18266968491.6,-17109136063.91
Other Cash Paymentsfrom Operating Activities,-1422170383.6,-1577242968.69,-857920078.87,-753394549.08
Paymentson Behalfof Employees,-2790691432.99,-2496088747.29,-1931203056.8,-1828146122.93
Paymentsto Suppliersfor Goodsand Services,-16382150645.83,-16877909063.23,-15477845355.93,-14527595391.9
Classesof Cash Receiptsfrom Operating Activities,25901858355.22,27184426151.87,23959993713.6,21390036556.46
Other Cash Receiptsfrom Operating Activities,1195493737.99,1375185785.29,985064554.44,582116233.19
Receiptsfrom Customers,24706364617.23,25809240366.58,22974929159.16,20807920323.27
