,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-11415311.069233,-3612767.363451,-2417379.02807,13557067.629983
Tax Rate For Calcs,0.084591,0.056753,0.056728,0.043931
Normalized EBITDA,4543702613.33,5156020109.4,4756553988.3,3898352261.97
Total Unusual Items,-134947310.73,-63657956.77,-42613872.24,308596294.52
Total Unusual Items Excluding Goodwill,-134947310.73,-63657956.77,-42613872.24,308596294.52
Net Income From Continuing Operation Net Minority Interest,2906380291.66,3646942470.4,3524001193.59,3144419788.48
Reconciled Depreciation,1090036803.31,1049873679.99,855367932.24,800610863.72
Reconciled Cost Of Revenue,17995772075.36,18106329058.39,15725025923.65,14289290742.61
EBITDA,4408755302.6,5092362152.63,4713940116.06,4206948556.49
EBIT,3318718499.29,4042488472.64,3858572183.82,3406337692.77
Net Interest Income,-23351915.28,-74186266.75,-84215904.8,-101225775.47
Interest Expense,42962305.49,92303666.1,90080097.03,109792022.39
Interest Income,22999318.28,21375114.44,8253215.27,11684906.7
Normalized Income,3029912291.320767,3706987659.806549,3564197686.80193,2849380561.589983
Net Income From Continuing And Discontinued Operation,2906380291.66,3646942470.4,3524001193.59,3144419788.48
Total Expenses,21882306722.37,21770321575.68,18490428238.05,17059075206.29
Rent Expense Supplemental,22496204.42,27607090.9,22980530.23,27809967.45
Total Operating Income As Reported,3262673042.1,3974417829.51,3880088188.69,3324049105.88
Diluted Average Shares,1692708382.0,1689181320.0,1689358194.0,1689639865.0
Basic Average Shares,1692708382.0,1689181320.0,1689358194.0,1689639865.0
Diluted EPS,1.717,2.159,2.086,1.861
Basic EPS,1.717,2.159,2.086,1.861
Net Income Common Stockholders,2906380291.66,3646942470.4,3524001193.59,3144419788.48
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,2906380291.66,3646942470.4,3524001193.59,3144419788.48
Minority Interests,-92276820.01,-79058283.23,-30713706.12,-7304011.41
Net Income Including Noncontrolling Interests,2998657111.67,3726000753.63,3554714899.71,3151723799.89
Net Income Continuous Operations,2998657111.67,3726000753.63,3554714899.71,3151723799.89
Tax Provision,277099082.13,224184052.91,213777187.08,144821870.49
Pretax Income,3275756193.8,3950184806.54,3768492086.79,3296545670.38
Other Non Operating Income Expenses,13083151.7,-24233022.97,-111596101.9,-27324114.34
Special Income Charges,-117059403.45,-29020909.8,-38282162.73,313656327.32
Other Special Charges,-40593428.16,-3778517.83,-212412.48,-477519469.3
Write Off,69789655.96,13183114.05,27253870.81,108412198.15
Impairment Of Capital Assets,87863175.65,19616313.58,11240704.4,55450943.83
Net Non Operating Interest Income Expense,-23351915.28,-74186266.75,-84215904.8,-101225775.47
Total Other Finance Cost,3388928.07,3257715.09,2389023.04,3118659.78
Interest Expense Non Operating,42962305.49,92303666.1,90080097.03,109792022.39
Interest Income Non Operating,22999318.28,21375114.44,8253215.27,11684906.7
Operating Income,3397955195.85,4050802843.8,3935467398.94,3095625852.62
Operating Expense,3886534647.01,3663992517.29,2765402314.4,2769784463.68
Other Operating Expenses,305702210.54,297599414.64,254549655.95,246558188.16
Depreciation And Amortization In Income Statement,299290665.3,273478846.35,169247410.32,167104329.16
Amortization,165075282.23,153912488.64,74620852.98,77078106.04
Depreciation Income Statement,134215383.07,119566357.71,94626557.34,90026223.12
Research And Development,1040241795.06,1057993956.25,951508472.79,862366707.37
Selling General And Administration,749184504.95,741926867.16,460067484.88,593559138.46
Selling And Marketing Expense,509235412.63,510955867.05,297842132.15,231448685.3
General And Administrative Expense,239949092.32,230971000.11,162225352.73,362110453.16
Rent And Landing Fees,22496204.42,27607090.9,22980530.23,27809967.45
Gross Profit,7284489842.86,7714795361.09,6700869713.34,5865410316.3
Cost Of Revenue,17995772075.36,18106329058.39,15725025923.65,14289290742.61
Total Revenue,25280261918.22,25821124419.48,22425895636.99,20154701058.91
Operating Revenue,25280261918.22,25821124419.48,22425895636.99,20154701058.91
