,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,739100348.0,739100348.0,737687976.0,737683858.0
Share Issued,739100348.0,739100348.0,737687976.0,737683858.0
Total Debt,1491447057.64,1322002450.23,1836185179.49,1258836061.86
Tangible Book Value,2760961874.83,2633582160.7,2528817605.87,2531314438.2
Invested Capital,4398167113.0,4057217671.04,3533453421.2,3930964736.39
Working Capital,1114730661.39,905384649.78,773751992.86,1612176062.94
Net Tangible Assets,2760961874.83,2633582160.7,2528817605.87,2531314438.2
Capital Lease Obligations,1121469.68,453315.11,663725.63,4870233.12
Common Stock Equity,2908999840.09,2785976979.11,2670793768.19,2677922804.28
Total Capitalization,2908999840.09,2785976979.11,2720862518.19,3619835790.7
Total Equity Gross Minority Interest,2925146891.3,2801224919.67,2711303482.78,2717476331.03
Minority Interest,16147051.21,15247940.56,40509714.59,39553526.75
Stockholders Equity,2908999840.09,2785976979.11,2670793768.19,2677922804.28
Other Equity Interest,,,188231181.08,188239191.87
Retained Earnings,748941051.35,619614086.75,523585754.82,532689228.01
Additional Paid In Capital,1312820223.75,1312820223.75,1111663347.09,1111619922.8
Capital Stock,739100348.0,739100348.0,737687976.0,737683858.0
Common Stock,739100348.0,739100348.0,737687976.0,737683858.0
Total Liabilities Net Minority Interest,4082861463.61,3441972575.18,3797552945.71,3151570898.75
Total Non Current Liabilities Net Minority Interest,144618749.53,140258194.88,182674765.13,1084833293.87
Non Current Deferred Revenue,143497279.85,139804879.77,131942289.5,138050074.33
Long Term Debt And Capital Lease Obligation,1121469.68,453315.11,50732475.63,946783219.54
Long Term Capital Lease Obligation,1121469.68,453315.11,663725.63,4870233.12
Long Term Debt,,,50068750.0,941912986.42
Current Liabilities,3938242714.08,3301714380.3,3614878180.58,2066737604.88
Other Current Liabilities,3328712.12,11044659.47,11055827.15,4850392.13
Current Debt And Capital Lease Obligation,1490325587.96,1321549135.12,1785452703.86,312052842.32
Current Debt,1489167272.91,1271240691.93,812590903.01,311128945.69
Payables,2417741411.3,1957913412.91,1807009527.84,1738107838.07
Other Payable,70914524.12,63728441.0,55472181.71,58693737.88
Total Tax Payable,24372106.96,20653678.29,21956412.53,21640737.26
Accounts Payable,2322454780.22,1873531293.62,1729580933.6,1657773362.93
Total Assets,7008008354.91,6243197494.85,6508856428.49,5869047229.78
Total Non Current Assets,1955034979.44,2036098464.77,2120226255.05,2190133561.96
Other Non Current Assets,1495000.0,484244.98,2592293.06,6138702.73
Non Current Deferred Assets,,,,2837185.56
Non Current Deferred Taxes Assets,45364159.29,44099785.75,38198600.73,34000761.65
Investmentin Financial Assets,42149175.35,61116830.35,58497046.41,63233259.5
Available For Sale Securities,42149175.35,61116830.35,58497046.41,63233259.5
Long Term Equity Investment,116112938.48,114340302.45,114163275.66,109612573.36
Investment Properties,141450824.13,143722678.51,140957141.1,149152625.69
Goodwill And Other Intangible Assets,148037965.26,152394818.41,141976162.32,146608366.08
Other Intangible Assets,148037965.26,152394818.41,141976162.32,146608366.08
Net PPE,1460424916.93,1519939804.32,1623841735.77,1678550087.39
Accumulated Depreciation,-2035606584.88,-1853004021.93,-1701919246.71,-1507695052.11
Gross PPE,3496031501.81,3372943826.25,3325760982.48,3186245139.5
Construction In Progress,92004435.0,77572188.0,94490389.45,70352222.9
Other Properties,2202436586.68,2080844940.69,2077523286.42,2009708845.19
Machinery Furniture Equipment,19051787.31,20231273.02,20325645.08,20510232.65
Properties,1182538692.82,1194295424.54,1133421661.53,1085673838.76
Current Assets,5052973375.47,4207099030.08,4388630173.44,3678913667.82
Other Current Assets,24463321.16,13218992.57,156387659.67,556447726.49
Prepaid Assets,8556037.97,6078440.74,9998911.94,10021019.08
Inventory,775226578.09,793973129.91,785860316.27,647640853.91
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,633689368.39,541103895.75,543906985.53,462417574.44
Work In Process,46721834.39,56453312.5,63041311.31,45408941.05
Raw Materials,94815375.31,196415921.66,178912019.43,139814338.42
Other Receivables,167225386.44,228335507.76,243248056.3,288681869.28
Accounts Receivable,946479337.1,807482193.53,665918207.81,606289774.67
Allowance For Doubtful Accounts Receivable,-58518873.31,-86648756.76,-83174353.49,-71103483.36
Gross Accounts Receivable,1004998210.41,894130950.29,749092561.3,677393258.03
Cash Cash Equivalents And Short Term Investments,3131022714.71,2358010765.57,2527217021.45,1569832424.39
Other Short Term Investments,1508215793.0,201515926.0,902167062.0,4273232.5
Cash And Cash Equivalents,1622806921.71,2156494839.57,1625049959.45,1565559191.89
Cash Equivalents,305094810.0,166697506.95,111470216.76,41878178.04
Cash Financial,1317712111.71,1989797332.62,1513579742.69,1523681013.85
