,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,-316425086.94,601076477.15,352278200.13,255805310.05
Repayment Of Debt,-3408000000.0,-2699000000.0,-1993000000.0,-2035500000.0
Issuance Of Debt,3861320000.0,2440000000.0,1838000000.0,1824000000.0
Capital Expenditure,-476805565.15,-143932436.96,-21318687.17,-70700651.53
End Cash Position,372672185.09,531469361.77,397935200.51,330515568.06
Beginning Cash Position,531469361.77,397935200.51,330515568.06,306557507.95
Effect Of Exchange Rate Changes,15544906.72,28245501.45,25186746.29,14454182.9
Changes In Cash,-174342083.4,105288659.81,42232886.16,9503877.21
Financing Cash Flow,134821522.43,-498856395.82,-306026908.01,-347853663.23
Net Other Financing Charges,-3040789.6,-2741799.0,-2365025.0,-2356566.0
Cash Dividends Paid,-315457687.97,-237114596.82,-148661883.01,-133997097.23
Net Issuance Payments Of Debt,453320000.0,-259000000.0,-155000000.0,-211500000.0
Net Long Term Debt Issuance,453320000.0,-259000000.0,-155000000.0,-211500000.0
Long Term Debt Payments,-3408000000.0,-2699000000.0,-1993000000.0,-2035500000.0
Long Term Debt Issuance,3861320000.0,2440000000.0,1838000000.0,1824000000.0
Investing Cash Flow,-469544084.04,-140863858.48,-25337093.13,30851578.86
Net Investment Purchase And Sale,-1079300.0,-813500.0,-5788050.0,100825953.77
Sale Of Investment,433043500.0,121199300.0,312060100.0,1578725953.77
Purchase Of Investment,-434122800.0,-122012800.0,-317848150.0,-1477900000.0
Net PPE Purchase And Sale,-468464784.04,-140050358.48,-19549043.13,-69974374.91
Sale Of PPE,8340781.11,3882078.48,1769644.04,726276.62
Purchase Of PPE,-476805565.15,-143932436.96,-21318687.17,-70700651.53
Operating Cash Flow,160380478.21,745008914.11,373596887.3,326505961.58
Change In Working Capital,-1298477092.76,-720845226.02,-801482752.15,-645450739.99
Change In Other Current Assets,-3500844.45,-2375948.02,-3076080.09,7301856.49
Change In Payable,-137414072.62,-85188930.13,233727747.26,67667600.56
Change In Inventory,-584136406.26,-471458918.35,-191483025.12,-326852256.61
Change In Receivables,-573425769.43,-161821429.52,-840651394.2,-393567940.43
Other Non Cash Items,11590466.69,969743.18,17011844.44,43784217.35
Depreciation And Amortization,212195701.14,213259411.28,211435553.99,201959807.92
Amortization Cash Flow,7152643.28,6447902.41,6316156.26,6157477.35
Depreciation,205043057.86,206811508.87,205119397.73,195802330.57
Gain Loss On Investment Securities,-2778450.0,3636450.0,479050.01,10212346.22
Gain Loss On Sale Of PPE,-219918.59,792983.82,1453774.6,1831558.89
Net Income From Continuing Operations,1201850142.99,1217916918.62,899227524.17,665785812.85
Cash Flowsfromusedin Operating Activities Direct,160380478.21,745008914.11,373596887.3,326505961.58
Taxes Refund Paid Direct,-262819369.47,15349974.41,66907928.94,223432276.75
Classesof Cash Payments,-9032772929.5,-8207692340.43,-7604938037.08,-7489763343.09
Other Cash Paymentsfrom Operating Activities,-215687548.56,-245220391.22,-241814553.3,-359023153.8
Paymentson Behalfof Employees,-509825100.75,-478615398.55,-439032618.03,-399319078.38
Paymentsto Suppliersfor Goodsand Services,-8307260280.19,-7483856550.66,-6924090865.75,-6731421110.91
Classesof Cash Receiptsfrom Operating Activities,9455972777.18,8937351280.13,7911626995.44,7592837027.92
Other Cash Receiptsfrom Operating Activities,83983686.26,36956340.0,27440193.3,125475230.71
Receiptsfrom Customers,9371989090.92,8900394940.13,7884186802.14,7467361797.21
