,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-3848603.352523,-3862986.915374,-4577199.718129,-4324721.914845
Tax Rate For Calcs,0.120779,0.119026,0.112835,0.077816
Normalized EBITDA,1644346270.96,1675675079.16,1330224981.22,1065964049.68
Total Unusual Items,-31864824.66,-32454925.79,-40565414.31,-55576468.36
Total Unusual Items Excluding Goodwill,-31864824.66,-32454925.79,-40565414.31,-55576468.36
Net Income From Continuing Operation Net Minority Interest,1201860008.05,1217907422.64,899201548.76,665771454.65
Reconciled Depreciation,212195701.14,213259411.28,211435553.99,201959807.92
Reconciled Cost Of Revenue,10774899412.33,9119821084.47,7812337625.5,7356763781.2
EBITDA,1612481446.3,1643220153.37,1289659566.91,1010387581.32
EBIT,1400285745.16,1429960742.09,1078224012.92,808427773.4
Net Interest Income,-25348707.64,-38127843.89,-58238011.71,-89802657.39
Interest Expense,33336803.2,47494048.05,64627270.47,86461660.46
Interest Income,11168141.82,10750388.87,11494891.74,2435538.69
Normalized Income,1229876229.357477,1246499361.514626,935189763.351871,717023201.095155
Net Income From Continuing And Discontinued Operation,1201860008.05,1217907422.64,899201548.76,665771454.65
Total Expenses,11064760338.82,9460000494.9,8205488154.2,7726922344.81
Total Operating Income As Reported,1367639983.62,1383076756.15,1013153374.51,723599535.56
Diluted Average Shares,1001550007.0,998284773.0,999112832.0,993688738.0
Basic Average Shares,1001550007.0,998284773.0,999112832.0,993688738.0
Diluted EPS,1.2,1.22,0.9,0.67
Basic EPS,1.2,1.22,0.9,0.67
Net Income Common Stockholders,1201860008.05,1217907422.64,899201548.76,665771454.65
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,1201860008.05,1217907422.64,899201548.76,665771454.65
Minority Interests,9865.06,-9495.98,-25975.41,-14358.2
Net Income Including Noncontrolling Interests,1201850142.99,1217916918.62,899227524.17,665785812.85
Net Income Continuous Operations,1201850142.99,1217916918.62,899227524.17,665785812.85
Tax Provision,165098798.97,164549775.42,114369218.28,56180300.09
Pretax Income,1366948941.96,1382466694.04,1013596742.45,721966112.94
Other Non Operating Income Expenses,-691041.66,-610062.11,443367.94,-1633422.62
Special Income Charges,-35985074.66,-29736975.79,-45874414.3,-50038168.37
Other Special Charges,-234554.08,458342.56,402522.06,1655210.03
Write Off,17921540.79,11333925.76,27347506.67,21226266.28
Impairment Of Capital Assets,18298087.95,17944707.47,18124385.57,27156692.06
Net Non Operating Interest Income Expense,-25348707.64,-38127843.89,-58238011.71,-89802657.39
Total Other Finance Cost,3180046.26,1384184.71,5105632.98,5776535.62
Interest Expense Non Operating,33336803.2,47494048.05,64627270.47,86461660.46
Interest Income Non Operating,11168141.82,10750388.87,11494891.74,2435538.69
Operating Income,1421918669.55,1418191458.57,1085456339.86,817844335.29
Operating Expense,289860926.49,340179410.43,393150528.7,370158563.61
Other Operating Expenses,43426964.09,41765056.13,35007127.22,15827562.9
Depreciation And Amortization In Income Statement,13426151.0,12079808.81,11533385.46,8447709.1
Amortization,,,,5888570.94
Depreciation Income Statement,13426151.0,12079808.81,11533385.46,2559138.16
Research And Development,188273456.14,219267292.23,231473778.85,259258116.11
Selling General And Administration,45496066.28,64492345.41,62217744.86,36266508.1
Selling And Marketing Expense,17550944.84,43276619.15,24454111.22,13719350.49
General And Administrative Expense,27945121.44,21215726.26,37763633.64,22547157.61
Gross Profit,1711779596.04,1758370869.0,1478606868.56,1188002898.9
Cost Of Revenue,10774899412.33,9119821084.47,7812337625.5,7356763781.2
Total Revenue,12486679008.37,10878191953.47,9290944494.06,8544766680.1
Operating Revenue,12486679008.37,10878191953.47,9290944494.06,8544766680.1
