,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Ordinary Shares Number,998530600.0,998530600.0,998530600.0,998530600.0
Share Issued,998530600.0,998530600.0,998530600.0,998530600.0
Net Debt,1672192606.47,512652958.47,795480543.89,1147682959.77
Total Debt,2072706489.42,1621345278.4,1883139243.78,1938102053.35
Tangible Book Value,5965773557.48,5368477018.29,4354540179.4,3558909691.23
Invested Capital,8497275808.7,6608226734.72,5744108471.83,5232186781.32
Working Capital,3921549244.76,3738952957.53,2899973904.08,2237951520.23
Net Tangible Assets,5965773557.48,5368477018.29,4354540179.4,3558909691.23
Capital Lease Obligations,7341273.26,8851131.22,10663290.5,11358015.08
Common Stock Equity,6433852653.15,5532919865.35,4524458860.7,3732538392.44
Total Capitalization,6477172653.15,5532919865.35,4564458860.7,4052538392.44
Total Equity Gross Minority Interest,6433895725.89,5532971983.71,4524505656.48,3732560102.21
Minority Interest,43072.74,52118.36,46795.78,21709.77
Stockholders Equity,6433852653.15,5532919865.35,4524458860.7,3732538392.44
Retained Earnings,4220788972.76,3387544239.6,2432861130.35,1688629948.35
Additional Paid In Capital,819842123.83,819842123.83,819842123.83,819842123.83
Capital Stock,998530600.0,998530600.0,998530600.0,998530600.0
Common Stock,998530600.0,998530600.0,998530600.0,998530600.0
Total Liabilities Net Minority Interest,3273346556.2,2727384638.55,2658625200.99,2552442284.83
Total Non Current Liabilities Net Minority Interest,196463837.8,154146341.37,202169979.92,495911525.68
Other Non Current Liabilities,,,,604465.41
Non Current Deferred Revenue,145802564.54,145295210.15,151506689.42,163949045.19
Non Current Deferred Taxes Liabilities,,,,
Long Term Debt And Capital Lease Obligation,50661273.26,8851131.22,50663290.5,331358015.08
Long Term Capital Lease Obligation,7341273.26,8851131.22,10663290.5,11358015.08
Long Term Debt,43320000.0,,40000000.0,320000000.0
Current Liabilities,3076882718.4,2573238297.18,2456455221.07,2056530759.15
Other Current Liabilities,7523143.92,5699550.18,1276879.27,1773298.09
Current Debt And Capital Lease Obligation,2022045216.16,1612494147.18,1832475953.28,1606744038.27
Current Debt,2020103155.55,1075306869.37,1179649611.13,1179648388.88
Payables,988439353.14,907419172.12,590699676.53,415905216.5
Other Payable,264560486.12,89393614.9,85441524.75,75646669.43
Total Tax Payable,51671251.09,56658669.65,40044618.89,31636025.35
Accounts Payable,672207615.93,761366887.57,465213532.89,308622521.72
Total Assets,9707242282.09,8260356622.26,7183130857.47,6285002387.04
Total Non Current Assets,2708810318.93,1948165367.55,1826701732.32,1990520107.66
Other Non Current Assets,411713708.36,290103751.93,14027001.51,15931741.93
Non Current Deferred Taxes Assets,43835129.36,40334284.91,37958336.89,34882256.8
Goodwill And Other Intangible Assets,468079095.67,164442847.06,169918681.3,173628701.21
Other Intangible Assets,468079095.67,164442847.06,169918681.3,173628701.21
Net PPE,1785182385.54,1453284483.65,1604797712.62,1766077407.72
Accumulated Depreciation,-1852927371.44,-1559961770.13,-1362923938.22,-1174862588.15
Gross PPE,3638109756.98,3013246253.78,2967721650.84,2940939995.87
Construction In Progress,450373044.09,72860884.3,63632290.77,82165746.72
Other Properties,62450290.58,57556700.71,56619518.98,54420517.19
Machinery Furniture Equipment,2180276056.27,2032805414.65,2028222627.17,1992309574.73
Properties,945010366.04,850023254.12,819247213.92,812044157.23
Current Assets,6998431963.16,6312191254.71,5356429125.15,4294482279.38
Other Current Assets,51058270.54,108166582.07,16460841.56,67263073.2
Hedging Assets Current,,,,
Prepaid Assets,53290410.98,79324245.33,101692847.53,42779750.01
Inventory,3132100213.23,2566261894.92,2112747684.04,1939389044.49
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,1003416301.83,857159942.56,779279014.97,727349218.77
Work In Process,1787856439.15,1254072317.44,1003971773.67,872871362.3
Raw Materials,340827472.25,455029634.92,329496895.4,339168463.42
Other Receivables,1396728350.03,1169442676.53,1137506538.87,549614241.11
Accounts Receivable,1972145119.3,1826241144.96,1563852145.91,1343470741.46
Allowance For Doubtful Accounts Receivable,-104371978.98,-96630905.56,-82847601.16,-71481776.72
Gross Accounts Receivable,2076517098.28,1922872050.52,1646699747.07,1414952518.18
Cash Cash Equivalents And Short Term Investments,393109599.08,562754710.9,424169067.24,351965429.11
Other Short Term Investments,1879050.0,100800.0,,
Cash And Cash Equivalents,391230549.08,562653910.9,424169067.24,351965429.11
Cash Equivalents,18556384.99,31184569.13,26233886.73,64936282.66
Cash Financial,372674164.09,531469341.77,397935180.51,287029146.45
